TID,JP
TID_BARREL_BOT_ULTI,バレルロール
TID_BARREL_BOT_ULTI_DESC,胴体のタルに入って転がることで、壁で跳ね返りながら敵をなぎ倒す。彼の必殺技ゲージは時間とともに溜まっていく！
TID_ARTILLERY_DUDE,ペニー
TID_ARTILLERY_DUDE_DESC,ペニーは、標的とその後ろにいる敵にダメージを与えるコインが入った袋を発射する。必殺技では、迫撃砲タイプの大砲を設置する！
TID_ARTILLERY_DUDE_WEAPON,ラッパ銃
TID_ARTILLERY_DUDE_WEAPON_DESC,金貨が入った袋を発射する。敵に当たると袋が破けて金貨が飛び散り、さらに後ろにいる標的にまでダメージを与える。
TID_ARTILLERY_DUDE_ULTI,伝家の砲台
TID_ARTILLERY_DUDE_ULTI_DESC,長年愛用している自慢の大砲を設置する！その射程は長く、障害物に隠れた敵まで狙うことができる。
TID_ITEM_NAME_SPECIAL,スターパワー
TID_HERO_INFO_ITEM_LOCKED,レベル<LEVEL>以上で登場します。
TID_HERO_INFO_LOCKED_INFO,ブロスタボックスからアンロック
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,合計<SCORE>トロフィーでアンロック
TID_SPEC_ABI_FREEZE,シェルショック
TID_SPEC_ABI_BERSERKER,暴れウシ
TID_SPEC_SELF_DESTRUCT,リベンジ
TID_SPEC_ABI_CACTUS_HEAL,栄養補給
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,百薬の長
TID_SPEC_ABI_REPAIR_TURRET,リチャージ
TID_SPEC_ABI_PET_LIFESTEAL,森の絆
TID_SPEC_ABI_STEAL_SOULS,魂狩り
TID_SPEC_ABI_SPOT,鷹の目
TID_SPEC_ABI_AMBUSH,待ち伏せ
TID_SPEC_ABI_BLACK_HOLE_MONSTER,影武者
TID_SPEC_ABI_SPEED,すいすいブーツ
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,ママの抱擁
TID_SPEC_BOUNCED_BULLETS_STRONGER,スーパーバウンド
TID_SPEC_ABI_FIRE_DOT_ULTI,バーニングドロップ
TID_SPEC_LAST_STAND,白鳥の唄
TID_SPEC_BURN,ファイアロケット
TID_SPEC_CRIPPLE,猛毒
TID_SPEC_ABI_BARREL_DEFENSE,鋼の盾
TID_SPEC_HEAL_MAIN_ATTACK,ダ・カーポ！
TID_SPEC_ABI_FREEZE_DESC,スーパーシェルが敵の動きを<c00cc00><VALUE1></c>秒間鈍らせる！
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,HPが<VALUE1>%以下の敵に対して、攻撃と必殺技のダメージが<c00cc00><VALUE2></c>増加。
TID_SPEC_ABI_BERSERKER_DESC,HPが<c00cc00><VALUE1>%</c>以下になると、リロード速度が2倍に！
TID_SPEC_SELF_DESTRUCT_DESC,倒される間際に、<c00cc00><VALUE1></c>ダメージのダイナマイトを6本投げる。
TID_SPEC_ABI_CACTUS_HEAL_DESC,必殺技を使用した際、自身がその効果範囲に入ることでHPが1秒につき<c00cc00><VALUE1></c>回復する。
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,通常攻撃をするたびにHPが<c00cc00><VALUE1></c>回復する。
TID_SPEC_ABI_REPAIR_TURRET_DESC,自分の攻撃でタレットに電気を送り込むことで、失ったHPを<c00cc00><VALUE1></c>回復できる。
TID_SPEC_ABI_PET_LIFESTEAL_DESC,クマが敵を攻撃するたびにニタのHPが<c00cc00><VALUE1></c>回復し、ニタが敵にダメージを与えるとクマのHPが<c00cc00><VALUE2></c>回復する。
TID_SPEC_ABI_STEAL_SOULS_DESC,彼には倒した敵の魂が見える... それらを狩ることで、彼のHPが<c00cc00><VALUE1></c>回復する。
TID_SPEC_SPOT_FROM_AIR_DESC,必殺技の使用時に、隠れている敵を空からすべて見渡せる。さらに、チームメイトにもその能力が共有される。
TID_SPEC_HEAL_MAIN_ATTACK_DESC,彼の攻撃が仲間に当たると、その仲間のHPが<c00cc00><VALUE1></c>回復する。
TID_SPEC_ABI_SPOT_DESC,やぶに隠れた敵を、通常の2倍の距離から見つけることができる。
TID_SPEC_ABI_AMBUSH_DESC,やぶに隠れた状態で攻撃すると、最大射程において<c00cc00>+<VALUE1></c>の追加ダメージが発生する。
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,神秘の力で次元の扉が開かれる...！ 彼女の影が現れて、次々に敵を攻撃します。
TID_SPEC_ABI_TODO_DESC,特殊能力未定
TID_SPEC_ABI_SPEED_DESC,真新しいブーツのおかげで移動速度が向上する。
TID_SPEC_ABI_PUSHBACK_SELF_DESC,自ら生み出す爆風に乗って、障害物を飛び越える！
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,メタルストームで敵を攻撃するたび、自身と周辺の仲間のHPが<c00cc00><VALUE1></c>回復する。
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,通常の攻撃および必殺技の弾丸が、最初のバウンドでさらにパワーを帯び、ダメージが<c00cc00><VALUE1></c>増加する。
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,彼の必殺技の標的となった敵は、4秒間にわたり炎に包まれ<c00cc00><VALUE1></c>ダメージを受ける。
TID_SPEC_LAST_STAND_DESC,倒される間際に最後の1曲を奏でる。周辺にいる仲間のHPが<c00cc00><VALUE1></c>回復する！
TID_SPEC_BURN_DESC,ロケットの衝撃で地面が火の海と化し、範囲内の敵は1秒につき<c00cc00><VALUE1></c>ダメージを受ける。
TID_SPEC_ABI_BARREL_DEFENSE_DESC,必殺技の発動時、<c00cc00><VALUE1></c>秒間タルが強化されて、受けるダメージがすべて<c00cc00><VALUE2>%</c>低減される。
TID_SPEC_CRIPPLE_DESC,毒がまわった敵はパワーを奪われ、その間に与えるダメージが<c00cc00><VALUE1>％</c>低減する。
TID_SEASON_ENDED_NOTI,シーズンが終了しました！シーズン報酬があなたを待っています！
TID_BATTLE_ROYALE_7,ダブルトラブル
TID_GAME_MODE_9,デュオ バトルロイヤル
TID_GAME_MODE_9_COMBINED,バトルロイヤル
TID_GAME_MODE_9_DESC,他の4チームと激突！チームメイトが生き残っている限り、倒されてもしばらくするとリスポーンできる！
TID_WAVE_APPROACHING,ウェーブ <number>
TID_TEAMS_LEFT,生存チーム：<num>
TID_TEAM_MATE_RESPAWNING,チームメイトのリスポーンまで：<num>
TID_BOSS_APPROACHING,ウェーブ<number>：<ccc0000>ボスロボが来るぞ！</c>
TID_COOP_2,鋼の交差点
TID_BOSS_2,モグラ王の広間
TID_BEAR_DAMAGE,クマのダメージ
TID_BEAR_HEALTH,クマのHP
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,2人組
TID_SPEC_ABI_PUSHBACK_SELF,爆風ジャンプ
TID_VIEW_PROFILE_BUTTON,プロフィールを見る
TID_REPORT_PLAYER_BUTTON,報告
TID_CHAT_REPORT_CONFIRMATION_TITLE,<name>を報告しますか？
TID_CHAT_REPORT_CONFIRMATION,\n\n本当に<name>を迷惑行為ユーザーとして報告しますか？
TID_PLAYER_ALREADY_REPORTED,このプレイヤーはすでに報告されています！
TID_STARTER_PACK_4,レベル35パック
TID_NEED_HERO,スキンを購入できません。まずキャラをアンロックしてください。
TID_EVENT_ENDING,まもなく<GAMEMODE>が終了します！
TID_TEAM_DISPLAY_TITLE_CLAN,クラブチーム
TID_TEAM_DISPLAY_TITLE_FRIENDS,フレンドチーム
TID_TICKETS_REVEIVED,イベントチケット<AMOUNT>枚を受け取りました！
TID_TUTORIAL_12,エメラルドも手に入れたし、出口へ向かいましょう！
TID_NO_TARGET_HINT,オートエイムを使えるターゲットがいません！
TID_CAN_NOT_AUTOSHOOT,この必殺技ではオートエイムが使えません
TID_VS,VS
TID_VS_SHOWDOWN,信じられる者は自分のみ！
TID_HAS_LASER_BALL_HINT,ボールを持っている間はオートエイムできません
TID_CLAN_RESPONSE_44,参加不可：すでにクラブに所属しています
TID_SHOTGUN_GIRL_SHORT_DESC,ファイター
TID_GUNSLINGER_SHORT_DESC,シャープシューター
TID_BULL_DUDE_SHORT_DESC,ヘビーウェイト
TID_ROCKET_GIRL_SHORT_DESC,シャープシューター
TID_TNT_DUDE_SHORT_DESC,スローワー
TID_LUCHADOR_SHORT_DESC,ヘビーウェイト
TID_TRICKSHOT_DUDE_SHORT_DESC,シャープシューター
TID_CACTUS_SHORT_DESC,シャープシューター
TID_BARKEEP_SHORT_DESC,スローワー
TID_MECHANIC_SHORT_DESC,ファイター
TID_SHAMAN_SHORT_DESC,ファイター
TID_UNDERTAKER_SHORT_DESC,スピーディーアサシン
TID_CROW_SHORT_DESC,ポイズンアサシン
TID_DEAD_MARIACHI_SHORT_DESC,ヒーラー
TID_BOW_DUDE_SHORT_DESC,ファイター
TID_SNIPER_SHORT_DESC,シャープシューター
TID_MINIGUN_DUDE_SHORT_DESC,ヒーラー
TID_BLACK_HOLE_SHORT_DESC,スカーミッシャー
TID_BARREL_BOT_SHORT_DESC,ヘビーウェイト
TID_CLAN_INTRO_SUGGESTED_CLANS,オススメのクラブ
TID_CLAN_INTRO_CREATE_TITLE,自分のクラブを作ろう
TID_CLAN_INTRO_HEADER,クラブ
TID_CLAN_INFO_TITLE,クラブ情報
TID_CLAN_INFO_NO_DESCRIPTION,クラブの紹介文がありません
TID_EVENT_POPUP_TITLE,いざ、バトルへ！
TID_GOLDRUSH_8,サファイアの草原
TID_USE_AUTOFIRE_TUTORIAL,<ccc0033>赤いコントローラー</c>をタップして近くの敵を攻撃しましょう！
TID_BRAWL_BOX_INFO_2,ブロスタボックスにはそれぞれ、新しいキャラクター、パワーポイント&コイン、スターパワーのうちいずれか1つが入っています。さらに、ボーナスとしてダブルトークンまたはイベントチケットを入手できる可能性もあります。\n\n各報酬の入手確率は次のとおりです：\n\nパワーポイント&コイン：<NUM1>%\nレアキャラクター：<NUM2>%\nスーパーレアキャラクター：<NUM3>%\nハイパーレアキャラクター：<NUM4>%\nウルトラレアキャラクター：<NUM5>%\nレジェンドレアキャラクター：<NUM6>%\nスターパワー：<NUM7>%\n\nまた、ボーナスの入手確率はイベントチケットが25%、エメラルドが9%、ダブルトークンが3%です。スターパワーは、レベル9に到達したキャラクターしか入手できません。特定のレア度のキャラクターなど、一部の報酬をすべてアンロックした場合は、その他の報酬の入手確率が増加します。ブロスタボックスの開封においては公平性を保つため、レジェンドレアキャラクターの入手確率を左右するラッキー指数システムを導入しています。新しいキャラクターを含まないボックスを開けることであなたのラッキー指数が増加し、新しいキャラクターを入手するたび、そのレア度に基づいてラッキー指数が減少します。ラッキー指数が十分上がるとレジェンドレアキャラクターの入手確率が高まり、逆にラッキー指数が低いとレジェンドレアキャラクターの入手も困難になります。プレイ初期のブロスタボックスの中身は、全プレイヤーが公平なスタートを切られるよう予め決められています。
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,回収
TID_PAGE_FRIENDS_TITLE,フレンド
TID_PAGE_FRIENDS_TITLE2,フレンドとバトル！
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Facebookに接続するかゲーム内でフレンドを見つけて、一緒にプレイしましょう！
TID_PAGE_FRIENDS_NO_FRIENDS,Facebookに接続するかゲーム内でフレンドを見つけて、一緒にプレイしましょう！
TID_FRIENDS_TITLE,フレンド <COUNT>人
TID_FRIENDS_TAB_1,フレンド
TID_FRIENDS_TAB_2,オススメ
TID_FRIENDS_TAB_3,申請
TID_TOTAL,合計
TID_BRAWL_BOX_INFO_TITLE_2,ブロスタボックス情報
TID_BRAWL_BOX_INFO_TITLE_3,メガボックス情報
TID_BRAWL_BOX_INFO_3,各メガボックスには、ブロスタボックス10個分に相当する報酬が入っています。ただし、ブロスタボックス同様、入手するパワーポイントは数名のキャラクターにのみ与えられます。\n\nその10個分の配当はランダムですが、1個分に含まれる報酬の入手確率は次のとおりです：\n\nパワーポイント&コイン：<NUM1>%\nレアキャラクター：<NUM2>%\nスーパーレアキャラクター：<NUM3>%\nハイパーレアキャラクター：<NUM4>%\nウルトラレアキャラクター：<NUM5>%\nレジェンドレアキャラクター：<NUM6>%\nスターパワー：<NUM7>%\n\nまた、ボーナスの入手確率はイベントチケットが25%、エメラルドが9%、ダブルトークンが3%です。スターパワーは、レベル9に到達したキャラクターしか入手できません。特定のレア度のキャラクターなど、一部の報酬をすべてアンロックした場合は、その他の報酬の入手確率が増加します。ブロスタボックスの開封においては公平性を保つため、レジェンドレアキャラクターの入手確率を左右するラッキー指数システムを導入しています。新しいキャラクターを含まないボックスを開けることであなたのラッキー指数が増加し、新しいキャラクターを入手するたび、そのレア度に基づいてラッキー指数が減少します。ラッキー指数が十分上がるとレジェンドレアキャラクターの入手確率が高まり、逆にラッキー指数が低いとレジェンドレアキャラクターの入手も困難になります。プレイ初期に入手する報酬は、全プレイヤーが公平なスタートを切られるよう予め決められています。
TID_HERO_BUNDLE_0,シェリーの秘宝
TID_HERO_BUNDLE_1,コルトの銃ケース
TID_HERO_BUNDLE_2,ブルの袋
TID_HERO_BUNDLE_3,ブロックの箱
TID_HERO_BUNDLE_4,リコシェの金庫
TID_HERO_BUNDLE_5,スパイクの穀物倉
TID_HERO_BUNDLE_6,バーリーのワインセラー
TID_HERO_BUNDLE_7,ジェシーのがらくた山
TID_HERO_BUNDLE_8,ニタの巣穴
TID_HERO_BUNDLE_9,ダイナマイクの袋
TID_HERO_BUNDLE_10,エル・プリモの箱
TID_HERO_BUNDLE_11,貯蔵庫セール
TID_HERO_BUNDLE_12,クロウのコレクション
TID_HERO_BUNDLE_13,ポコの小袋
TID_HERO_BUNDLE_14,ボウの小包
TID_HERO_BUNDLE_15,エリザベスのハンドバッグ
TID_HERO_BUNDLE_16,パムのバッグ
TID_HERO_BUNDLE_17,タラの金庫
TID_HERO_BUNDLE_18,ダリルのタル
TID_OFFER_ALSO_INCLUDES,セール品内容
TID_OFFER_VALUE_TITLE,お得！
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,<cff9900>黄色いコントローラー</c>をドラッグして狙いを定めましょう！
TID_HERO_STATS_TITLE,キャラクターステータス
TID_GATCHA_SCREEN_ITEMS_REMAINING,残りのアイテム：
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,残りのボーナス：
TID_GATCHA_SCREEN_YOU_GOT,入手：
TID_GATCHA_SCREEN_BONUSES,ボーナスアイテム：
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,アンロック！
TID_HERO_LIST_ITEM_UPGRADE,アップグレード
TID_SHOP_CLAMIMED,回収済
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,このアイテムはすでに回収済みです
TID_ONLINE,オンライン
TID_LEADERBOARD,ランキング
TID_NOT_ENOUGH_TICKETS_INFO,\n\nチケットが足りません。ショップで買い足しましょう！
TID_HERO_LIST_NEW,NEW
TID_CLUSTER_BOMB_DUDE,ホバーボード
TID_HAMMER_DUDE,フランケン
TID_HOLD_PHONE_LIKE_THIS,デバイスをこのように持ってください
TID_HINT_FINGER_TAP_TAP,ここをタップ！
TID_HINT_FINGER_DRAG,ドラッグして狙う
TID_MOVE_HERE,ここへ移動
TID_HINT_HEADER,ヒント：
TID_HINT_0,<ccc0033>赤いコントローラー</c>をタップすると\n一番近くにいる敵をオートエイムできます。
TID_HINT_1,<cff9900>黄色いコントローラー</c>をタップすると\n一番近くにいる敵に必殺技をオートエイムできます。
TID_HINT_2,<ccc0033>赤いコントローラー</c>をドラッグすると\n攻撃をエイムできます。
TID_HINT_3,<cff9900>黄色いコントローラー</c>をドラッグすると\n必殺技をエイムできます。
TID_HINT_4,コントローラーを中心に戻すことで\nエイムをキャンセルできます。
TID_HINT_5,マッチメイキングはプレイに選んだキャラクターの\nトロフィー数に基づくため、アンロックしたばかりの\nキャラはトロフィーを獲得しやすくなります。
TID_HINT_6,キャラクターをアンロックすればするほど、\n合計トロフィー数を伸ばして報酬を獲得\nしやすくなります。
TID_HINT_7,エリザベスの攻撃は、離れたところにいる敵に\nより大きなダメージを与えます。
TID_HINT_8,バーリーの必殺技は、距離が近いほどボトルが\n集中するため、ダメージも大きくなります。
TID_HINT_9,リコの弾丸は、跳ねるたびに\nその飛距離を延ばします。
TID_HINT_10,<ccc0033>赤いコントローラー</c>は、画面の右側なら\nどこを触っても操作できます。
TID_HINT_11,通常の攻撃と必殺技には、どちらも2種類の\n発射モードがあります。オートエイム（タップ）と\nエイム（ドラッグ）です。
TID_HINT_12,攻撃のエイムは、動いている\nターゲットを狙うのに有効です。
TID_HINT_13,オートエイムは反応の速い攻撃で\nエイムをする時間がない時に便利です。
TID_HINT_14,オートエイムはあなたの周りにいる敵に有効です。
TID_HINT_15,やぶの中に隠れていても\n敵が近くに来ると見つかってしまいます。
TID_HINT_16,オートエイムは一番近くにいる敵に向かって\nまっすぐ放たれ、敵の動きは考慮されません。
TID_HINT_17,手動エイムは、やぶに向かって発射すると\n敵がいないか確かめたい時に便利です。
TID_HINT_18,オートエイムは止まっている敵に有効です。
TID_HINT_19,オートエイムは、あなたへまっすぐ向かってくる敵や\n背を向けて遠ざかる敵に有効です。
TID_HINT_20,やぶの中にいても、そこから攻撃したり\nダメージを受けると敵から見えてしまいます。
TID_HINT_21,やぶは、敵から身を隠すのに使えます。
TID_HINT_22,オートエイムを使うと、射程内に1人も\n敵がいない場合でも攻撃します。
TID_VS_TUTORIAL,<ce662f9>エメラルド</c>を\nすべて集めよう
TID_USE_MANUAL_FIRE_TUTORIAL,<ccc0033>赤いコントローラー</c>をドラッグして狙いを定めましょう！
TID_TUTORIAL_GOOD_JOB_2,いいわね！<cff6633>オレンジのバー</c>は\n残りの弾数を示しているの。\nなるべく急いでリロードするわ！
TID_TUTORIAL_GOOD_JOB_3,やったわ！敵を攻撃すると、\nあなたの<cff9900>必殺技</c>ゲージが\n溜まるわよ！
TID_TUTORIAL_GOOD_JOB_4,やった！
TID_SPECTATE_PLAYER_BUTTON,観戦
TID_SPECTATE_FAILED,観戦できませんでした
TID_ACCOUNT_DISABLED_TEXT,アカウントは無効です
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,このアカウントは削除依頼にもとづいて無効化されました。以降、復旧することはできません。
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,このアカウントは長期間アクセスが確認できなかったため無効化されました。以降、復旧することはできません。
TID_ACCOUNT_DELETION_WARNING_TITLE,アカウント削除のお知らせ
TID_ACCOUNT_DELETION_WARNING_TEXT,お客様のご依頼により、このアカウントはまもなく停止されます。万が一思いなおされた場合は、急ぎ「ヘルプとサポート」まで、ご依頼のキャンセルをお申し付けください。
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,お客様のご依頼により、このアカウントはまもなく停止されます。万が一思いなおされた場合は、急ぎ「ヘルプとサポート」まで、ご依頼のキャンセルをお申し付けください。
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,すでにこのクラブに所属しています！
TID_CONFIRM_CHANGE_CLAN_TITLE,クラブを変更します
TID_CONFIRM_CHANGE_CLAN,すでにクラブに所属しています！本当にクラブを変更しますか？
TID_CONFIRM_CLAN_FULL_TITLE,クラブが満員です！
TID_CONFIRM_CLAN_FULL,<clan>に参加できません。クラブがいっぱいです！
TID_BUTTON_CHANGE,変更
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,クラブに参加するにはチュートリアルを完了してください
TID_CLAN_INTRO_INVITE,招待を送信
TID_INVITE_CLAN_TOKEN_ERROR,招待にエラーが発生しました
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,新メンバーを招待できるのはリーダーだけです
TID_FRIENDS_FACEBOOK_CONNECT,接続する
TID_FRIENDS_PAGE_INVITE,招待を送信
TID_SHARE_GAME_ROOM_POST_MESSAGE,このリンクをタップして、<name>と一緒にブロスタのチームに参加しましょう！
TID_SHARE_GAME_ROOM_POST_TITLE,チームへ招待
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,チームIDをコピーしました！
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,OK
TID_TEAM_INVITE_BUTTON_LABEL,コードをシェア
TID_TEAM_INVITE_EXPIRED,<NAME>からの招待は期限が切れました
TID_TEAM_INVITATION_POPUP_TITLE,チームへの招待
TID_TEAM_INVITATION_POPUP_ACCEPT,承認
TID_TEAM_INVITATION_POPUP_REJECT,拒否
TID_TEAM_INVITATION_POPUP_MUTE,今から10分間\n<NAME>をミュート
TID_BATTLE_ROYALE_5,湖の谷
TID_DAILY_COINS_COLLECTED_END_SCREEN,バトルのトークンが\nなくなりました
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,このビルドでは現金での購入はできません
TID_SHOP_CHINA_WARNING,警告：責任を持ってお楽しみください
TID_GATCHA_AD_STATUS_VIEW,広告を視聴して\nいずれかの報酬を2倍に！
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,さらに報酬をゲット！
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,今日の視聴回数を消費しました
TID_GATCHA_AD_STATUS_NO_VIDEO,利用できる動画がありません
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,続ける
TID_AD_DOUBLER_TITLE,2倍にする報酬を選択
TID_AD_DOUBLER_CONTINUE,続ける
TID_GATCHA_CONTINUE,次へ
TID_HINT_23,キャラクターには、それぞれの能力を有効に\n発揮できるマップやモードがあります。
TID_HINT_24,射程の長いキャラは\n見通しの良いマップで使うとより有利です。
TID_HINT_25,射程の短いキャラは\n壁ややぶの多いマップで使うとより有利です。
TID_SPEC_ABI_SELF_DESTRUCT,悪あがき
TID_SPEC_ABI_SELF_DESTRUCT_DESC,彼女の大砲は、破壊される瞬間に爆弾を連射する。それぞれの爆弾が<c00cc00><VALUE1></c>ダメージを与える。
TID_EVENT_LIST_BRAWL,プレイ
TID_INVITE_COPIED_TO_CLIPBOARD,招待リンクをコピーしました！
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,OK
TID_FRIEND_INVITE_POST_MESSAGE,このリンクをタップして、<friend>とブロスタでフレンドになりましょう！
TID_FRIEND_INVITE_POST_TITLE,フレンドを招待！
TID_ALLIANCE_JOIN_POST_MESSAGE,このリンクをタップして、ブロスタで私のクラブに参加してください！
TID_ALLIANCE_JOIN_POST_TITLE,フレンドをあなたのクラブに招待しましょう！
TID_KEY_BAR_FULL,<VALUE>トークンが獲得可能です。今すぐ戦おう！
TID_HOMESCREEN_MODE_LOCKED,ここで戦うには合計<COUNT>トロフィー必要です！
TID_GAMEROOMS_PLAYERS_ONLINE,オンラインのフレンド：<count>人
TID_ARTILLERY_DUDE_SHORT_DESC,シャープシューター
TID_HAMMER_DUDE_SHORT_DESC,ヘビーウェイト
TID_HAMMER_DUDE_DESC,フランケンは、衝撃波を生みだす巨大なハンマーで敵を攻撃する。必殺技は、敵の動きを止める一段とパワフルな一振り！
TID_HAMMER_DUDE_WEAPON,巨大ハンマー
TID_HAMMER_DUDE_WEAPON_DESC,巨大ハンマーは振り下ろすのに少し時間がかかるが、当たれば大ダメージを与える。
TID_HAMMER_DUDE_ULTI,スタンブロー
TID_HAMMER_DUDE_ULTI_DESC,盛大なフルスイングが生みだす衝撃波は、ありとあらゆる物を破壊して、敵の動きもしばらく封じる。
TID_SPEC_ABI_STEAL_SOULS2,生気泥棒
TID_SPEC_ABI_STEAL_SOULS2_DESC,倒した敵の生気を吸い取ることで、<VALUE2>秒間にわたってダメージが<c00cc00><VALUE1>%</c>増加する！
TID_ONLINE_FRIENDS_TITLE,オンラインのプレイヤー
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,最後まで生き残れ！
TID_VS_TEAM_SHOWDOWN,すべてのチームが敵同士！
TID_FIRST_WIN,スタートークン
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,No.1!
TID_HOMESCREEN_MODE_LOCKED_INFO,<count>トロフィーでアンロック
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,トロフィー目標
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,回収
TID_LEAGUE_NAME_0,ウッド
TID_LEAGUE_NAME_1,ブロンズ
TID_LEAGUE_NAME_2,シルバー
TID_LEAGUE_NAME_3,ゴールド
TID_LEAGUE_NAME_4,ダイヤモンド
TID_LEAGUE_NAME_5,マスター
TID_LEAGUE_NAME_6,エリート
TID_LEAGUE_NAME_7,オールスター
TID_SPECIAL_EVENTS,日替わりイベント
TID_SPECIAL_EVENT,特別イベント：
TID_SPECIAL_EVENT_DESC,毎日変わる日替わりイベントをプレイしよう！
TID_SPECIAL_EVENTS_MOD,特別イベント
TID_SPECIAL_EVENT_MOD_DESC,定期的にその日の特別イベントをチェックしましょう！
TID_PLAYING_AGAIN,再戦 <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,もう一度
TID_BRAWL_BOX_INFO_TITLE_1,ビッグボックス情報
TID_BRAWL_BOX_INFO_1,各ビッグボックスには、ブロスタボックス3個分に相当する報酬が入っています。ただし、ブロスタボックス同様、入手するパワーポイントは数名のキャラクターにのみ与えられます。\n\nその3個分の配当はランダムですが、1個分に含まれる報酬の入手確率は次のとおりです：\n\nパワーポイント&コイン：<NUM1>%\nレアキャラクター：<NUM2>%\nスーパーレアキャラクター：<NUM3>%\nハイパーレアキャラクター：<NUM4>%\nウルトラレアキャラクター：<NUM5>%\nレジェンドレアキャラクター：<NUM6>%\nスターパワー：<NUM7>%\n\nまた、ボーナスの入手確率はイベントチケットが25%、エメラルドが9%、ダブルトークンが3%です。スターパワーは、レベル9に到達したキャラクターしか入手できません。特定のレア度のキャラクターなど、一部の報酬をすべてアンロックした場合は、その他の報酬の入手確率が増加します。ブロスタボックスの開封においては公平性を保つため、レジェンドレアキャラクターの入手確率を左右するラッキー指数システムを導入しています。新しいキャラクターを含まないボックスを開けることであなたのラッキー指数が増加し、新しいキャラクターを入手するたび、そのレア度に基づいてラッキー指数が減少します。ラッキー指数が十分上がるとレジェンドレアキャラクターの入手確率が高まり、逆にラッキー指数が低いとレジェンドレアキャラクターの入手も困難になります。プレイ初期に入手する報酬は、全プレイヤーが公平なスタートを切られるよう予め決められています。
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,スタートークンを10個集めてビッグボックスをアンロック！
TID_HERO_BUNDLE_19,ペニーの宝箱
TID_HERO_BUNDLE_20,フランケンの住処
TID_KEY_BAR_INFO,バトルで入手できる<c33a5d7>トークン</c>の数です。\n\nトークンを使ってブロスタボックスを開けましょう。
TID_NEW_ONLINE_FRIEND,オンラインのプレイヤー
TID_NEW_GAME_ROOM,新チーム
TID_KEY_BAR_TITLE,バトルで入手できるトークン
TID_PLAYAGAIN_QUIT,終了
TID_BATTLE_END_WAITING,待機中
TID_ERROR_REPLAY_WAITING,リプレイは保留中です
TID_ERROR_REPLAY_NOT_POSSIBLE,リプレイは利用できません
TID_ERROR_SPECTATE_WAITING,観戦は保留中です
TID_ERROR_SPECTATE_NOT_POSSIBLE,プレイヤーは現在バトルに参加していません
TID_BRAWL_TV_STARTING,ブロスタTVを読み込み中...
TID_ERROR_BRAWL_TV_WAITING,ブロスタTVは保留中です
TID_BRAWL_TV_QUIT,ブロスタTV #<NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,ブロスタTV #<NUM>が見つかりません。移動します。
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,次の再生まで：<NUM>秒
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,連続再生
TID_FIRST_WIN_INFO_SURVIVAL,他のプレイヤーと戦い、初めてトップ4に入ると<cff8E1b>スタートークン</c>を獲得できます。
TID_TEAM_POPOVER_YOUR_ROOM,あなたのチームです
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,チームは現在バトルに参加していません
