TID,CN
TID_VALUE,超值
TID_SHOP_ONE_TIME_PURCHASE,该礼包只能购买一次！
TID_HINT_MAKE_GOAL_1,拖动<ccc0033>红色摇杆</c>瞄准踢球方向！
TID_BALL_2,三重威胁
TID_BALL_3,精准射门
TID_STARTER_PACK_1,5级礼包
TID_STARTER_PACK_2,15级礼包
TID_STARTER_PACK_3,25级礼包
TID_IAP_XMAS2018_PACK,节日礼包
TID_IAP_XMAS2018_PACK_DESC,嚯嚯嚯！
TID_STARTER_PACK_0,新手礼包
TID_STARTER_PACK_0_DESC,欢迎加入《荒野乱斗》，精彩乱斗由此开启！
TID_IAP_LNY2019_PACK,新春大乐斗特惠
TID_IAP_LNY2019_PACK_DESC,新春快乐！
TID_IAP_MARCH2019_PACK,三月特惠
TID_IAP_MARCH2019_PACK_DESC,该礼包只可购买一次！
TID_IAP_REFRESHER_PACK_DESC,该礼包只可购买一次！
TID_BLACKHOLE_DEFAULT_SKIN,默认
TID_GOLD_CAP_HIT,奖章已达上限
TID_GATCHA_BUTTON_BOX_STACK_FULL,已达宝箱存放上限
TID_COOP_1,弹珠公园
TID_GAME_MODE_8,机甲入侵
TID_GAME_MODE_8_DESC,保护保险柜不被贪婪的机甲强盗攻破！防守得越久，奖励就越丰厚！\n\n机甲强盗会从四面八方向保险柜发起猛攻，而且数量会越来越多。拼尽全力守住保险柜吧！
TID_COOP_INTRO_TEXT,保护保险柜！
TID_SELECT_EVENT_POPUP_TITLE,选择活动
TID_BARREL_BOT,达里尔
TID_BARREL_BOT_DESC,达里尔手中的两把双管猎枪威力巨大。他的超级技能是钻进桶里四处乱滚乱撞！
TID_BARREL_BOT_WEAPON,双管双枪
TID_BARREL_BOT_WEAPON_DESC,达里尔的双管猎枪可以发射出两波交错的火力，能够对近距离目标造成大量伤害。
TID_BARREL_BOT_ULTI,滚桶突进
TID_BARREL_BOT_ULTI_DESC,达里尔躲进木桶并迅速向前滚动，他会撞飞沿途的敌人并对他们造成伤害。如果碰上墙壁，木桶会弹向其他方向。他的超级技能会随时间自动充能！
TID_ARTILLERY_DUDE,潘妮
TID_ARTILLERY_DUDE_DESC,潘妮发射的金币袋在命中目标后还能继续伤害后方的目标。她的超级技能是安放一门老式舰炮！
TID_ARTILLERY_DUDE_WEAPON,爆金短枪
TID_ARTILLERY_DUDE_WEAPON_DESC,向敌人发射一个装满愚人金币的钱袋。钱袋击中敌人后会破裂，飞散出来的金币会继续攻击后方的目标。
TID_ARTILLERY_DUDE_ULTI,老式舰炮
TID_ARTILLERY_DUDE_ULTI_DESC,潘妮摆出自己的招牌舰炮，为自己提供火力支援！这门舰炮不仅射程远，还能攻击到掩体后的敌人。
TID_ITEM_NAME_SPECIAL,星徽之力
TID_HERO_INFO_ITEM_LOCKED,达到<LEVEL>级后有机会获取
TID_HERO_INFO_LOCKED_INFO,打开乱斗宝箱\n有机会获得
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,总奖杯数达到\n<SCORE>后解锁
TID_SPEC_ABI_FREEZE,震荡射击
TID_SPEC_ABI_BERSERKER,狂牛暴怒
TID_SPEC_SELF_DESTRUCT,复仇
TID_SPEC_ABI_CACTUS_HEAL,滋养之地
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,借酒消愁
TID_SPEC_ABI_REPAIR_TURRET,战地充能
TID_SPEC_ABI_PET_LIFESTEAL,灵魂协同
TID_SPEC_ABI_STEAL_SOULS,恐怖收割
TID_SPEC_ABI_SPOT,锐利鹰眼
TID_SPEC_ABI_AMBUSH,致命伏击
TID_SPEC_ABI_BLACK_HOLE_MONSTER,暗影分身
TID_SPEC_ABI_SPEED,大步流星
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,母爱拥抱
TID_SPEC_BOUNCED_BULLETS_STRONGER,超级弹射
TID_SPEC_ABI_FIRE_DOT_ULTI,燃烧之魂
TID_SPEC_LAST_STAND,临终绝唱
TID_SPEC_BURN,燃爆全场
TID_SPEC_CRIPPLE,衰弱毒药
TID_SPEC_ABI_BARREL_DEFENSE,钢圈加固
TID_SPEC_HEAL_MAIN_ATTACK,治愈琴音
TID_SPEC_ABI_FREEZE_DESC,雪莉的超级霰弹可使敌人的移动速度降低，持续<c00cc00><VALUE1></c>秒。
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,武器和超级技能对生命值不高于<VALUE1>%的英雄可造成<c00cc00><VALUE2></c>额外伤害。
TID_SPEC_ABI_BERSERKER_DESC,公牛生命值低于<c00cc00><VALUE1>%</c>时，装弹速度加倍！
TID_SPEC_SELF_DESTRUCT_DESC,爆破麦克阵亡时会扔出六颗炸弹，每颗炸弹可造成<c00cc00><VALUE1></c>伤害。
TID_SPEC_ABI_CACTUS_HEAL_DESC,使用超级技能后，当斯派克位于技能作用范围内时，每秒可恢复<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,巴利每次使用普通攻击都会恢复<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_REPAIR_TURRET_DESC,杰西击中自己的炮台时，可为炮台恢复<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_PET_LIFESTEAL_DESC,熊灵击中敌人时，可为妮塔恢复<c00cc00><VALUE1></c>生命值。妮塔击中敌人时，可为熊灵恢复<c00cc00><VALUE2></c>生命值。
TID_SPEC_ABI_STEAL_SOULS_DESC,击败敌方英雄后，莫提斯能够获取对方的生命精华，为自己恢复<c00cc00><VALUE1></c>生命值。
TID_SPEC_SPOT_FROM_AIR_DESC,黑鸦使用超级技能时，可以在空中侦测到所有隐藏的敌人。同时队友也能看到敌人的位置！
TID_SPEC_HEAL_MAIN_ATTACK_DESC,波克击中友军英雄时，可为他们恢复<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_SPOT_DESC,阿渤的侦测距离变为普通情况下的2倍，能更早发现躲藏在草丛中的敌人！
TID_SPEC_ABI_AMBUSH_DESC,躲在草丛中时，佩佩可以对敌人造成额外伤害。子弹飞得越远，额外伤害越高，最高可达<c00cc00><VALUE1></c>。
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,塔拉的超级技能现在可以撕开一道时空裂隙！一个塔拉的虚影将从时空裂隙中出现并攻击她的敌人。
TID_SPEC_ABI_TODO_DESC,未选择特殊技能
TID_SPEC_ABI_SPEED_DESC,换上光滑锃亮的新长靴后，柯尔特脚底生风，移动速度更快了！
TID_SPEC_ABI_PUSHBACK_SELF_DESC,爆破麦克现在可以借助爆炸的冲击波腾空而起，甚至还能跳过障碍物！
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,帕姆的废料喷射击中敌人时，可为自己及附近的友军英雄恢复<c00cc00><VALUE1></c>生命值。
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,瑞科的普通攻击和超级技能发射的子弹在第一次弹射后威力更大，可造成<c00cc00><VALUE1></c>额外伤害！
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,被艾尔·普里莫超级技能击中的敌人将被点燃，在4秒内受到<c00cc00><VALUE1></c>伤害。
TID_SPEC_LAST_STAND_DESC,波克被击败时会弹奏他的临终绝唱，可为附近的友军英雄恢复<c00cc00><VALUE1></c>生命值！
TID_SPEC_BURN_DESC,布洛克的普通攻击在爆炸时会点燃地面，每秒对作用范围内的敌人造成<c00cc00><VALUE1></c>伤害！
TID_SPEC_ABI_BARREL_DEFENSE_DESC,现在达里尔的超级技能还将加固自己的木桶，使自己在<c00cc00><VALUE1></c>秒内受到的伤害降低<c00cc00><VALUE2>%</c>。
TID_SPEC_CRIPPLE_DESC,黑鸦的毒药可以削弱敌人。在毒药效果持续期间，敌人造成的伤害将减少<c00cc00><VALUE1>%</c>。
TID_SEASON_ENDED_NOTI,赛季已结束！请领取赛季奖励。
TID_BATTLE_ROYALE_7,坏事成双
TID_GAME_MODE_9,双人荒野决斗
TID_GAME_MODE_9_COMBINED,荒野决斗
TID_GAME_MODE_9_DESC,击败其他四支队伍。哪怕您被击倒，只要队友存活，您就可以在一段时间后重回战场！
TID_WAVE_APPROACHING,第<number>波
TID_TEAMS_LEFT,剩余队伍：<num>
TID_TEAM_MATE_RESPAWNING,队友重生倒计时：<num>
TID_BOSS_APPROACHING,第<number>波：<ccc0000>大型机甲来袭！</c>
TID_COOP_2,钢铁结点
TID_BOSS_2,鼹鼠国王大厅
TID_BEAR_DAMAGE,熊灵伤害
TID_BEAR_HEALTH,熊灵生命值
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,双人生存模式
TID_SPEC_ABI_PUSHBACK_SELF,爆破跳跃
TID_VIEW_PROFILE_BUTTON,查看资料
TID_REPORT_PLAYER_BUTTON,举报
TID_CHAT_REPORT_CONFIRMATION_TITLE,举报<name>？
TID_CHAT_REPORT_CONFIRMATION,\n\n确定要举报<name>的不当行为吗？
TID_PLAYER_ALREADY_REPORTED,已举报该玩家！
TID_STARTER_PACK_4,35级礼包
TID_NEED_HERO,无法购买皮肤，请先解锁英雄。
TID_EVENT_ENDING,<GAMEMODE>即将结束！
TID_TEAM_DISPLAY_TITLE_CLAN,战队小队
TID_TEAM_DISPLAY_TITLE_FRIENDS,好友小队
TID_TICKETS_REVEIVED,收到<AMOUNT>张活动门票！
TID_TUTORIAL_12,所有宝石都拿到了，赶紧前往出口！
TID_NO_TARGET_HINT,无有效目标，无法快速射击！
TID_CAN_NOT_AUTOSHOOT,该超级技能不能快速射击
TID_VS,VS
TID_VS_SHOWDOWN,每个英雄\n各自为战
TID_HAS_LASER_BALL_HINT,带球时无法快速射击
TID_CLAN_RESPONSE_44,加入失败，您已经加入了一个战队
TID_SHOTGUN_GIRL_SHORT_DESC,战士
TID_GUNSLINGER_SHORT_DESC,射手
TID_BULL_DUDE_SHORT_DESC,坦克
TID_ROCKET_GIRL_SHORT_DESC,射手
TID_TNT_DUDE_SHORT_DESC,投弹手
TID_LUCHADOR_SHORT_DESC,坦克
TID_TRICKSHOT_DUDE_SHORT_DESC,射手
TID_CACTUS_SHORT_DESC,射手
TID_BARKEEP_SHORT_DESC,投弹手
TID_MECHANIC_SHORT_DESC,战士
TID_SHAMAN_SHORT_DESC,战士
TID_UNDERTAKER_SHORT_DESC,突袭刺客
TID_CROW_SHORT_DESC,剧毒刺客
TID_DEAD_MARIACHI_SHORT_DESC,治疗
TID_BOW_DUDE_SHORT_DESC,战士
TID_SNIPER_SHORT_DESC,射手
TID_MINIGUN_DUDE_SHORT_DESC,治疗
TID_BLACK_HOLE_SHORT_DESC,控制
TID_BARREL_BOT_SHORT_DESC,坦克
TID_CLAN_INTRO_SUGGESTED_CLANS,为您推荐的战队
TID_CLAN_INTRO_CREATE_TITLE,创建您自己的战队
TID_CLAN_INTRO_HEADER,战队
TID_CLAN_INFO_TITLE,战队信息
TID_CLAN_INFO_NO_DESCRIPTION,无战队描述
TID_EVENT_POPUP_TITLE,立即对战！
TID_GOLDRUSH_8,苍蓝平原
TID_USE_AUTOFIRE_TUTORIAL,点击<ccc0033>红色摇杆</c>，朝最近的敌人射击！
TID_BRAWL_BOX_INFO_2,乱斗宝箱可能开出新英雄、战力能量+金币或星徽之力。另外，还有可能额外开出双倍奖章加成或活动门票。\n\n乱斗宝箱可能包含的奖励概率如下：\n\n战力能量+金币：<NUM1>%\n稀有英雄：<NUM2>%\n超稀有英雄：<NUM3>%\n史诗英雄：<NUM4>%\n神话英雄：<NUM5>%\n传奇英雄：<NUM6>%\n星徽之力：<NUM7>%\n\n此外，每个乱斗宝箱有额外25%的概率开出活动门票、9%的概率开出宝石、3%的概率开出双倍奖章加成。注意，只有当您的英雄达到9级后，才有机会从宝箱中开出相应的星徽之力。一旦您已经解锁了以上某个类别的所有奖励（例如稀有英雄），那么开出其他奖励的概率将提高。为了让开箱体验更加公平，游戏中特别加入了幸运系统，该系统将影响开出传奇英雄的概率。每一次开箱，如果没有获得新英雄，您的幸运值都会提升；如果获得了新英雄，幸运值会根据所获得英雄的稀有度而降低。当幸运值足够高时，开出传奇英雄的概率会显著提升，而幸运值很低时，则较难开出传奇英雄。游戏初期宝箱里的内容都是预先设置好的，以保证每位玩家都能处在同一起跑线。
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,收集
TID_PAGE_FRIENDS_TITLE,好友
TID_PAGE_FRIENDS_TITLE2,与好友组队作战！
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,连接Facebook账号，或添加游戏内好友，即可与他们并肩作战！
TID_PAGE_FRIENDS_NO_FRIENDS,连接Facebook账号，或添加游戏内好友，即可与他们并肩作战！
TID_FRIENDS_TITLE,<COUNT>名好友
TID_FRIENDS_TAB_1,好友列表
TID_FRIENDS_TAB_2,推荐好友
TID_FRIENDS_TAB_3,好友请求
TID_TOTAL,总计
TID_BRAWL_BOX_INFO_TITLE_2,乱斗宝箱信息
TID_BRAWL_BOX_INFO_TITLE_3,超级宝箱信息
TID_BRAWL_BOX_INFO_3,打开一个超级宝箱获得的奖励相当于打开10个乱斗宝箱的总和，但其中的战力能量会更加集中地分配给少数几个英雄。\n\n每个乱斗宝箱开出奖励的概率如下：\n\n战力能量+金币：<NUM1>%\n稀有英雄：<NUM2>%\n超稀有英雄：<NUM3>%\n史诗英雄：<NUM4>%\n神话英雄：<NUM5>%\n传奇英雄：<NUM6>%\n星徽之力：<NUM7>%\n\n此外，每个乱斗宝箱有额外25%的概率开出活动门票、9%的概率开出宝石、3%的概率开出双倍奖章加成。注意，只有当您的英雄达到9级后，才有机会从宝箱中开出相应的星徽之力。一旦您已经解锁了以上某个类别的所有奖励（例如稀有英雄），那么开出其他奖励的概率将提高。为了让开箱体验更加公平，游戏中特别加入了幸运系统，该系统将影响开出传奇英雄的概率。每一次开箱，如果没有获得新英雄，您的幸运值都会提升；如果获得了新英雄，幸运值会根据所获得英雄的稀有度而降低。当幸运值足够高时，开出传奇英雄的概率会显著提升，而幸运值很低时，则较难开出传奇英雄。游戏初期宝箱里的内容都是预先设置好的，以保证每位玩家都能处在同一起跑线。
TID_HERO_BUNDLE_0,雪莉的珍藏
TID_HERO_BUNDLE_1,柯尔特的枪套
TID_HERO_BUNDLE_2,公牛的背包
TID_HERO_BUNDLE_3,布洛克的箱子
TID_HERO_BUNDLE_4,瑞科谢的金库
TID_HERO_BUNDLE_5,斯派克的粮仓
TID_HERO_BUNDLE_6,巴利的酒窖
TID_HERO_BUNDLE_7,杰西的废品堆
TID_HERO_BUNDLE_8,妮塔的小窝
TID_HERO_BUNDLE_9,爆破麦克的炸弹包
TID_HERO_BUNDLE_10,艾尔·普里莫的储物柜
TID_HERO_BUNDLE_11,金库特惠
TID_HERO_BUNDLE_12,黑鸦的藏品
TID_HERO_BUNDLE_13,波克的琴盒
TID_HERO_BUNDLE_14,阿渤的箭袋
TID_HERO_BUNDLE_15,佩佩的手包
TID_HERO_BUNDLE_16,帕姆的钱包
TID_HERO_BUNDLE_17,塔拉的宝藏
TID_HERO_BUNDLE_18,达里尔的木桶
TID_OFFER_ALSO_INCLUDES,特惠还包含
TID_OFFER_VALUE_TITLE,超值
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,拖动<cff9900>黄色摇杆</c>进行瞄准！
TID_HERO_STATS_TITLE,英雄属性
TID_GATCHA_SCREEN_ITEMS_REMAINING,剩余物品：
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,剩余奖励：
TID_GATCHA_SCREEN_YOU_GOT,您获得了：
TID_GATCHA_SCREEN_BONUSES,额外奖励：
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,已解锁！
TID_HERO_LIST_ITEM_UPGRADE,升级
TID_SHOP_CLAMIMED,已领取
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,已领取该物品
TID_ONLINE,在线
TID_LEADERBOARD,排行榜
TID_NOT_ENOUGH_TICKETS_INFO,\n\n您的门票已用完。可前往商店购买门票！
TID_HERO_LIST_NEW,新
TID_CLUSTER_BOMB_DUDE,悬浮滑板
TID_HAMMER_DUDE,弗兰肯
TID_HOLD_PHONE_LIKE_THIS,请这样手持设备
TID_HINT_FINGER_TAP_TAP,点击摇杆
TID_HINT_FINGER_DRAG,拖动进行瞄准
TID_MOVE_HERE,移到这里
TID_HINT_HEADER,提示：
TID_HINT_0,您可以点击<ccc0033>红色摇杆</c>，朝最近的敌人快速射击。
TID_HINT_1,您可以点击<cff9900>黄色摇杆</c>，朝最近的敌人快速释放超级技能。
TID_HINT_2,您可以拖动<ccc0033>红色摇杆</c>进行瞄准射击。
TID_HINT_3,您可以拖动<cff9900>黄色摇杆</c>为超级技能瞄准。
TID_HINT_4,要取消瞄准，您只需将摇杆拖回中间位置。
TID_HINT_5,系统会根据您所选英雄的奖杯数为您匹配对手，因此解锁新英雄之后是收集奖杯的好时机。
TID_HINT_6,解锁的英雄越多，就越容易获得奖励和提升总奖杯数。
TID_HINT_7,佩佩发射的子弹飞行距离越远，造成的伤害越高。
TID_HINT_8,巴利的超级技能攻击距离越近，威力越大，因为近距离时酒瓶会集中落在一个很小的范围内。
TID_HINT_9,瑞科的子弹每次弹射都能增加飞行距离。
TID_HINT_10,点击屏幕右侧任意位置，均可激活<ccc0033>红色摇杆</c>进行射击。
TID_HINT_11,普通攻击和超级技能都有两种射击模式：点击快速射击和拖动摇杆瞄准射击。
TID_HINT_12,拖动射击适合用来预判目标走位。
TID_HINT_13,快速射击适用于来不及瞄准的突发状况。
TID_HINT_14,快速射击用来攻击近距离目标效果显著。
TID_HINT_15,只要敌人离你足够近，即使你躲在草丛中他们也能发现你。
TID_HINT_16,快速射击会朝敌人目前所在的位置开火，并不会预判敌人的移动方向。
TID_HINT_17,通过手动瞄准，朝草丛开火，可以判断草丛中是否藏有敌人。
TID_HINT_18,快速射击适合攻击静止不动的敌人。
TID_HINT_19,快速射击适合攻击正面朝你靠近或正在直线躲开你的敌人。
TID_HINT_20,如果受到伤害或发动攻击，即使你躲在草丛中，敌人也会发现你的踪迹。
TID_HINT_21,躲在草丛里不会被敌人发现。
TID_HINT_22,如果使用快速射击，即使附近没有敌人，您的英雄也会发动攻击。
TID_VS_TUTORIAL,收集所有<ce662f9>宝石</c>
TID_USE_MANUAL_FIRE_TUTORIAL,拖动<ccc0033>红色摇杆</c>进行瞄准！
TID_TUTORIAL_GOOD_JOB_2,干得好！这些<cff6633>橙色能量条</c>代表您的弹药量。我会尽快装填弹药！
TID_TUTORIAL_GOOD_JOB_3,干得漂亮！击中敌军即可为您的<cff9900>超级技能</c>充能！
TID_TUTORIAL_GOOD_JOB_4,干得漂亮！
TID_SPECTATE_PLAYER_BUTTON,观战
TID_SPECTATE_FAILED,无法观战
TID_ACCOUNT_DISABLED_TEXT,账号被永久关闭
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,由于账号主人申请删除账号，本账号已被永久关闭，且无法再恢复。
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,由于长期没有登录，该账号已被永久关闭，且无法再恢复。
TID_ACCOUNT_DELETION_WARNING_TITLE,账号关闭警告
TID_ACCOUNT_DELETION_WARNING_TEXT,根据您的请求，您的账号即将被关闭。如果您不希望进行此操作，请在游戏内点击\q帮助与支持\q联系玩家支持团队取消您的请求。
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,根据您的请求，您的账号即将被关闭。如果您不希望进行此操作，请在游戏内点击\q帮助与支持\q联系玩家支持团队取消您的请求。
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,您已经加入该战队！
TID_CONFIRM_CHANGE_CLAN_TITLE,更换战队？
TID_CONFIRM_CHANGE_CLAN,您已加入一个战队！您确定要更换战队吗？
TID_CONFIRM_CLAN_FULL_TITLE,战队已满！
TID_CONFIRM_CLAN_FULL,无法加入<clan>。该战队已满！
TID_BUTTON_CHANGE,更换
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,加入战队前请先完成教程
TID_CLAN_INTRO_INVITE,分享邀请
TID_INVITE_CLAN_TOKEN_ERROR,生成邀请出错
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,只有队长和副队长能邀请新队员加入
TID_FRIENDS_FACEBOOK_CONNECT,连接
TID_FRIENDS_PAGE_INVITE,分享邀请
TID_SHARE_GAME_ROOM_POST_MESSAGE,点击该链接，与<name>一起组队畅玩《荒野乱斗》！
TID_SHARE_GAME_ROOM_POST_TITLE,邀请加入小队
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,小队代码已复制到剪贴板！
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,确定
TID_TEAM_INVITE_BUTTON_LABEL,分享小队代码
TID_TEAM_INVITE_EXPIRED,<NAME>发送的邀请已失效
TID_TEAM_INVITATION_POPUP_TITLE,组队邀请
TID_TEAM_INVITATION_POPUP_ACCEPT,接受
TID_TEAM_INVITATION_POPUP_REJECT,拒绝
TID_TEAM_INVITATION_POPUP_MUTE,屏蔽 <NAME> 10分钟
TID_BATTLE_ROYALE_5,千湖之国
TID_DAILY_COINS_COLLECTED_END_SCREEN,已获得\n全部奖章
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,该测试版尚未开启游戏内购
TID_SHOP_CHINA_WARNING,请适度娱乐理性消费
TID_GATCHA_AD_STATUS_VIEW,观看广告\n选择一项奖励翻倍！
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,获取更多奖励！
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,每日观看次数已达上限
TID_GATCHA_AD_STATUS_NO_VIDEO,未找到视频
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,继续
TID_AD_DOUBLER_TITLE,选择要翻倍的奖励
TID_AD_DOUBLER_CONTINUE,继续
TID_GATCHA_CONTINUE,确认
TID_HINT_23,每个英雄都有最适合发挥自己优势的地图和活动。
TID_HINT_24,远程英雄更适合在开阔的地图上作战。
TID_HINT_25,射程近的英雄更适合在草丛和掩体多的地图上作战。
TID_SPEC_ABI_SELF_DESTRUCT,终极炮击
TID_SPEC_ABI_SELF_DESTRUCT_DESC,当潘妮的舰炮被消灭时，会发射一连串炮弹。每颗炮弹都会造成<c00cc00><VALUE1></c>伤害。
TID_EVENT_LIST_BRAWL,对战
TID_INVITE_COPIED_TO_CLIPBOARD,邀请链接已复制到剪贴板！
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,确定
TID_FRIEND_INVITE_POST_MESSAGE,点击该链接，在《荒野乱斗》中将<friend>加为好友！
TID_FRIEND_INVITE_POST_TITLE,邀请好友！
TID_ALLIANCE_JOIN_POST_MESSAGE,点击该链接，加入我的《荒野乱斗》战队！
TID_ALLIANCE_JOIN_POST_TITLE,邀请好友加入您的战队！
TID_KEY_BAR_FULL,<VALUE>枚奖章等您来收集，快来对战吧！
TID_HOMESCREEN_MODE_LOCKED,总奖杯数达到<COUNT>即可在此对战！
TID_GAMEROOMS_PLAYERS_ONLINE,<count>名好友在线
TID_ARTILLERY_DUDE_SHORT_DESC,射手
TID_HAMMER_DUDE_SHORT_DESC,坦克
TID_HAMMER_DUDE_DESC,弗兰肯的巨锤能砸出冲击波攻击敌人。他的超级技能威力惊人，能击晕敌人！
TID_HAMMER_DUDE_WEAPON,重锤出击
TID_HAMMER_DUDE_WEAPON_DESC,弗兰肯的巨锤非常沉重，需要花些时间蓄力才能把它挥出去。奋力挥出的巨锤威力巨大，能砸出冲击波！
TID_HAMMER_DUDE_ULTI,眩晕猛击
TID_HAMMER_DUDE_ULTI_DESC,在弗兰肯最强力的猛击下颤抖吧！猛击发出的一道冲击波不仅能摧毁掩体，还能把敌人击晕，使其一段时间不能动弹。
TID_SPEC_ABI_STEAL_SOULS2,力量夺取
TID_SPEC_ABI_STEAL_SOULS2_DESC,击败敌方英雄后，弗兰肯能够偷走对方的力量，在<VALUE2>秒内使自己的伤害提升<c00cc00><VALUE1>%</c>。
TID_ONLINE_FRIENDS_TITLE,在线玩家
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,成为最后生还的队伍！
TID_VS_TEAM_SHOWDOWN,每支队伍\n各自为战
TID_FIRST_WIN,胜利奖章
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,您的队伍是第一名！
TID_HOMESCREEN_MODE_LOCKED_INFO,达到<count>奖杯后解锁
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,荣誉之路
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,收集
TID_LEAGUE_NAME_0,新手
TID_LEAGUE_NAME_1,青铜
TID_LEAGUE_NAME_2,白银
TID_LEAGUE_NAME_3,黄金
TID_LEAGUE_NAME_4,钻石
TID_LEAGUE_NAME_5,大师
TID_LEAGUE_NAME_6,冠军
TID_LEAGUE_NAME_7,全明星
TID_SPECIAL_EVENTS,每日活动
TID_SPECIAL_EVENT,特别活动：
TID_SPECIAL_EVENT_DESC,记得每天回来看看每日活动哦！
TID_SPECIAL_EVENTS_MOD,特别活动
TID_SPECIAL_EVENT_MOD_DESC,记得经常回来看看有什么特别活动哦！
TID_PLAYING_AGAIN,继续组队<c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,再来一场
TID_BRAWL_BOX_INFO_TITLE_1,大型宝箱信息
TID_BRAWL_BOX_INFO_1,打开一个大型宝箱获得的奖励相当于打开3个乱斗宝箱的总和，但其中的战力能量会更加集中地分配给少数几个英雄。\n\n每个乱斗宝箱开出奖励的概率如下：\n\n战力能量+金币：<NUM1>%\n稀有英雄：<NUM2>%\n超稀有英雄：<NUM3>%\n史诗英雄：<NUM4>%\n神话英雄：<NUM5>%\n传奇英雄：<NUM6>%\n星徽之力：<NUM7>%\n\n此外，每个乱斗宝箱有额外25%的概率开出活动门票、9%的概率开出宝石、3%的概率开出双倍奖章加成。注意，只有当您的英雄达到9级后，才有机会从宝箱中开出相应的星徽之力。一旦您已经解锁了以上某个类别的所有奖励（例如稀有英雄），那么开出其他奖励的概率将提高。为了让开箱体验更加公平，游戏中特别加入了幸运系统，该系统将影响开出传奇英雄的概率。每一次开箱，如果没有获得新英雄，您的幸运值都会提升；如果获得了新英雄，幸运值会根据所获得英雄的稀有度而降低。当幸运值足够高时，开出传奇英雄的概率会显著提升，而幸运值很低时，则较难开出传奇英雄。游戏初期宝箱里的内容都是预先设置好的，以保证每位玩家都能处在同一起跑线。
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,收集10枚胜利奖章即可获得一个大型宝箱！
TID_HERO_BUNDLE_19,潘妮的钱袋
TID_HERO_BUNDLE_20,弗兰肯的藏品
TID_KEY_BAR_INFO,您可以从对战中赢得的<c33a5d7>奖章</c>总数。\n\n奖章可以用来打开乱斗宝箱。
TID_NEW_ONLINE_FRIEND,在线玩家
TID_NEW_GAME_ROOM,创建小队
TID_KEY_BAR_TITLE,对战可获得的奖章数量
TID_PLAYAGAIN_QUIT,退出
TID_BATTLE_END_WAITING,等待其他玩家
TID_ERROR_REPLAY_WAITING,正在等待回放
TID_ERROR_REPLAY_NOT_POSSIBLE,回放不可用
TID_ERROR_SPECTATE_WAITING,正在等待观战
TID_ERROR_SPECTATE_NOT_POSSIBLE,该玩家目前未进行对战
TID_BRAWL_TV_STARTING,乱斗TV载入中...
TID_ERROR_BRAWL_TV_WAITING,乱斗TV处理中...
TID_BRAWL_TV_QUIT,乱斗TV-<NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,乱斗TV-<NUM>无节目 - 切换中
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,下一节目倒计时：<NUM>秒
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,自动播放
