TID,RU
TID_COIN_META_MIGRATION_TXT_3,Игра перешла на альбомную ориентацию и управляется двумя джойстиками.
TID_COIN_META_MIGRATION_TXT_4,УСИЛИТЕЛЬ МОНЕТ был убран и преобразован в кристаллы.
TID_BOLTS_MIGRATION_TITLE,Важные изменения!
TID_BOLTS_MIGRATION_OK,ОК
TID_BOLTS_MIGRATION_INFO,"В новой системе улучшения бойцов эликсир больше не нужен. Мы компенсировали твой эликсир и предыдущие улучшения бойцов жетонами для улучшения (<BOLTS>). Используй эти жетоны для улучшения своих бойцов!\n\nКопии бойцов и, следовательно, фишки были убраны из игры. Мы компенсировали твои фишки кристаллами (<GEMS>). Удачи!"
TID_BOLTS_MIGRATION_ELIXER_TOKEN,ТВОЙ ЭЛИКСИР ПРЕВРАТИЛСЯ В ЖЕТОНЫ ДЛЯ УЛУЧШЕНИЯ
TID_BOLTS_MIGRATION_CHIP_GEM,ТВОИ ФИШКИ БЫЛИ ЗАМЕНЕНЫ КРИСТАЛЛАМИ
TID_STAT_HEALING_PER_SEC,Исцеление в секунду
TID_STAT_DAMAGE_PER_CARD,Урон от карты
TID_OVERTIME,Дополнительное время!
TID_STARTER_PACK_XP_REQ,Особая акция по случаю получения <XPLEVEL>-го уровня опыта
TID_VALUE,выгода
TID_SHOP_ONE_TIME_PURCHASE,РАЗОВОЕ предложение!
TID_HINT_MAKE_GOAL_1,"ЗАЖМИ И ПОТЯНИ <ccc0033>КРАСНЫЙ ДЖОЙСТИК</c>, чтобы прицелиться перед ударом по мячу!"
TID_BALL_2,Трипл-дрибл
TID_BALL_3,Игольное ушко
TID_STARTER_PACK_1,Набор 5-го уровня
TID_STARTER_PACK_2,Набор 15-го уровня
TID_STARTER_PACK_3,Набор 25-го уровня
TID_IAP_XMAS2018_PACK,С праздником!
TID_IAP_XMAS2018_PACK_DESC,Хо-хо-хо!
TID_STARTER_PACK_0,Приветственный набор
TID_STARTER_PACK_0_DESC,Отпразднуй начало своих приключений в Brawl Stars!
TID_IAP_LNY2019_PACK,Акция к лунному Новому году
TID_IAP_LNY2019_PACK_DESC,С лунным Новым годом!
TID_IAP_MARCH2019_PACK,Мартовская акция
TID_IAP_MARCH2019_PACK_DESC,Это единовременное предложение!
TID_IAP_REFRESHER_PACK_DESC,Это единовременное предложение!
TID_BLACKHOLE_DEFAULT_SKIN,По умолчанию
TID_GOLD_CAP_HIT,Лимит жетонов исчерпан.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Достигнут предел количества ящиков
TID_COOP_1,Парк патинко
TID_GAME_MODE_8,РОБОРУБКА
TID_GAME_MODE_8_DESC,"Защищай сейф от жадных робобандитов. Чем дольше продержишься, тем лучше награда.\n\nРоботы наступают со всех сторон, и их количество постоянно растёт. Продержись как можно дольше!"
TID_COOP_INTRO_TEXT,Защищай сейф!
TID_SELECT_EVENT_POPUP_TITLE,Выбрать событие
TID_BARREL_BOT,ДЭРРИЛ
TID_BARREL_BOT_DESC,"Атака из пары дробовиков Дэррила невероятно мощна. Его Супер — усиленная бочка, в которой он катится вперёд, отскакивая от стен по пути!"
TID_BARREL_BOT_WEAPON,ДВАЖДЫ ДВА
TID_BARREL_BOT_WEAPON_DESC,"Дэррил наносит огромный урон на короткой дистанции, дважды стреляя из обеих двустволок."
TID_BARREL_BOT_ULTI,УКАТИВШАЯСЯ БОЧКА
TID_BARREL_BOT_ULTI_DESC,"Отбрасывая в стороны врагов и отскакивая от стен, Дэррил несётся в своей бочке вперёд. Его Супер заряжается с течением времени!"
TID_ARTILLERY_DUDE,ПЕННИ
TID_ARTILLERY_DUDE_DESC,"Пенни стреляет мешочками с монетами, наносящими урон самой цели и любому, находящемуся за ней. Её Супер — бронебашня-мортира!"
TID_ARTILLERY_DUDE_WEAPON,МУШКЕТОН
TID_ARTILLERY_DUDE_WEAPON_DESC,"Стреляет мешочком фальшивого золота. Задев врага, мешочек рвётся и осыпает монетами другие цели позади."
TID_ARTILLERY_DUDE_ULTI,СТАРЫЙ ПРОЙДОХА
TID_ARTILLERY_DUDE_ULTI_DESC,"Пенни устанавливает пушку, которая достаёт врагов на большой дистанции, даже если они в укрытии."
TID_ITEM_NAME_SPECIAL,ЗВЁЗДНАЯ СИЛА
TID_HERO_INFO_ITEM_LOCKED,Можно найти после достижения <LEVEL>-го уровня.
TID_HERO_INFO_LOCKED_INFO,"Бойца можно разблокировать, найдя его в ящике"
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,"Собери <SCORE> трофеев, чтобы разблокировать"
TID_SPEC_ABI_FREEZE,Контузия
TID_SPEC_ABI_BERSERKER,Берсерк
TID_SPEC_SELF_DESTRUCT,Отмщение
TID_SPEC_ABI_CACTUS_HEAL,Удобрение
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,Лекарство
TID_SPEC_ABI_REPAIR_TURRET,Подзарядка
TID_SPEC_ABI_PET_LIFESTEAL,Медвежья услуга
TID_SPEC_ABI_STEAL_SOULS,Жуткая жатва
TID_SPEC_ABI_SPOT,Парящий орёл
TID_SPEC_ABI_AMBUSH,Засада
TID_SPEC_ABI_BLACK_HOLE_MONSTER,Чёрный портал
TID_SPEC_ABI_SPEED,Модные сапоги
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,Мамина забота
TID_SPEC_BOUNCED_BULLETS_STRONGER,Суперотскок
TID_SPEC_ABI_FIRE_DOT_ULTI,Эль Фуэго
TID_SPEC_LAST_STAND,Лебединая песня
TID_SPEC_BURN,Поджигатель
TID_SPEC_CRIPPLE,Смертельный яд
TID_SPEC_ABI_BARREL_DEFENSE,Стальные обручи
TID_SPEC_HEAL_MAIN_ATTACK,Да-капо!
TID_SPEC_ABI_FREEZE_DESC,Суперснаряды Шелли контузят врагов и замедляют их на <c00cc00><VALUE1></c> с.!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,"+<c00cc00><VALUE2></c> к урону от оружия и Супера против бойцов, уровень здоровья которых равен или меньше <VALUE1> %."
TID_SPEC_ABI_BERSERKER_DESC,"Когда здоровье Булла становится меньше <c00cc00><VALUE1> %</c>, его скорость перезарядки увеличивается вдвое!"
TID_SPEC_SELF_DESTRUCT_DESC,"Пав в бою, Динамайк бросает 6 динамитных шашек, каждая из которых наносит <c00cc00><VALUE1></c> очков урона."
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Используя Супер и находясь в зоне его действия, Спайк восстанавливает <c00cc00><VALUE1></c> очков здоровья в секунду."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,Барли восстанавливает <c00cc00><VALUE1></c> очков здоровья с каждой основной атакой.
TID_SPEC_ABI_REPAIR_TURRET_DESC,"Атакуя врагов, Джесси может восстановить <c00cc00><VALUE1></c> очков здоровья, потерянных её турелью."
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Нита восстанавливает <c00cc00><VALUE1></c> очков здоровья каждый раз, когда её медведь наносит урон врагу. Когда Нита наносит урон, её медведь восстанавливает <c00cc00><VALUE2></c> очков здоровья."
TID_SPEC_ABI_STEAL_SOULS_DESC,"Мортис собирает жизненную энергию поверженных им врагов, что восстанавливает <c00cc00><VALUE1></c> очков его здоровья."
TID_SPEC_SPOT_FROM_AIR_DESC,"Используя Супер, Ворон может видеть всех прячущихся врагов. Его товарищи по команде также смогут их видеть!"
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Если товарищи по команде попадают в радиус действия атаки Поко, они восстанавливают <c00cc00><VALUE1></c> очков здоровья."
TID_SPEC_ABI_SPOT_DESC,"Бо видит врагов, прячущихся в кустах, с расстояния вдвое больше обычного."
TID_SPEC_ABI_AMBUSH_DESC,"Атаки Пайпер наносят <c00cc00><VALUE1></c> очков дополнительного урона на максимальной дистанции, когда она прячется в кустах."
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,"Супер Тары открывает пространственный портал, из которого появляется готовый к сражению с врагами теневой клон Тары."
TID_SPEC_ABI_TODO_DESC,Особая способность не определена
TID_SPEC_ABI_SPEED_DESC,"Когда Кольт обувает пару модных сапог, его скорость невероятно возрастает."
TID_SPEC_ABI_PUSHBACK_SELF_DESC,"Динамайк может перенестись через препятствие, оседлав взрывную волну!"
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,С каждым порывом бури лома Пэм восстанавливает себе и своим товарищам <c00cc00><VALUE1></c> очков здоровья.
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,При атаке или использовании Супера пули Рико получают дополнительную энергию при первом отскоке и наносят <c00cc00><VALUE1></c> очков дополнительного урона!
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,"Враги, задетые Супером Эль Примо, получают <c00cc00><VALUE1></c> очков урона огнём в течение 4-х секунд."
TID_SPEC_LAST_STAND_DESC,"Перед тем, как исчезнуть, Поко исполняет свою лебединую песню. Находящиеся рядом соратники восстанавливают <c00cc00><VALUE1></c> очков здоровья!"
TID_SPEC_BURN_DESC,После атаки Брока земля продолжает гореть. Находящиеся в огне враги получают <c00cc00><VALUE1></c> очков урона в секунду!
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Супер Дэррила — усиленная бочка, понижающая на <c00cc00><VALUE1></c> сек. весь наносимый ему урон на <c00cc00><VALUE2> %</c>."
TID_SPEC_CRIPPLE_DESC,"Яд Ворона ослабляет врагов, и они наносят на <c00cc00><VALUE1> %</c> меньше урона, пока он действует."
TID_SEASON_ENDED_NOTI,Сезон закончился! Награда сезона ждёт тебя.
TID_BATTLE_ROYALE_7,Двойная проблема
TID_GAME_MODE_9,ПАРНОЕ СТОЛКНОВЕНИЕ
TID_GAME_MODE_9_COMBINED,СТОЛКНОВЕНИЕ
TID_GAME_MODE_9_DESC,"Победи четыре другие команды. Пав в бою, можно возродиться через некоторое время, если товарищ по команде будет всё ещё жив."
TID_WAVE_APPROACHING,<number>-я волна
TID_TEAMS_LEFT,Осталось команд: <num>
TID_TEAM_MATE_RESPAWNING,Напарник вернётся через <num>
TID_BOSS_APPROACHING,<number>-я волна: <ccc0000>идёт большой робот!</c>
TID_COOP_2,Стальной перекрёсток
TID_BOSS_2,Зал Кротовьего Короля
TID_BEAR_DAMAGE,Урон медведя
TID_BEAR_HEALTH,Здоровье медведя
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,Команды по двое
TID_SPEC_ABI_PUSHBACK_SELF,Динапрыжок
TID_VIEW_PROFILE_BUTTON,Посмотреть профиль
TID_REPORT_PLAYER_BUTTON,ПОЖАЛОВАТЬСЯ
TID_CHAT_REPORT_CONFIRMATION_TITLE,Пожаловаться на игрока <name>?
TID_CHAT_REPORT_CONFIRMATION,\n\nТочно хочешь сообщить о неприемлемом поведении игрока <name>?
TID_PLAYER_ALREADY_REPORTED,Жалоба на игрока была уже отправлена!
TID_STARTER_PACK_4,Набор 35-го уровня
TID_NEED_HERO,Невозможно купить скин. Боец ещё не разблокирован.
TID_EVENT_ENDING,<GAMEMODE> скоро закончится!
TID_TEAM_DISPLAY_TITLE_CLAN,КОМАНДЫ КЛУБА
TID_TEAM_DISPLAY_TITLE_FRIENDS,КОМАНДЫ ДРУЗЕЙ
TID_TICKETS_REVEIVED,Получены билеты событий (<AMOUNT>)!
TID_TUTORIAL_12,"КРИСТАЛЛЫ у нас, пора на выход!"
TID_NO_TARGET_HINT,"Нет целей, по которым можно открыть БЫСТРЫЙ ОГОНЬ!"
TID_CAN_NOT_AUTOSHOOT,У этого Супера нет режима БЫСТРОГО ОГНЯ.
TID_VS,ПРОТИВ
TID_VS_SHOWDOWN,Каждый сам за себя!
TID_HAS_LASER_BALL_HINT,"Ведя мяч, открыть БЫСТРЫЙ ОГОНЬ невозможно."
TID_CLAN_RESPONSE_44,Вступить не удалось: ты уже в клубе
TID_SHOTGUN_GIRL_SHORT_DESC,ВОИН
TID_GUNSLINGER_SHORT_DESC,СТРЕЛОК
TID_BULL_DUDE_SHORT_DESC,ТЯЖЕЛОВЕС
TID_ROCKET_GIRL_SHORT_DESC,СТРЕЛОК
TID_TNT_DUDE_SHORT_DESC,МЕТАТЕЛЬ
TID_LUCHADOR_SHORT_DESC,ТЯЖЕЛОВЕС
TID_TRICKSHOT_DUDE_SHORT_DESC,СТРЕЛОК
TID_CACTUS_SHORT_DESC,СТРЕЛОК
TID_BARKEEP_SHORT_DESC,МЕТАТЕЛЬ
TID_MECHANIC_SHORT_DESC,ВОИН
TID_SHAMAN_SHORT_DESC,ВОИН
TID_UNDERTAKER_SHORT_DESC,МОЛНИЕНОСНЫЙ УБИЙЦА
TID_CROW_SHORT_DESC,УБИЙЦА С ЯДОМ
TID_DEAD_MARIACHI_SHORT_DESC,ЛЕКАРЬ
TID_BOW_DUDE_SHORT_DESC,ВОИН
TID_SNIPER_SHORT_DESC,СТРЕЛОК
TID_MINIGUN_DUDE_SHORT_DESC,ЛЕКАРЬ
TID_BLACK_HOLE_SHORT_DESC,ПРОВОКАТОР
TID_BARREL_BOT_SHORT_DESC,ТЯЖЕЛОВЕС
TID_CLAN_INTRO_SUGGESTED_CLANS,ЛУЧШИЕ КЛУБЫ ДЛЯ ТЕБЯ
TID_CLAN_INTRO_CREATE_TITLE,ПОЧЕМУ БЫ НЕ СОЗДАТЬ СВОЙ?
TID_CLAN_INTRO_HEADER,КЛУБЫ
TID_CLAN_INFO_TITLE,ИНФОРМАЦИЯ О КЛУБЕ
TID_CLAN_INFO_NO_DESCRIPTION,ОПИСАНИЕ КЛУБА ОТСУТСТВУЕТ
TID_EVENT_POPUP_TITLE,ПОРА В БОЙ!
TID_GOLDRUSH_8,Сапфировая равнина
TID_USE_AUTOFIRE_TUTORIAL,"НАЖМИ на <ccc0033>красный джойстик</c>, чтобы выстрелить по ближайшему врагу!"
TID_BRAWL_BOX_INFO_2,"В ящике можно найти нового бойца, очки силы с монетами или звёздную силу. Кроме этого, бонусом можно получить удвоитель жетонов или билеты событий.\n\nШансы получения наград:\n\nОчки силы с монетами — <NUM1> %.\nРедкий боец — <NUM2> %.\nСверхредкий боец — <NUM3> %.\nЭпический боец — <NUM4> %.\nМифический боец — <NUM5> %.\nЛегендарный боец — <NUM6> %.\nЗвёздная сила — <NUM7> %.\n\nВ добавок к этому шанс получения билетов событий составляет 25 %, кристаллов — 9 % и удвоителя жетонов — 3 %. Помни, что звёздную силу могут получить только бойцы, достигшие 9-го уровня. Как только все награды определенного типа (например, редкие бойцы) будут полностью открыты, шансы получения других наград возрастут. Удача: чтобы открывание ящиков было более справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличит твою удачу, а каждый полученный из ящика боец уменьшит её, основываясь на редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца, а чем она меньше, тем сложнее получить легендарного бойца. Наполнение ящиков в начале игры предопределено, чтобы у всех были равные возможности на начальном этапе."
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,ЗАБРАТЬ
TID_PAGE_FRIENDS_TITLE,ДРУЗЬЯ
TID_PAGE_FRIENDS_TITLE2,Сражайся с друзьями!
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,"Подключись к Facebook или найди друзей в игре, чтобы играть вместе!"
TID_PAGE_FRIENDS_NO_FRIENDS,"Подключись к Facebook или найди друзей в игре, чтобы играть вместе!"
TID_FRIENDS_TITLE,Друзей: <COUNT>
TID_FRIENDS_TAB_1,ДРУЗЬЯ
TID_FRIENDS_TAB_2,ВОЗМОЖНЫЕ
TID_FRIENDS_TAB_3,ЗАПРОСЫ
TID_TOTAL,ВСЕГО
TID_BRAWL_BOX_INFO_TITLE_2,СВЕДЕНИЯ О ЯЩИКЕ
TID_BRAWL_BOX_INFO_TITLE_3,СВЕДЕНИЯ О МЕГАЯЩИКЕ
TID_BRAWL_BOX_INFO_3,"Мегаящик содержит в 10 раз больше предметов, чем ящик, однако очки силы при этом распределяются между меньшим количество бойцов.\n\nШансы получения наград:\n\nОчки силы с монетами — <NUM1> %.\nРедкий боец — <NUM2> %.\nСверхредкий боец — <NUM3> %.\nЭпический боец — <NUM4> %.\nМифический боец — <NUM5> %.\nЛегендарный боец — <NUM6> %.\nЗвёздная сила — <NUM7> %.\n\nВ добавок к этому шанс получения билетов событий составляет 25 %, кристаллов — 9 % и удвоителя жетонов — 3 %. Помни, что звёздную силу могут получить только бойцы, достигшие 9-го уровня. Как только все награды определенного типа (например, редкие бойцы) будут полностью открыты, шансы получения других наград возрастут. Удача: чтобы открывание ящиков было более справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличит твою удачу, а каждый полученный из ящика боец уменьшит её, основываясь на редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца, а чем она меньше, тем сложнее получить легендарного бойца. Наполнение ящиков в начале игры предопределено, чтобы у всех были одинаковые возможности на начальном этапе."
TID_HERO_BUNDLE_0,Тайник Шелли
TID_HERO_BUNDLE_1,Кобура Кольта
TID_HERO_BUNDLE_2,Сумка Булла
TID_HERO_BUNDLE_3,Ящик Брока
TID_HERO_BUNDLE_4,Банк Рикошета
TID_HERO_BUNDLE_5,Амбар Спайка
TID_HERO_BUNDLE_6,Кладовка Барли
TID_HERO_BUNDLE_7,Завалы Джесси
TID_HERO_BUNDLE_8,Логово Ниты
TID_HERO_BUNDLE_9,Ранец Динамайка
TID_HERO_BUNDLE_10,Шкафчик Эль Примо
TID_HERO_BUNDLE_11,Убойное предложение
TID_HERO_BUNDLE_12,Коллекция Ворона
TID_HERO_BUNDLE_13,Кошель Поко
TID_HERO_BUNDLE_14,Снаряжение Бо
TID_HERO_BUNDLE_15,Сумочка Пайпер
TID_HERO_BUNDLE_16,Кошёлка Пэм
TID_HERO_BUNDLE_17,Сундук Тары
TID_HERO_BUNDLE_18,Бочка Дэррила
TID_OFFER_ALSO_INCLUDES,ПРЕДЛОЖЕНИЕ ТАКЖЕ ВКЛЮЧАЕТ
TID_OFFER_VALUE_TITLE,ВЫГОДА
TID_OFFER_VALUE,+<VALUE> %
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,ЗАЖМИ И ПОТЯНИ <cff9900>жёлтый джойстик</c> для прицеливания!
TID_HERO_STATS_TITLE,ПОКАЗАТЕЛИ БОЙЦА
TID_GATCHA_SCREEN_ITEMS_REMAINING,ОСТАЛОСЬ ПРЕДМЕТОВ:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,ОСТАЛОСЬ БОНУСОВ:
TID_GATCHA_SCREEN_YOU_GOT,ПОЛУЧЕНО:
TID_GATCHA_SCREEN_BONUSES,БОНУСНЫЕ ПРЕДМЕТЫ:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,РАЗБЛОКИРОВАНО!
TID_HERO_LIST_ITEM_UPGRADE,УЛУЧШИТЬ
TID_SHOP_CLAMIMED,Получено
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Этот предмет уже был получен
TID_ONLINE,В СЕТИ
TID_LEADERBOARD,СПИСОК ЛИДЕРОВ
TID_NOT_ENOUGH_TICKETS_INFO,"\n\nБилеты закончились. Загляни в магазин, чтобы купить ещё!"
TID_HERO_LIST_NEW,НОВЫЙ
TID_CLUSTER_BOMB_DUDE,ХОВЕРБОРД
TID_HAMMER_DUDE,ФРЭНК
TID_HOLD_PHONE_LIKE_THIS,ДЕРЖИ СВОЁ УСТРОЙСТВО ВОТ ТАК
TID_HINT_FINGER_TAP_TAP,ЖМИ! ЖМИ!
TID_HINT_FINGER_DRAG,"ЗАЖМИ И ПОТЯНИ, ЧТОБЫ ПРИЦЕЛИТЬСЯ"
TID_MOVE_HERE,Иди сюда
TID_HINT_HEADER,СОВЕТ:
TID_HINT_0,"Чтобы открыть БЫСТРЫЙ ОГОНЬ по ближайшему врагу, НАЖМИ на <ccc0033>красный джойстик.</c>"
TID_HINT_1,"Чтобы открыть БЫСТРЫЙ ОГОНЬ по ближайшему врагу в режиме Супера, НАЖМИ на <cff9900>жёлтый джойстик</c>."
TID_HINT_2,"Чтобы ПРИЦЕЛИТЬСЯ, ЗАЖМИ И ПОТЯНИ <ccc0033>красный джойстик</c>."
TID_HINT_3,"Для НАВЕДЕНИЯ НА ЦЕЛЬ Супера, ЗАЖМИ И ПОТЯНИ <cff9900>желтый джойстик</c>."
TID_HINT_4,"Чтобы отменить наведение на цель, верни джойстик в начальное положение."
TID_HINT_5,"Собирать трофеи только что разблокированным бойцом легко, потому что подбор противников основан на количестве трофеев бойца, за которого ты играешь."
TID_HINT_6,"Чем больше бойцов, тем проще собирать трофеи и получать награды."
TID_HINT_7,"Чем дальше цель, тем больше урона наносят выстрелы Пайпер."
TID_HINT_8,"Обрушенные Барли бутылки занимают небольшую область, поэтому Супер Барли особенно хорош на короткой дистанции."
TID_HINT_9,"Отскакивая, пули Рико пролетают большее расстояние."
TID_HINT_10,Активировать <ccc0033>красный джойстик</c> для стрельбы можно в любом месте на правой стороне экрана.
TID_HINT_11,"И у основной атаки, и у Супера есть два режима: НАЖМИ, и откроешь БЫСТРЫЙ ОГОНЬ, ЗАЖМИ И ПОТЯНИ, и сможешь ПРИЦЕЛИТЬСЯ."
TID_HINT_12,Прицеливание пригодится для ведения движущейся цели.
TID_HINT_13,"БЫСТРЫЙ ОГОНЬ пригодится, когда нет времени на прицеливание."
TID_HINT_14,БЫСТРЫЙ ОГОНЬ особенно хорош на короткой дистанции.
TID_HINT_15,"Когда ты прячешься в кустах, враги могут обнаружить тебя, если подойдут слишком близко."
TID_HINT_16,"БЫСТРЫЙ ОГОНЬ открывается по ближайшему врагу, передвижение врага в расчет не принимается."
TID_HINT_17,"Прицеливание пригодится, когда нужно проверить, не прячется ли в кустах враг."
TID_HINT_18,БЫСТРЫЙ ОГОНЬ особенно хорош при атаке на неподвижную цель.
TID_HINT_19,"БЫСТРЫЙ ОГОНЬ особенно хорош при атаке на врагов, которые движутся прямо на или от тебя."
TID_HINT_20,"Когда ты атакуешь или получаешь урон, находясь в кустах, враги могут тебя видеть."
TID_HINT_21,В кустах можно прятаться от врагов.
TID_HINT_22,"При использовании БЫСТРОГО ОГНЯ выстрел будет произведён, даже если в зоне поражения нет врагов."
TID_VS_TUTORIAL,Собери все <ce662f9>КРИСТАЛЛЫ</c>
TID_USE_MANUAL_FIRE_TUTORIAL,ЗАЖМИ И ПОТЯНИ <ccc0033>красный джойстик</c> для прицеливания!
TID_TUTORIAL_GOOD_JOB_2,"Отлично! <cff6633>Оранжевые полоски</c> отражают количество твоих боеприпасов. Буду перезаряжать так быстро, как смогу!"
TID_TUTORIAL_GOOD_JOB_3,Молодчина! Атака врагов заряжает твою <cff9900>СУПЕРАТАКУ</c>!
TID_TUTORIAL_GOOD_JOB_4,Отлично сработано!
TID_SPECTATE_PLAYER_BUTTON,Наблюдать
TID_SPECTATE_FAILED,Понаблюдать не получилось
TID_ACCOUNT_DISABLED_TEXT,Учётная запись отключена
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Эта учётная запись отключена после запроса на её удаление и не может быть восстановлена.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Эта учётная запись отключена в связи с неактивностью и не может быть восстановлена.
TID_ACCOUNT_DELETION_WARNING_TITLE,Предупреждение об удалении учетной записи
TID_ACCOUNT_DELETION_WARNING_TEXT,"В соответствии с вашим запросом ваша учётная запись в скором времени будет деактивирована. Если вы передумали, обратитесь к разделу «Помощь и поддержка» для отмены запроса как можно скорее."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"В соответствии с вашим запросом ваша учётная запись в скором времени будет деактивирована. Если вы передумали, обратитесь к разделу «Помощь и поддержка» для отмены запроса как можно скорее."
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Ты уже состоишь в этом клубе!
TID_CONFIRM_CHANGE_CLAN_TITLE,Сменить клуб?
TID_CONFIRM_CHANGE_CLAN,Ты уже в клубе! Точно хочешь сменить его?
TID_CONFIRM_CLAN_FULL_TITLE,В клубе нет мест!
TID_CONFIRM_CLAN_FULL,Невозможно вступить в клуб <clan> — в нём нет мест!
TID_BUTTON_CHANGE,Сменить
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,"Пройди обучение, чтобы вступить в клуб."
TID_CLAN_INTRO_INVITE,ОТПРАВИТЬ ПРИГЛАШЕНИЕ
TID_INVITE_CLAN_TOKEN_ERROR,Ошибка при создании приглашения
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Только президент клуба может приглашать новых участников.
TID_FRIENDS_FACEBOOK_CONNECT,Подключение
TID_FRIENDS_PAGE_INVITE,ОТПРАВИТЬ ПРИГЛАШЕНИЕ
TID_SHARE_GAME_ROOM_POST_MESSAGE,"Нажми на ссылку, чтобы вступить в команду игрока <name> в Brawl Stars!"
TID_SHARE_GAME_ROOM_POST_TITLE,Пригласить в команду
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,Идентификатор команды скопирован в буфер обмена!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,ОК
TID_TEAM_INVITE_BUTTON_LABEL,ПОДЕЛИТЬСЯ КОДОМ
TID_TEAM_INVITE_EXPIRED,Срок действия приглашения от игрока <NAME> истёк.
TID_TEAM_INVITATION_POPUP_TITLE,ПРИГЛАШЕНИЕ В КОМАНДУ
TID_TEAM_INVITATION_POPUP_ACCEPT,ПРИНЯТЬ
TID_TEAM_INVITATION_POPUP_REJECT,ОТКЛОНИТЬ
TID_TEAM_INVITATION_POPUP_MUTE,ЗАГЛУШИТЬ ИГРОКА <NAME>\nНА СЛЕДУЮЩИЕ 10 МИНУТ
TID_BATTLE_ROYALE_5,Тысяча озёр
TID_DAILY_COINS_COLLECTED_END_SCREEN,Боевые жетоны\nзакончились
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,Покупки за реальные деньги невозможны в этой версии.
TID_SHOP_CHINA_WARNING,Предупреждение: играй ответственно
TID_GATCHA_AD_STATUS_VIEW,СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ НАГРАДЫ!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,ПОЛУЧИТЬ БОЛЬШЕ НАГРАД
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Исчерпан лимит дневных просмотров
TID_GATCHA_AD_STATUS_NO_VIDEO,Нет доступного видео
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,ПРОДОЛЖИТЬ
TID_AD_DOUBLER_TITLE,ВЫБРАТЬ НАГРАДУ ДЛЯ УДВОЕНИЯ
TID_AD_DOUBLER_CONTINUE,ПРОДОЛЖИТЬ
TID_GATCHA_CONTINUE,ПРОДОЛЖИТЬ
TID_HINT_23,"Некоторые бойцы лучше подходят для отдельных карт и событий, чем другие."
TID_HINT_24,Бойцы дальнего боя в целом лучше себя проявляют на открытых картах.
TID_HINT_25,Бойцы ближнего боя лучше проявляют себя на местности с укрытиями и кустами.
TID_SPEC_ABI_SELF_DESTRUCT,Прощальный залп
TID_SPEC_ABI_SELF_DESTRUCT_DESC,При уничтожении пушка Пенни даёт последний залп. Каждая выпущенная бомба наносит <c00cc00><VALUE1></c> очков урона.
TID_EVENT_LIST_BRAWL,ИГРАТЬ
TID_INVITE_COPIED_TO_CLIPBOARD,Ссылка для приглашения скопирована в буфер обмена!
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,ОК
TID_FRIEND_INVITE_POST_MESSAGE,"Нажми на ссылку, чтобы добавить игрока <friend> в друзья в Brawl Stars!"
TID_FRIEND_INVITE_POST_TITLE,Пригласи друга!
TID_ALLIANCE_JOIN_POST_MESSAGE,"Нажми на ссылку, чтобы вступить в мой клуб в Brawl Stars!"
