TID,MS
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa minit."
TID_SHUTDOWN_BATTLE_DISABLED,Permainan akan ditutup untuk penyelenggaraan dalam masa beberapa minit. Permainan baharu tidak akan dapat dimulakan sehingga penyelenggaraan tamat.
TID_TEAM_SEARCH_NO_TEAM_CODE,Masukkan kod pasukan.
TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ,Anda tiada hak untuk terima atau menolak permintaan penyertaan.
TID_CLAN_RESPONSE_71,Senior mempunyai masa menunggu di antara penyingkiran
TID_STAT_MAX_DAMAGE,kerosakan pada julat maksimum
TID_STAT_DAMAGE_PER_BOMB,kerosakan setiap grenad
TID_ELDER_KICK_FAIL_COOLDOWN,Anda telah membuang ahli kelab baru-baru ini. Cuba lagi dalam <time>.
TID_LUCHADOR_KING_SKIN,PRIMO EL REY
TID_PLAYER_DEFEATED_BR,Brawler ditewaskan
TID_BALL_1,Halaman Belakang
TID_HINT_GET_BALL,Dapatkan <cdaa520> Bola</c>!
TID_LASER_BALL_INTRO_TEXT,Jaringkan dua gol untuk menang!
TID_AFK_WARNING,Amaran! Sila bergerak!
TID_AFK_DISCONNECTED_MSG,Anda dinyahsambungkan dari pertempuran sebab melahu atau rangkaian lemah.
TID_AFK_BANNED_MSG,Anda disekat dari pertempuran semasa sebab melahu atau rangkaian lemah. Anda akan dibenarkan kembali ke dalam permainan apabila pertempuran tamat.
TID_AFK_DISCONNECTED_TITLE,Nyahsambung Sebab Melahu
TID_AFK_BANNED_TITLE,Disekat dari pertempuran
TID_AFK_RELOAD,Muat semula
TID_GAME_MODE_7,PERMAINAN BESAR
TID_GAME_MODE_7_DESC,"Lima pemain cuba mengalahkan BRAWLER BESAR milik seorang pemain.\n\nSebagai BRAWLER BESAR, anda mempunyai kelebihan kuasa besar dan banyak kesihatan yang hilang dengan perlahan. Lawan pemburu dan kekal dalam permainan selagi boleh!\n\nSebagai seorang daripada lima orang pemburu, anda perlu bekerjasama bersama pasukan anda untuk menewaskan BRAWLER BESAR secepat mungkin!"
TID_BOSS_INTRO_TEXT_ATTACK,Kalahkan BRAWLER BESAR!
TID_BOSS_INTRO_TEXT_DEFEND,Anda BRAWLER BESAR!
TID_BOSS_1,Ngarai Bencana
TID_SEASON_END_POPUP_TITLE,MUSIM TELAH TAMAT
TID_SEASON_END_POPUP_REWARD,GANJARAN AKHIR MUSIM
TID_SEASON_END_POPUP_GOLD_VALUE,<VALUE>
TID_COIN_META_MIGRATION_TITLE,Perubahan Penting!
TID_COIN_META_MIGRATION_OK,MAIN TUTORIAL
TID_COIN_META_MIGRATION_TXT_1,Brawl Stars mempunyai sistem naik taraf baharu di mana Brawler boleh naik taraf selepas mendapat Mata Kuasa yang mencukupi. Perkembangan semasa anda telah ditukar ke tahap Brawler.
TID_COIN_META_MIGRATION_TXT_2,Anda menerima Kotak Brawl untuk Token Naik Taraf yang tidak diguna dan banyak lagi untuk memastikan anda tidak hilang perkembangan.
TID_COIN_META_MIGRATION_TXT_3,Permainan kini dimainkan dalam orientasi landskap dan dikawal dengan dua kayu ria.
TID_COIN_META_MIGRATION_TXT_4,PENGGALAK SYILING dah tiada dan ditukarkan kepada permata.
TID_BOLTS_MIGRATION_TITLE,Perubahan Penting!
TID_BOLTS_MIGRATION_OK,Ok
TID_BOLTS_MIGRATION_INFO,Sistem naik taraf Brawler baharu tidak lagi menggunakan Eliksir. Anda telah dibayar balik <BOLTS> Token Naik Taraf untuk Eliksir dan naik taraf Brawler yang lalu. Guna Token Naik Taraf untuk naik taraf Brawler anda!\n\nBrawler pendua dan cip juga telah dikeluarkan dari permainan. Anda telah dibayar balik <GEMS> permata untuk cip anda. Berseronoklah!
TID_BOLTS_MIGRATION_ELIXER_TOKEN,ELIKSIR ANDA TELAH MENJADI TOKEN NAIK TARAF
TID_BOLTS_MIGRATION_CHIP_GEM,CIP ANDA TELAH DITUKAR MENJADI PERMATA
TID_STAT_HEALING_PER_SEC,penyembuhan setiap saat
TID_STAT_DAMAGE_PER_CARD,kerosakan setiap kad
TID_OVERTIME,Lebih masa!
TID_STARTER_PACK_XP_REQ,Tawaran khas kerana mencapai tahap pengalaman <XPLEVEL>
TID_VALUE,nilai
TID_SHOP_ONE_TIME_PURCHASE,Tawaran ini hanya untuk pembelian SATU kali!
TID_HINT_MAKE_GOAL_1,SERET <ccc0033>KAWALAN MERAH</c> untuk menyasar pada bola!
TID_BALL_2,Gelecek Tigaan
TID_BALL_3,Medan Sempit
TID_STARTER_PACK_1,Pek Tahap 5
TID_STARTER_PACK_2,Pek Tahap 15
TID_STARTER_PACK_3,Pek Tahap 25
TID_IAP_XMAS2018_PACK,Pek Percutian
TID_IAP_XMAS2018_PACK_DESC,Ho Ho Ho!
TID_STARTER_PACK_0,Pek Selamat Datang
TID_STARTER_PACK_0_DESC,Meraikan permulaan perjalanan Brawl Stars anda
TID_IAP_LNY2019_PACK,Tawaran Tahun Baharu Cina Brawl
TID_IAP_LNY2019_PACK_DESC,Selamat Tahun Baharu Cina!
TID_IAP_MARCH2019_PACK,Tawaran Bulan Mac
TID_IAP_MARCH2019_PACK_DESC,Ini adalah tawaran sekali sahaja!
TID_IAP_REFRESHER_PACK_DESC,Ini adalah tawaran sekali sahaja!
TID_BLACKHOLE_DEFAULT_SKIN,Lalai
TID_GOLD_CAP_HIT,Had token dicapai.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Tindanan kotak penuh
TID_COOP_1,Taman Hiburan Pachinko
TID_GAME_MODE_8,GEMURUH ROBO
TID_GAME_MODE_8_DESC,"Mempertahankan peti keselamatan daripada Bandit Robo yang tamak! Lebih lama anda mempertahankannya, lebih baik ganjaran anda!\n\nRobot akan menuju ke peti keselamatan dari semua arah dan bilangannya sentiasa meningkat. Mempertahankannya selama yang anda boleh!"
TID_COOP_INTRO_TEXT,Lindungi peti keselamatan!
TID_SELECT_EVENT_POPUP_TITLE,Pilih acara
TID_BARREL_BOT,DARRYL
TID_BARREL_BOT_DESC,Darryl mempunyai serangan senapang patah berganda yang berkuasa. Gerakan Supernya adalah gulingan melulu dalam tong melantunnya!
TID_BARREL_BOT_WEAPON,TEMBAKAN BERGANDA
TID_BARREL_BOT_WEAPON_DESC,Senapang patah berlaras dua milik Darryl ini melepaskan dua tembakan hebat berjulat dekat.
TID_BARREL_BOT_ULTI,HIMPITAN TONG
TID_BARREL_BOT_ULTI_DESC,"Darryl guling ke depan dalam tongnya, menolak musuh ke belakang dan melantun dari dinding. Supernya akan mengecas semula apabila masa berlalu!"
TID_ARTILLERY_DUDE,PENNY
TID_ARTILLERY_DUDE_DESC,Penny menembak beg syiling yang melakukan kerosakan terhadap sasaran dan sesiapa sahaja di belakangnya. Supernya adalah turet meriam gaya mortar!
TID_ARTILLERY_DUDE_WEAPON,PEMURAS
TID_ARTILLERY_DUDE_WEAPON_DESC,Menembak sekantung emas tiruan. Kantung itu akan pecah jika terkena musuh dan syiling akan terpelanting terkena target di belakang musuh pertama.
TID_ARTILLERY_DUDE_ULTI,BEDILAN BERTERUSAN
TID_ARTILLERY_DUDE_ULTI_DESC,Penny meletakkan meriamnya! Tembakannya berjulat jauh walaupun berada di sebalik pengadang.
TID_ITEM_NAME_SPECIAL,KUASA BINTANG
TID_HERO_INFO_ITEM_LOCKED,Anda boleh temui ini selepas tahap <LEVEL>
TID_HERO_INFO_LOCKED_INFO,Buka kunci Brawler dari Kotak Brawl.
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,Capai jumlah <SCORE> trofi untuk buka kunci.
TID_SPEC_ABI_FREEZE,Kejutan Peluru
TID_SPEC_ABI_BERSERKER,Mengamuk
TID_SPEC_SELF_DESTRUCT,Tuntut Bela
TID_SPEC_ABI_CACTUS_HEAL,Menyubur
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,Penyembuhan
TID_SPEC_ABI_REPAIR_TURRET,Mentenagakan
TID_SPEC_ABI_PET_LIFESTEAL,Beruang Bersama
TID_SPEC_ABI_STEAL_SOULS,Tuaian Seram
TID_SPEC_ABI_SPOT,Helang Melayang
TID_SPEC_ABI_AMBUSH,Serang Hendap
TID_SPEC_ABI_BLACK_HOLE_MONSTER,Portal Hitam
TID_SPEC_ABI_SPEED,But Licin
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,Pelukan Ibu
TID_SPEC_BOUNCED_BULLETS_STRONGER,Lantunan Kuat
TID_SPEC_ABI_FIRE_DOT_ULTI,Api Membara
TID_SPEC_LAST_STAND,Lagu Angsa
TID_SPEC_BURN,Pembakar
TID_SPEC_CRIPPLE,Toksik Tambahan
TID_SPEC_ABI_BARREL_DEFENSE,Gelung Besi
TID_SPEC_HEAL_MAIN_ATTACK,Penjana!
TID_SPEC_ABI_FREEZE_DESC,Peluru Super Shelly memperlahankan musuh selama <c00cc00><VALUE1></c> saat!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,+<c00cc00><VALUE2></c> kerosakan dari senjata dan Super menentang brawler dengan nilai nyawa <VALUE1>% atau lebih rendah.
TID_SPEC_ABI_BERSERKER_DESC,"Apabila nilai nyawa Bull jatuh ke bawah <c00cc00><VALUE1>%</c>, kelajuan muat semula dia berganda."
TID_SPEC_SELF_DESTRUCT_DESC,"Apabila Dynamike ditewaskan, di lontarkan enam batang dinamit yang setiap satunya melakukan kerosakan <c00cc00><VALUE1></c>."
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Selepas menggunakan Super, Spike memulihkan <c00cc00><VALUE1></c> nilai nyawa setiap saat dengan berada di dalam kawasan terkesan."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,Barley memulihkan <c00cc00><VALUE1></c> nilai nyawa dari setiap serangan utama.
TID_SPEC_ABI_REPAIR_TURRET_DESC,Jessie boleh memulihkan <c00cc00><VALUE1></c> nilai nyawa turet pistolnya yang hilang dengan mengilat turet pistol dengan serangannya.
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Nita memulihkan <c00cc00><VALUE1></c> nilai nyawa apabila beruangnya menyerang musuh. Apabila Nita melakukan serangan, beruangnya memulihkan nilai nyawa sebanyak <c00cc00><VALUE2></c>."
TID_SPEC_ABI_STEAL_SOULS_DESC,"Mortis meraih intipati kehidupan daripada Brawler yang dikalahkannya, memulihkan <c00cc00> <VALUE1> </c> nilai nyawanya."
TID_SPEC_SPOT_FROM_AIR_DESC,"Apabila menggunakan Supernya, Crow boleh nampak semua musuh yang bersembunyi dari langit. Rakan sepasukannya akan nampak juga!"
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Apabila serangan Poco mengenai Brawler sepasukannya, nilai nyawa mereka kini akan pulih sebanyak <c00cc00><VALUE1></c>."
TID_SPEC_ABI_SPOT_DESC,Bo mengesan musuh bersembunyi di semak dari dua kali ganda jarak daripada biasanya.
TID_SPEC_ABI_AMBUSH_DESC,Serangan Piper melakukan <c00cc00><VALUE1></c> kerosakan tambahan (pada julat maksimum) apabila dia bersembunyi di dalam semak.
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,Super milik Tara membuka portal dimensi! Bayangan Tara muncul dan menyerang musuhnya.
TID_SPEC_ABI_TODO_DESC,Keupayaan khas tak tertakrif
TID_SPEC_ABI_SPEED_DESC,Kelajuan pergerakan Colt ditambah disebabkan sepasang but baharu licin.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,Dynamike boleh mengikut ombak letupannya untuk lompat melepasi halangan!
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Apabila Pam menyerang musuhnya dengan Ribut Sekerap, dia akan menyembuhkan nilai nyawa dirinya dan Brawler rakan berdekatan sebanyak <c00cc00><VALUE1></c>."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,Peluru Rico dari kedua-dua serangan dan Supernya akan dicas lampau oleh lantunan pertama dan melakukan +<c00cc00><VALUE1></c> kerosakan.
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,Musuh yang terperangkap di dalam Super El Primo akan terbakar sebanyak <c00cc00><VALUE1></c> selama 4 saat.
TID_SPEC_LAST_STAND_DESC,Poco memainkan Lagu Angsa apabila menghembuskan nafas terakhir. Nilai nyawa Brawler rakan di sekelilingnya akan pulih sebanyak <c00cc00><VALUE1></c>.
TID_SPEC_BURN_DESC,Impak serangan Brock akan menyebabkan kebakaran. Musuh di dalam kawasan itu akan mengalami <c00cc00><VALUE1></c> kerosakan setiap saat.
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Super Darryl mengukuhkan tongnya, mengurangkan semua kerosakan yang dialaminya sebanyak <c00cc00><VALUE2>%</c> selama <c00cc00><VALUE1></c> saat."
TID_SPEC_CRIPPLE_DESC,"Racun Crow menjerihkan musuh, menyebabkan kerosakan yang dilakukan berkurang sebanyak <c00cc00><VALUE1>%</c> apabila diracuni."
TID_SEASON_ENDED_NOTI,Musim telah tamat! Ganjaran musim sedang menanti anda.
TID_BATTLE_ROYALE_7,Masalah Berganda
TID_GAME_MODE_9,SHOWDOWN DUO
TID_GAME_MODE_9_COMBINED,SHOWDOWN
TID_GAME_MODE_9_DESC,"Menewaskan empat pasukan lain. Jika anda ditewaskan, anda akan diwujudkan semula selepas seketika jika rakan sepasukan anda masih hidup."
TID_WAVE_APPROACHING,Gelombang <number>
TID_TEAMS_LEFT,Baki Pasukan: <num>
TID_TEAM_MATE_RESPAWNING,Rakan sepasukan kembali dalam: <num>
TID_BOSS_APPROACHING,Gelombang <number>: <ccc0000>Robot Besar Sedang Mara!</c>
TID_COOP_2,Simpang Keluli
TID_BOSS_2,Kediaman Raja Cencorot
TID_BEAR_DAMAGE,kerosakan beruang
TID_BEAR_HEALTH,nilai nyawa beruang
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,dua sepasukan
TID_SPEC_ABI_PUSHBACK_SELF,Lompatan Dyna
TID_VIEW_PROFILE_BUTTON,Lihat Profil
TID_REPORT_PLAYER_BUTTON,LAPOR
TID_CHAT_REPORT_CONFIRMATION_TITLE,Laporkan <name>?
TID_CHAT_REPORT_CONFIRMATION,\n\nAnda pasti ingin melaporkan <name> atas kelakuan tidak wajar?
TID_PLAYER_ALREADY_REPORTED,Pemain ini telah dilaporkan!
TID_STARTER_PACK_4,Pek Tahap 35
TID_NEED_HERO,Tidak boleh beli kulit. Perlu buka kunci Brawler dahulu.
TID_EVENT_ENDING,<GAMEMODE> hampir berakhir!
TID_TEAM_DISPLAY_TITLE_CLAN,PASUKAN KELAB
TID_TEAM_DISPLAY_TITLE_FRIENDS,PASUKAN RAKAN
TID_TICKETS_REVEIVED,<AMOUNT> tiker acara diterima!
TID_TUTORIAL_12,"Kita dah dapat PERMATA, ayuh keluar dari sini!"
TID_NO_TARGET_HINT,Tiada target untuk TEMBAKAN BERTURUT-TURUT!
TID_CAN_NOT_AUTOSHOOT,Tiada TEMBAKAN BERTURUT-TURUT untuk Super ini.
TID_VS,LWN
TID_VS_SHOWDOWN,Setiap Brawler demi dirinya!
TID_HAS_LASER_BALL_HINT,Tidak boleh TEMBAKAN BERTURUT-TURUT ketika memegang bola.
TID_CLAN_RESPONSE_44,Gagal: Anda telah berada di dalam kelab
TID_SHOTGUN_GIRL_SHORT_DESC,PEJUANG
TID_GUNSLINGER_SHORT_DESC,PENEMBAK TEPAT
TID_BULL_DUDE_SHORT_DESC,BERAT
TID_ROCKET_GIRL_SHORT_DESC,PENEMBAK TEPAT
TID_TNT_DUDE_SHORT_DESC,PELEMPAR
TID_LUCHADOR_SHORT_DESC,BERAT
TID_TRICKSHOT_DUDE_SHORT_DESC,PENEMBAK TEPAT
TID_CACTUS_SHORT_DESC,PENEMBAK TEPAT
TID_BARKEEP_SHORT_DESC,PELEMPAR
TID_MECHANIC_SHORT_DESC,PEJUANG
TID_SHAMAN_SHORT_DESC,PEJUANG
TID_UNDERTAKER_SHORT_DESC,ASASIN PANTAS
TID_CROW_SHORT_DESC,ASASIN TOKSIK
TID_DEAD_MARIACHI_SHORT_DESC,PENYEMBUH
TID_BOW_DUDE_SHORT_DESC,PEJUANG
TID_SNIPER_SHORT_DESC,PENEMBAK TEPAT
TID_MINIGUN_DUDE_SHORT_DESC,PENYEMBUH
TID_BLACK_HOLE_SHORT_DESC,PENINJAU
TID_BARREL_BOT_SHORT_DESC,BERAT
TID_CLAN_INTRO_SUGGESTED_CLANS,KELAB TERBAIK UNTUK ANDA
TID_CLAN_INTRO_CREATE_TITLE,APA KATA BUAT YANG SENDIRI
TID_CLAN_INTRO_HEADER,KELAB
TID_CLAN_INFO_TITLE,INFO KELAB
TID_CLAN_INFO_NO_DESCRIPTION,TIADA PERIHALAN KELAB
TID_EVENT_POPUP_TITLE,JOM BERTEMPUR!
TID_GOLDRUSH_8,Dataran Nilam
TID_USE_AUTOFIRE_TUTORIAL,KETIK <ccc0033> kawalan merah</c> untuk tembak musuh terdekat.
TID_BRAWL_BOX_INFO_2,"Setiap Kotak Brawl mengandungi salah satu yang berikut: Brawler baharu, Mata Kuasa + Syiling, atau Kuasa Bintang. Tambahan itu, anda boleh dapat Gandaan Token atau Tiket Acara sebagai bonus.\n\nKebarangkalian ganjaran ialah:\n\nMata Kuasa + Syiling: <NUM1>%\nBrawler Jarang: <NUM2>%\nBrawler Superjarang: <NUM3>%\nBrawler Epik: <NUM4>%\nBrawler Mitos: <NUM5>%\nBrawler Legenda: <NUM6>%\nKuasa Bintang: <NUM7>%\n\nSelain itu, setiap cabutan memberi anda 25% peluang untuk mendapat Tiket Acara, 9% peluang mendapat Permata dan 3% peluang mendapat Gandaan Token. Sila ambil perhatian bahawa Kuasa Bintang hanya tersedia untuk Brawler yang telah mencapai tahap 9. Selepas anda membuka kunci semua ganjaran jenis tertentu, contohnya Brawler Jarang, kebarangkalian untuk mendapat semua ganjaran lain meningkat. Nasib: Bagi membuat pengalaman pembukaan Kotak Brawl lebih adil, terdapat satu sistem nasib yang mempengaruhi kebarangkalian Brawler Legenda. Bagi setiap cabutan yang tidak memberi anda Brawler baharu, nilai nasib anda meningkat, dan setiap kali anda mendapat Brawler baharu, nilai nasib anda menurun berdasarkan kenadiran Brawler yang anda dapat. Apabila nasib cukup baik, anda berpeluang tinggi untuk mendapat Brawler Legenda, manakala nilai nasib rendah bermaksud lebih sukar mendapat Brawler Legenda baharu. Kandungan Kotak Brawl awal ditentukan terlebih dahulu bagi memastikan permulaan yang adil bagi semua orang."
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,KUMPUL
TID_PAGE_FRIENDS_TITLE,RAKAN
TID_PAGE_FRIENDS_TITLE2,Bertempur dengan rakan anda!
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Sambung ke Facebook atau cari rakan di dalam permainan untuk bermain dengan mereka!
TID_PAGE_FRIENDS_NO_FRIENDS,Sambung ke Facebook atau cari rakan di dalam permainan untuk bermain dengan mereka!
TID_FRIENDS_TITLE,<COUNT> rakan
TID_FRIENDS_TAB_1,RAKAN
TID_FRIENDS_TAB_2,DISYORKAN
TID_FRIENDS_TAB_3,JEMPUTAN
TID_TOTAL,JUMLAH
TID_BRAWL_BOX_INFO_TITLE_2,MAKLUMAT KOTAK BRAWL
TID_BRAWL_BOX_INFO_TITLE_3,MAKLUMAT KOTAK MEGA
TID_BRAWL_BOX_INFO_3,"Satu Kotak Mega memberi anda ganjaran serupa dengan membuka sepuluh Kotak Brawl. Tetapi, Mata Kuasa diagihkan kepada bilangan Brawler lebih rendah.\n\nAnda mendapat sepuluh cabutan rawak, setiap satunya dengan kebarangkalian ganjaran ini:\n\nMata Kuasa + Syiling: <NUM1>%\nBrawler Jarang: <NUM2>%\nBrawler Superjarang: <NUM3>%\nBrawler Epik: <NUM4>%\nBrawler Mitos: <NUM5>%\nBrawler Legenda: <NUM6>%\nKuasa Bintang: <NUM7>%\n\nSelain itu, setiap cabutan memberi anda 25% peluang untuk mendapat Tiket Acara, 9% peluang mendapat Permata dan 3% peluang mendapat Gandaan Token. Sila ambil perhatian bahawa Kuasa Bintang hanya tersedia untuk Brawler yang telah mencapai tahap 9. Selepas anda membuka kunci semua ganjaran jenis tertentu, contohnya Brawler Jarang, kebarangkalian untuk mendapat semua ganjaran lain meningkat. Nasib: Bagi membuat pengalaman pembukaan Kotak Brawl lebih adil, terdapat satu sistem nasib yang mempengaruhi kebarangkalian Brawler Legenda. Bagi setiap cabutan yang tidak memberi anda Brawler baharu, nilai nasib anda meningkat, dan setiap kali anda mendapat Brawler baharu, nilai nasib anda menurun berdasarkan kenadiran Brawler yang anda dapat. Apabila nasib cukup baik, anda berpeluang tinggi untuk mendapat Brawler Legenda, manakala nilai nasib rendah bermaksud lebih sukar mendapat Brawler Legenda baharu. Cabutan awal ditentukan terlebih dahulu bagi memastikan permulaan yang adil bagi semua orang."
TID_HERO_BUNDLE_0,Rahsia Shelly
TID_HERO_BUNDLE_1,Sarung Pistol Colt
TID_HERO_BUNDLE_2,Beg Bull
TID_HERO_BUNDLE_3,Kotak Brock
TID_HERO_BUNDLE_4,Bank Ricochet
TID_HERO_BUNDLE_5,Jelapang Spike
TID_HERO_BUNDLE_6,Simpanan Barley
TID_HERO_BUNDLE_7,Barang Terpakai Jessie
TID_HERO_BUNDLE_8,Sarang Nita
TID_HERO_BUNDLE_9,Beg Galas Dynamike
TID_HERO_BUNDLE_10,Lokar El Primo
TID_HERO_BUNDLE_11,Tawaran Peti
TID_HERO_BUNDLE_12,Koleksi Crow
TID_HERO_BUNDLE_13,Kantung Poco
TID_HERO_BUNDLE_14,Pakej Bo
TID_HERO_BUNDLE_15,Dakapan Piper
TID_HERO_BUNDLE_16,Dompet Pam
TID_HERO_BUNDLE_17,Peti Tara
TID_HERO_BUNDLE_18,Tong Darryl
TID_OFFER_ALSO_INCLUDES,TAWARAN JUGA TERMASUK
TID_OFFER_VALUE_TITLE,NILAI
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,SERET <cff9900>kawalan kuning</c> untuk menyasar!
TID_HERO_STATS_TITLE,STATISTIK BRAWLER
TID_GATCHA_SCREEN_ITEMS_REMAINING,BAKI ITEM:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,BAKI BONUS:
TID_GATCHA_SCREEN_YOU_GOT,ANDA DAPAT:
TID_GATCHA_SCREEN_BONUSES,ITEM BONUS:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,BUKA KUNCI!
TID_HERO_LIST_ITEM_UPGRADE,NAIK TARAF
TID_SHOP_CLAMIMED,TELAH DITUNTUT
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Item ini telah dituntut.
TID_ONLINE,DALAM TALIAN:
TID_LEADERBOARD,PAPAN PEMIMPIN
TID_NOT_ENOUGH_TICKETS_INFO,\n\nAnda kehabisan tiket. Pergi ke kedai untuk mendapatkan lebih!
TID_HERO_LIST_NEW,BAHARU
TID_CLUSTER_BOMB_DUDE,PAPAN HOVER
TID_HAMMER_DUDE,FRANK
TID_HOLD_PHONE_LIKE_THIS,PEGANG PERANTI ANDA SEPERTI INI
TID_HINT_FINGER_TAP_TAP,KETIK! KETIK!
TID_HINT_FINGER_DRAG,SERET UNTUK MENYASAR
TID_MOVE_HERE,PERGI KE SINI
TID_HINT_HEADER,PETUA:
TID_HINT_0,Anda boleh KETIK <ccc0033>kawalan merah</c> untuk tembak pantas ke arah musuh terdekat.
TID_HINT_1,Anda boleh KETIK <cff9900>kawalan kuning</c> untuk tembak pantas Super anda ke arah musuh terdekat.
TID_HINT_2,Anda boleh SERET <ccc0033>kawalan merah</c> untuk MENYASARKAN tembakan anda.
TID_HINT_3,Anda boleh SERET <cff9900>kawalan kuning</c> untuk MENYASARKAN Super anda.
TID_HINT_4,Anda boleh batalkan tembakan yang telah disasarkan dengan menyeret kawan kembali ke tengah.
TID_HINT_5,"Pemadanan adalah berdasarkan trofi brawler yang anda main, memudahkan untuk mendapat trofi dengan Brawler yang baru dibuka kunci."
TID_HINT_6,Mendapat lebih Brawler membuatkannya lebih mudah untuk maju dalam jumlah trofi dan mendapat lebih ganjaran.
TID_HINT_7,"Semakin jauh tembakan Piper, semakin tinggi kerosakan ditimbul."
TID_HINT_8,Super Barley terutamanya kuat pada julat dekat sebab botol-botol akan mendarat di dalam satu kawasan kecil.
TID_HINT_9,"Setiap kali peluru Rico melantun, ia akan pergi lebih jauh."
TID_HINT_10,Anda boleh mengaktifkan <ccc0033>kawalan merah</c> di mana-mana saja pada sebelah kanan skrin untuk menembak.
TID_HINT_11,Kedua-dua serangan utama dan Super anda mempunyai dua mod tembakan: KETIK untuk TEMBAKAN BERTURUT-TURUT dan SERET untuk MENYASAR.
TID_HINT_12,Menyasarkan tembakan anda adalah bagus terhadap target bergerak.
TID_HINT_13,TEMBAKAN BERTURUT-TURUT adalah baik untuk tembakan reaksi pantas apabila anda tiada masa untuk menyasar.
TID_HINT_14,TEMBAKAN BERTURUT-TURUT berguna ke atas musuh dekat dengan anda.
TID_HINT_15,"Apabila anda bersembunyi di semak, musuh masih boleh nampak anda jika mereka berada cukup dekat."
TID_HINT_16,TEMBAKAN BERTURUT-TURUT tembak terus ke arah musuh terdekat dan tidak mempertimbangkan pergerakan musuh.
TID_HINT_17,Menyasarkan tembakan anda adalah bagus bagi menembak ke dalam semak untuk lihat jika ada musuh.
TID_HINT_18,TEMBAKAN BERTURUT-TURUT berguna ke atas musuh yang tidak bergerak.
TID_HINT_19,TEMBAKAN BERTURUT-TURUT berguna ke atas musuh yang bergerak terus ke arah atau jauhi anda.
TID_HINT_20,"Apabila anda berada di dalam semak, musuh boleh nampak anda jika anda menyerang atau menerima kerosakan."
TID_HINT_21,Anda boleh guna semak untuk menyembunyikan diri dari musuh.
TID_HINT_22,"Apabila anda guna TEMBAKAN BERTURUT-TURUT, ia akan menembak walaupun tiada musuh berada di dalam julat."
TID_VS_TUTORIAL,Kumpul semua <ce662f9>PERMATA</c>
TID_USE_MANUAL_FIRE_TUTORIAL,SERET <ccc0033>kawalan merah</c> untuk menyasar!
TID_TUTORIAL_GOOD_JOB_2,Syabas! <cff6633>BAR WARNA OREN</c> menunjukkan peluru anda. Saya akan muat semula secepat yang boleh!
TID_TUTORIAL_GOOD_JOB_3,Syabas! Menyerang musuh akan mengecas <cff9900>serangan SUPER</c>!
TID_TUTORIAL_GOOD_JOB_4,Syabas!
TID_SPECTATE_PLAYER_BUTTON,Tonton
TID_SPECTATE_FAILED,Gagal menonton
TID_ACCOUNT_DISABLED_TEXT,Akaun Dinyahdayakan
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Akaun ini telah dinyahdayakan kerana permintaan pemadaman dan tidak boleh dipulihkan.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Akaun ini telah dinyahdayakan kerana tiada aktiviti dan tidak boleh dipulihkan.
TID_ACCOUNT_DELETION_WARNING_TITLE,Amaran Pemadaman Akaun
TID_ACCOUNT_DELETION_WARNING_TEXT,"Menurut permintaan, akaun anda akan dipadamkan tidak lama lagi. Jika anda mengubah fikiran, hubungi Bantuan dan Sokongan secepat mungkin untuk membatalkan permintaan anda."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"Menurut permintaan, akaun anda akan dipadamkan tidak lama lagi. Jika anda mengubah fikiran, hubungi Bantuan dan Sokongan secepat mungkin untuk membatalkan permintaan anda."
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Anda telah berada di dalam kelab ini!
TID_CONFIRM_CHANGE_CLAN_TITLE,Tukar Kelab?
