TID,ES
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>En la pantalla final de la partida</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>Visionando una batalla</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>Realizando una práctica</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>Buscando rivales</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>EN EQUIPO</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>EN EQUIPO</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>EN EQUIPO</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>Luchando</c>
TID_FRIEND_STATUS_MENUS,En el menú
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,FORMA UN EQUIPO
TID_ONLINE_FRIENDS_POPUP_TITLE,JUGADORES EN LÍNEA
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,Ningún amigo ni miembro del club está en línea.
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,"No puedes invitar a amigos ni a miembros del club. Si has jugado con alguien espectacular, puedes añadirlo a tu lista."
TID_CLAN_CREATE_BUTTON,CREAR
TID_CLAN_SAVE_BUTTON,GUARDAR
TID_CLAN_CREATE_TITLE,CREAR UN NUEVO CLUB
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,Último acceso: <cf7f7f7>Hace menos de 1 h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,Último acceso: <cf7f7f7>Hace <HOURS> h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,Último acceso: <cf7f7f7>Hace <DAYS> d</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,Último acceso: <cf7f7f7>Más de un mes.</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>LUCHANDO</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>EN EL MENÚ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>EN EL MENÚ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>BUSCANDO RIVALES</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>EN EL MENÚ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>VISIONANDO UNA BATALLA</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>REALIZANDO UNA PRÁCTICA</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>EN EL MENÚ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>EN EL MENÚ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>EN EL MENÚ</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> miembros conectados
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> miembro conectado
TID_ALLIANCE_TYPE_OPEN,Abierto
TID_ALLIANCE_TYPE_INVITE_ONLY,Con invitación
TID_ALLIANCE_TYPE_CLOSED,Cerrado
TID_CLAN_SEARCH_TITLE,BUSCAR CLUBS
TID_CLAN_INTRO_AD_TITLE,¿BUSCAS UN CLUB?
TID_CLAN_INTRO_AD_DESC,¡Forma un equipo y chatea con otros!
TID_CLAN_INTRO_CREATE_GO,CREAR CLUB
TID_CLAN_INTRO_SEARCH_GO,BUSCAR CLUBS
TID_CLAN_INTRO_REFRESH,ACTUALIZAR
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,Necesitas <REQ> trofeos para unirte a este club y solo tienes <SCORE>.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,Este club está cerrado.
TID_STREAM_ENTRY_AGE,Hace <time>.
TID_ALLIANCE_ROLE_LEADER,Presidente
TID_ALLIANCE_ROLE_CO_LEADER,Vicepresidente
TID_ALLIANCE_ROLE_MEMBER,Miembro
TID_ALLIANCE_ROLE_ELDER,Veterano
TID_STREAM_SENDER_YOU,Tú
TID_GOLDRUSH_1,Mina rocosa
TID_BANKHEIST_1,Alijo bandolero
TID_WANTED_1,Ruinas del templo
TID_BATTLE_ROYALE_1,Arroyo Calavera
TID_GOLDRUSH_2,Caverna de cristales
TID_BANKHEIST_2,Cañón explosivo
TID_WANTED_2,Tierra de nadie
TID_BATTLE_ROYALE_2,Pedrusco chamuscado
TID_GOLDRUSH_3,Setas indiscretas
TID_BANKHEIST_3,Refugio
TID_WANTED_3,Fuerte de la muerte
TID_BATTLE_ROYALE_3,Castillos de ladrillo
TID_WANTED_4,Hiedra venenosa
TID_GOLDRUSH_4,Fuerte de la muerte
TID_WANTED_5,Claro cristalino
TID_GOLDRUSH_5,Cueva subterránea
TID_WANTED_6,Pradera traicionera
TID_WANTED_7,Tiroteo estelar
TID_GOLDRUSH_6,Fosa profunda
TID_GOLDRUSH_7,Caverna taciturna
TID_BATTLE_ROYALE_4,Todo o nada
TID_WANTED_8,Escondite
TID_BANKHEIST_4,G. G. Corral
TID_CLAN_MEMBERS_ONLINE,Miembros conectados: <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,Trofeos del club
TID_CLAN_SEARCH_OK,BUSCAR
TID_CLAN_INFO_NAME,NOMBRE DEL CLUB
TID_CLAN_INFO_BADGE,EMBLEMA
TID_CLAN_INFO_DESC,DESCRIPCIÓN
TID_CLAN_INFO_TOTAL_TROPHIES,TROFEOS DEL CLUB
TID_CLAN_INFO_TYPE,TIPO
TID_CLAN_INFO_TAG,ETIQUETA DEL CLUB
TID_CLAN_INFO_MIN_TROPHIES,TROFEOS NECESARIOS
TID_CLAN_INFO_LEAVE,ABANDONAR
TID_CLAN_INFO_SETTINGS,AJUSTES
TID_CLAN_INFO_JOIN,UNIRSE
TID_CLAN_INFO_MESSAGE,Mensaje
TID_CLAN_INFO_REQUEST_JOIN,Solicitud de unión
TID_CLAN_SEARCH_NO_RESULTS,No se encontraron clubs.
TID_CLAN_SEARCH_INITIAL,No hay resultados
TID_CLAN_INFO_MEMBERS,Miembros
TID_CLAN_INFO_SELECT_BADGE,EXPLORAR
TID_SELECT_BADGE,SELECCIONAR EMBLEMA
TID_ALLIANCE_CREATE_OK,Club creado
TID_CLAN_CHANGE_SETTINGS_TITLE,AJUSTES DEL CLUB
TID_TITLE_ALLIANCE,Información del club
TID_ALLIANCE_LEFT,Has abandonado el club.
TID_CLAN_MEMBER_DEMOTE,Degradar
TID_CLAN_MEMBER_PROMOTE,Ascender
TID_CLAN_MEMBER_KICK,Expulsar
TID_CLAN_MEMBER_VIEW_ALLIANCE,Ver club
TID_BUTTON_INVITE,INVITAR
TID_PLAYER_INFO_GOTO_CLAN,Ver club
TID_PLAYER_INFO_HEROES,Brawlers (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,Seleccionar icono
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,Este icono se desbloquea con un nivel <LEVEL> de experiencia.
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,Este icono se desbloquea al llegar a los <TROPHIES> trofeos.
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> victorias
TID_PLAYER_INFO_STATS_HEADER,ESTADÍSTICAS
TID_PLAYER_STAT_1,VICTORIAS 3 CONTRA 3
TID_PLAYER_STAT_4,MÁXIMO DE TROFEOS
TID_PLAYER_STAT_8,VICTORIAS EN SOLITARIO
TID_PLAYER_STAT_10,MEJOR COMO MEGABRAWLER
TID_PLAYER_STAT_9,MEJOR PELEA ROBÓTICA
TID_PLAYER_STAT_11,VICTORIAS A DÚO
TID_NO_CLAN,En ningún club
TID_ULTIMATE_NOT_READY,¡Ataca a los enemigos para recargar tu súper!
TID_CANT_ACTIVATE_ULTI,¡No es posible activar el súper tras una derrota!
TID_NAME_TOO_SHORT,Tu nombre es demasiado corto.
TID_ALLIANCE_JOINED,Te has unido a este club.
TID_COIN_RUSH_INTRO_TEXT,Atrapa 10 gemas para ganar
TID_BOUNTY_HUNTER_INTRO_TEXT,Derrota a otros brawlers para conseguir estrellas
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,Destroza la caja fuerte del enemigo
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,Destroza la caja fuerte del enemigo
TID_GO,BATALLA
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,ABANDONAR CLUB
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\n¿Seguro que quieres abandonar este club?
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,ABANDONAR
TID_ALLIANCE_PROMOTE_TITLE,Ascender
TID_ALLIANCE_PROMOTE_CONFIRMATION,¿Seguro que quieres ascender a <NAME> a <ROLE>?
TID_ALLIANCE_PROMOTE_BUTTON,Ascender
TID_ALLIANCE_KICK_TITLE,Expulsar
TID_ALLIANCE_KICK_CONFIRMATION,¿Seguro que quieres echar a <NAME> del club?
TID_ALLIANCE_KICK_BUTTON,Expulsar
TID_ALLIANCE_DEMOTE_TITLE,Degradar
TID_ALLIANCE_DEMOTE_CONFIRMATION,¿Seguro que quieres degradar a <NAME> a <ROLE>?
TID_ALLIANCE_DEMOTE_BUTTON,Degradar
TID_CLAN_RESPONSE_10,Ajustes guardados
TID_CLAN_RESPONSE_20,Club creado
TID_CLAN_RESPONSE_21,¡No se ha podido crear el club! Vuelve a intentarlo más tarde.
TID_CLAN_RESPONSE_22,¡Nombre no aceptado!
TID_CLAN_RESPONSE_23,¡Descripción no aceptada!
TID_CLAN_RESPONSE_24,El nombre es demasiado corto.
TID_CLAN_RESPONSE_40,Te has unido a este club.
TID_CLAN_RESPONSE_42,No te puedes unir a este club porque está lleno.
TID_CLAN_RESPONSE_43,No te puedes unir a este club porque no es abierto.
TID_CLAN_RESPONSE_45,No te puedes unir a este club porque no tienes trofeos suficientes.
TID_CLAN_RESPONSE_46,No te puedes unir a este club porque ya te han expulsado o han rechazado tu solicitud de unión.
TID_CLAN_RESPONSE_47,No te puedes unir a este club porque ya te has unido a muchos hoy. Tendrás que esperar.
TID_CLAN_RESPONSE_48,No te puedes unir a un club de otra región.
TID_CLAN_RESPONSE_50,Solicitud de unión enviada.
TID_CLAN_RESPONSE_51,No te puedes unir a este club porque ya no es abierto.
TID_CLAN_RESPONSE_52,No te puedes unir porque ya has enviado una solicitud a este club.
TID_CLAN_RESPONSE_53,No te puedes unir a este club porque no tienes suficientes trofeos.
TID_CLAN_RESPONSE_54,No te puedes unir a este club porque ya te han expulsado o han rechazado tu solicitud de unión.
TID_CLAN_RESPONSE_55,No te puedes unir a un club de otra región.
TID_CLAN_RESPONSE_70,Persona expulsada
TID_CLAN_RESPONSE_80,Has abandonado el club.
TID_CLAN_RESPONSE_81,Persona ascendida
TID_CLAN_RESPONSE_82,Persona degradada
TID_CLAN_RESPONSE_90,Persona aceptada
TID_CLAN_RESPONSE_91,Persona rechazada
TID_CLAN_RESPONSE_92,Esta persona ya está en un club.
TID_CLAN_RESPONSE_93,No se puede encontrar la solicitud.
TID_CLAN_RESPONSE_94,Ya se ha respondido a esta solicitud.
TID_CLAN_RESPONSE_95,No puedes responder a esta solicitud.
TID_CLAN_RESPONSE_96,Esta persona ha sido vetada en este club.
TID_CLAN_RESPONSE_100,Te han expulsado de un club.
TID_CLAN_RESPONSE_101,Te han ascendido.
TID_CLAN_RESPONSE_102,Te han degradado.
TID_CLAN_NO_RIGHTS,No puedes realizar esta acción.
TID_ALLIANCE_NAME_TOO_SHORT,El nombre del club es demasiado corto.
TID_CLAN_JOIN_REQUEST_TITLE,Solicitud de unión a club
TID_CLAN_JOIN_REQUEST_SEND,Enviar
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,Me gustaría unirme a este club...
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,¿Aceptar a esta persona en el club?
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,Aceptar
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,Rechazar
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,Aceptado por <name>
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,Rechazado por <name>
TID_HINT_DRAG_TO_AIM,Arrastra para apuntar
TID_HINT_RELEASE_TO_SHOOT,Suelta para disparar
TID_HINT_ACTIVATE_ULTI,Arrastra el <cff9900>control amarillo</c> para apuntar tu súper.
TID_HINT_DRAG_TO_ULTI,¡Arrastra para apuntar tu súper y suelta para activarlo!
TID_HINT_COLLECT_GOLD,Los brawlers perderán sus <ce662f9>gemas</c> al ser eliminados.
TID_HINT_HOLD_GOLD,¡Que no te quiten las <ce662f9>gemas</c>!
TID_HINT_GO_AFTER_ENEMY,¡Persigue al enemigo!
TID_HINT_ATTACK_BASE,¡Destroza la caja fuerte del enemigo y protege la tuya!
TID_HINT_DEFEND_BASE,¡Destroza la caja fuerte del enemigo y protege la tuya!
TID_HINT_SHOOT_ENEMIES,¡Derrota a tus enemigos para conseguir estrellas!
TID_HINT_YOU_ARE_WINNING,Tu equipo está ganando. ¡Defiende!
TID_HINT_YOU_ARE_LOSING,Tu equipo está perdiendo. ¡Ataca!
TID_HINT_TAP_TO_MOVE,Toca para moverte.\nMuévete con tu equipo.
TID_BOUNTY_2,Cuidado: ¡Ahora vales mucho!
TID_BOUNTY_3,Cuidado: ¡Ahora vales muchísimo!
TID_BOUNTY_4,¡Se busca vivo o muerto!
TID_NO_CLAN_TITLE,Buscar un club
TID_NO_CLAN_BODY,¡Únete a un club para chatear y jugar con otras personas!
TID_NO_CLAN_SUGGESTIONS,Clubs recomendados para ti
TID_NO_CLAN_RESULTS,Resultados de búsqueda
TID_NO_CLAN_EMPTY,No hay clubs recomendados.
TID_NO_CLAN_WAITING_FOR_DATA,Esperando datos...
TID_CONNECTING_TO_SERVER,Conectando al servidor...
TID_TEAM_ADVERTISE,ANUNCIAR
TID_TEAM_AD_BUTTON_SUBLABEL_CLAN,al club
TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS,a amigos
TID_TEAM_AD_INFO_0,Buscando jugadores para una partida en equipo.
TID_TEAM_AD_JOIN,Unirse al equipo
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM,No puedes unirte porque ya estás en un equipo.
TID_TEAM_MEMBER_STATUS_0,<c999999>DESCONECTADO</c>
TID_TEAM_MEMBER_STATUS_1,<cff1e00>LUCHANDO</c>
TID_TEAM_MEMBER_STATUS_2,<c006cff>NO DISPONIBLE</c>
TID_TEAM_MEMBER_STATUS_3,<c999999>NO LISTO</c>
TID_TEAM_MEMBER_STATUS_4,<cff1e00>BUSCANDO RIVALES</c>
TID_TEAM_MEMBER_STATUS_5,<cff1e00>EN LA PANTALLA FINAL</c>
TID_TEAM_MEMBER_STATUS_6,<c999999>DESCONECTADO</c>
TID_TEAM_MEMBER_STATUS_7,<cff1e00>VISIONANDO UNA BATALLA</c>
TID_TEAM_MEMBER_STATUS_8,<cff1e00>REALIZANDO UNA PRÁCTICA</c>
TID_TEAM_MEMBER_STATUS_9,<c999999>ESCRIBIENDO...</c>
TID_TEAM_MEMBER_STATUS_10,<c999999>BRAWLERS</c>
TID_TEAM_MEMBER_STATUS_11,<c999999>EVENTOS</c>
TID_TEAM_MEMBER_STATUS_READY,<c2edd1b>LISTO</c>
TID_TEAM_STATUS_IN_MATCH,LUCHANDO
TID_TEAM_STATUS_IN_MATCHMAKING,BUSCANDO RIVALES
TID_TEAM_STATUS_FULL,<cff1e00>LLENO</c>
TID_TEAM_STATUS_WAITING_FOR_PLAYERS,ABIERTO
TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE,Únete a un club para usar esta función.
TID_TEAM_AD_POST_FAIL_NO_FRIENDS,Necesitas amigos para usar esta función.
TID_TEAM_AD_POST_FAIL_TEAM_FULL,No puedes anunciarlo porque el equipo ya está completo.
TID_TEAM_AD_POST_FAIL_NOT_CRETOR,Necesitas haber creado el club para hacerlo.
TID_TEAM_LOC_INFO,<MODE> en <LOC>
TID_TEAM_DISPLAY_TITLE_EVENT,EQUIPOS
TID_STREAM_EVENT_1,<sender> ha expulsado a <target> del club. ¡Hasta la vista!
TID_STREAM_EVENT_2,<sender> ha aceptado a <target> en el club. ¡Disfruta!
TID_STREAM_EVENT_3,<sender> se ha unido al club. ¡Disfruta!
TID_STREAM_EVENT_4,<sender> ha abandonado el club. ¡Hasta la vista!
TID_STREAM_EVENT_5,<sender> ha ascendido a <target>. ¡Enhorabuena!
TID_STREAM_EVENT_6,¡No es nada personal! <sender> ha degradado a <target>.
TID_STREAM_EVENT_101,<sender> ha creado el equipo.
TID_STREAM_EVENT_102,<sender> se ha unido.
TID_STREAM_EVENT_103,<sender> ha abandonado el equipo.
TID_STREAM_EVENT_104,<sender> ha expulsado a <target>. ¡Hasta la vista!
TID_STREAM_EVENT_105,El emparejamiento ha comenzado.
TID_STREAM_EVENT_106,El emparejamiento se ha cancelado.
TID_STREAM_EVENT_107,La partida ha comenzado.
TID_STREAM_EVENT_108,Partida ganada
TID_STREAM_EVENT_109,Partida perdida
TID_STREAM_EVENT_110,La práctica ha comenzado.
TID_STREAM_EVENT_111,La práctica ha terminado.
TID_STREAM_EVENT_112,Partida empatada
TID_STREAM_EVENT_113,Ha terminado la partida de Supervivencia.
TID_CHAT_BOTTOM_BUTTON,Bajar
TID_CHAT_BOTTOM_NEW_MESSAGES,¡<count> mensajes nuevos!
TID_CHAT_BOTTOM_NEW_MESSAGE,¡Nuevo mensaje!
TID_HERO_INFO_UPGRADE_TITLE,<c<COLOR>><NAME></c>
TID_HERO_INFO_UPGRADE_INFO,Mejora al nivel <LVL>
TID_HERO_INFO_ITEMS,MEJORAS
TID_HERO_INFO_SKINS,BRAWLER
TID_HERO_INFO_SKIN_OWNED,Ya tienes este aspecto.
TID_HERO_INFO_SKIN_ACTIVE,SELECCIONADO
TID_HERO_INFO_SKIN_ACTIVATE,SELECCIONAR
TID_HERO_INFO_LEADERBOARD,Clasificación
TID_HERO_INFO_LEADERBOARD_LABEL,Mejores jugadores de <HERO>
TID_HERO_INFO_ABILITY_POWER,<BASEPOW>
TID_HERO_INFO_ABILITY_POWER_UPG,<BASEPOW> <c00ff00>+<UPGPOW></c>
TID_CLAN_SEARCH_GO,BUSCAR
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL,¡Arrastra para apuntar el súper!
TID_HINT_SHOOT,Arrastra para apuntar y suelta para activar.
TID_HERO_SCORE_SUM_LEADERBOARD,Mejores jugadores
TID_ALLIANCE_LEADERBOARD,Mejores clubs
TID_HINT_MAKE_GOAL,Arrastra para apuntar y suelta para darle una patada a la pelota.
TID_BATTLE_ROYALE_INTRO_TEXT,¡Sálvese quien pueda!
TID_HINT_COLLECT_BUFFS,Recoge <c50d050>cubos de fuerza</c> de las cajas\ny de los enemigos para ser más fuerte.
TID_PLAYERS_LEFT,Brawlers restantes: <num>
TID_AVOID_POISON,¡Aléjate de las <c90ee90>nubes venenosas</c>!
TID_CLAN_CREATE_COOLDOWN,Todavía no puedes crear un club. Vuelve a intentarlo dentro de <TIME>.
TID_CLAN_CREATE_XP_LEVEL_REQUIRED,Necesitas un nivel <LEVEL> de experiencia para crear un club.
TID_PLAYER_DATA_MISSING,Datos del jugador no disponibles
TID_ALLIANCE_DATA_MISSING,Datos del club no disponibles
TID_BATTLE_END_PLAYER_NAME_YOU,<c00ff00><NAME></c>
TID_BATTLE_END_PLAYER_NAME_OTHER,<NAME>
TID_RECHARGE_HINT,¡Espera a que tu munición se recargue!
TID_EVENT_EXPIRED,Evento caducado
TID_DOUBLE_COINS_INFO,Lucha aquí para conseguir el doble de fichas.
TID_DOUBLE_XP_INFO,Lucha aquí para conseguir el doble de experiencia.
TID_SETTINGS_TITLE,AJUSTES
TID_SETTINGS_CONTROL_MODE_TITLE,MODO DE CONTROL
TID_SETTINGS_CONTROL_MODE_VALUE_0,Toca para moverte
TID_SETTINGS_CONTROL_MODE_INFO_0,Toca el lugar donde quieres que se mueva tu brawler. Arrastra para apuntar y suelta para activar el ataque.
TID_SETTINGS_CONTROL_MODE_VALUE_1,Joystick (para diestros)
TID_SETTINGS_CONTROL_MODE_INFO_1,Muévete con un joystick virtual en la esquina inferior izquierda. Toca un objetivo para disparar.
TID_SETTINGS_CONTROL_MODE_VALUE_2,Joystick (para zurdos)
TID_SETTINGS_CONTROL_MODE_INFO_2,Muévete con un joystick virtual en la esquina inferior derecha. Toca un objetivo para disparar.
TID_CHANGE_NAME_TITLE,CAMBIAR NOMBRE
TID_SETTINGS_PLAYERNAME_CURRENT,Nombre actual:
TID_SETTINGS_PLAYERNAME_ENTERNEW,Introduce tu nuevo nombre:
TID_ERROR_NAMES_DONT_MATCH,Los nombres no coinciden. Inténtalo de nuevo.
TID_CONTINUE,Continuar
TID_NAMECHANGE_WARNING,AVISO: Solo puedes cambiar de nombre una vez.
TID_CONFIRM,Confirmar
TID_INVALID_NAME,¡Nombre incorrecto! Prueba con otro.
TID_SETTINGS_PLAYERNAME_REENTERNEW,Vuelve a introducir el nombre:
TID_NAME_ALREADY_CHANGED,Solo se puede cambiar de nombre una vez.
TID_NAME_CHANGE_ALREADY_USED,Ya has cambiado de nombre una vez.
TID_NAME_CHANGED_SUCCESS,¡Has cambiado de nombre!
TID_NAME_CHANGE_IN_PROGRESS,No puedes cambiar de nombre. Ya hay un cambio de nombre en curso.
TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW,Puedes cambiar de nombre con un nivel <level> de experiencia.
TID_CONFIRM_CONFIRM,Escribe \q<confirmword>\q y pulsa el botón Vale para completar la acción.
TID_CONFIRM_WORD,CONFIRMAR
TID_SETTINGS_PLAYERNAME_CONFIRM_NEW,¿Seguro que quieres cambiar de nombre?\nTu nuevo nombre será:
TID_BUTTON_CONFIRM,Vale
TID_EVENTS_TIME,<cFFFFFF><TIME></c>
TID_EVENTS_TEASER_TIME,<TIME>
TID_EVENTS_TIME_ENDING,<cFFFF00><TIME></c>
TID_EVENTS_TIME_ENDING_SOON,<cff0000><TIME></c>
TID_EVENTS_NEXT_EVENT_STARTING_AT,Próximo evento dentro de
TID_EVENTS_TIME_LEFT,Tiempo restante
TID_EVENTS_NEW,¡NUEVO!
TID_EVENTS_FREE_REWARD,<AMOUNT>
TID_EVENTS_XP_CAP_REACHED,Ya no puedes adquirir más experiencia.
TID_EVENTS_EVENT_LOCKED,BLOQUEADO
TID_EVENTS_TROPHY_REQ,Alcanza <c00ffff><COUNT></c> trofeos para desbloquear.
TID_GAME_STARTING,Va a comenzar una partida en <LOCATION>. ¡Únete!
TID_WEEKEND_EVENT,Evento con doble de experiencia
TID_PLAYER_KILLED_SOMEONE,<name>
TID_SHOP_WELCOME_TITLE,¡ESTA ES LA TIENDA!
TID_SHOP_WELCOME,Desbloquearás nuevas secciones de la tienda a medida que avances.\n\n¡No te pierdas las ofertas especiales!
TID_SHOP_SPECIAL_OFFER,OFERTA ESPECIAL
TID_SHOP_COIN_BOOSTERS,POTENCIADORES
TID_SHOP_GEM_PACKS,LOTES DE GEMAS
TID_SHOP_PURCHASED,Comprado
TID_SHOP_OBTAINED,Adquirido
TID_SHOP_INVALIDATED,Caducado
TID_SHOP_ACTIVE,Activo
TID_SHOP_DOUBLE_COINS_TITLE,DUPLICADOR DE FICHAS
TID_SHOP_DOUBLE_COINS_INFO,Duplica las próximas
TID_SHOP_DOUBLE_COINS_INFO_2,que ganes en las batallas.
TID_SHOP_DOUBLE_COINS_INFO_COMBINED,Duplica las próximas <AMOUNT> fichas que ganes en las batallas.
TID_SHOP_DOUBLE_COINS_COINS_REMAINING,Fichas restantes:
TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2,¡Necesitas más gemas!
TID_SHOP_OFFER_PURCHASE_ERROR_3,¡Ya has comprado esta oferta!
TID_SHOP_OFFER_PURCHASE_ERROR_4,No puedes comprar esta oferta porque ya tienes al menos uno de los artículos.
TID_SHOP_OFFER_TITLE,Oferta por tiempo limitado
TID_SHOP_GEM_PACK_1_TITLE,Puñado de gemas
TID_SHOP_GEM_PACK_2_TITLE,Bolsa de gemas
TID_SHOP_GEM_PACK_3_TITLE,Mochila de gemas
TID_SHOP_GEM_PACK_4_TITLE,Cubo de gemas
TID_SHOP_GEM_PACK_5_TITLE,Caja de gemas
TID_SHOP_GEM_PACK_6_TITLE,Botín de gemas
TID_SHOP_HEROES_OF_RARITY,BRAWLERS GARANTIZADOS
TID_SHOP_HERO_OF_RARITY_TITLE,<c<COLOR>>BRAWLER <NAME></c>
TID_SHOP_HERO_OF_RARITY_BOX,Caja de brawler
TID_SHOP_HERO_POWER_TITLE,<cffffff>+<AMOUNT></c> DE FUERZA
TID_SHOP_GATCHA_BOXES,CAJAS
TID_SHOP_GATCHA_BOX_1,CAJA GRANDE
TID_SHOP_GATCHA_BOX_2,CAJA BRAWL
TID_SHOP_GATCHA_BOX_3,MEGACAJA
TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3,Ya no puedes comprar más cajas por hoy.
TID_SHOP_TICKETS,TIQUES DE EVENTOS
TID_SHOP_TICKET_PACK_0,Lote de tiques
TID_SHOP_TICKET_PACK_1,Montón de tiques
TID_SHOP_TICKET_PACK_2,Rollo de tiques
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,LOTES DE MONEDAS
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0,Puñado de monedas
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1,Bolsa de monedas
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2,Saco de monedas
TID_HERO_LVL_MATERIAL_RECEIVED,<AMOUNT> monedas compradas
TID_SHOP_DAILY_OFFERS,OFERTAS DIARIAS
TID_SHOP_FREE,GRATIS
TID_SHOP_CLAIM,RECLAMAR
TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN,<TIME>
TID_SHOP_TICKETS_AVAILABLE_FOR,<TIME>
TID_SHOP_DISCOUNT,-<AMOUNT> %
TID_SHOP_OFFER_TITLE_0,CAJA GRATIS
TID_SHOP_OFFER_TITLE_1,MONEDAS
TID_SHOP_OFFER_TITLE_6,CAJA BRAWL
TID_SHOP_OFFER_TITLE_7,TIQUES
TID_SHOP_OFFER_TITLE_8,PUNTOS DE FUERZA
TID_SHOP_OFFER_TITLE_9,DUPLICADOR DE FICHAS
TID_SHOP_OFFER_TITLE_10,MEGACAJA
TID_SHOP_OFFER_TITLE_12,PUNTOS DE FUERZA
TID_SHOP_OFFER_TITLE_14,CAJA GRANDE
TID_SHOP_OFFER_TITLE_15,CAJA BRAWL
TID_SHOP_OFFER_TITLE_16,GEMAS
TID_SHOP_OFFER_DESC_GOLD,Las monedas sirven para mejorar a los brawlers.
TID_SHOP_OFFER_ANY_BRAWLER,PARA CUALQUIER\nBRAWLER
TID_PURCHASE_OFFER_POPUP_TITLE,Confirmar compra
TID_PURCHASE_OFFER_POPUP_TITLE_FREE,Recompensa gratuita
TID_SHOP_OFFER_NEW_HERO_LABEL,NUEVO BRAWLER
TID_SHOP_OFFER_NEW_SKIN_LABEL,NUEVO ASPECTO
TID_SHOP_OFFER_HERO_POWER_TITLE,PUNTOS DE FUERZA
TID_SHOP_TICKET_PURCHASE_ERROR_4,Solo se puede comprar un lote por evento.
TID_SHOP_OFFER_NEW,NUEVO
TID_GATCHA_BOX_TITLE_2,CAJA BRAWL
TID_GATCHA_BOX_TITLE_3,MEGACAJA
TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL,NUEVO BRAWLER
TID_GATCHA_BOX_INFO_2,"Contiene un nuevo brawler, una habilidad estelar o monedas, y puntos de fuerza para dos brawlers. Algunas cajas contienen tiques de eventos extra o un duplicador de fichas."
