TID,FI
TID_SPEC_ABI_CACTUS_HEAL_DESC,Supervoimaansa käytettyään Spike paranee <c00cc00><VALUE1></c> elinvoimapistettä sekunnissa jäämällä superin vaikutusalueelle.
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,Barley saa takaisin <c00cc00><VALUE1></c> elinvoimapistettä jokaisesta perushyökkäyksestä.
TID_SPEC_ABI_REPAIR_TURRET_DESC,Jessie voi palauttaa tykkitornilleen <c00cc00><VALUE1></c> sen puuttuvasta elinvoimasta näpäyttämällä sitä hyökkäyksellään.
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Nita saa takaisin <c00cc00><VALUE1></c> elinvoimapistettä aina, kun hänen karhunsa lyö vastustajaa. Kun Nita tekee vahinkoa, hänen karhunsa saa <c00cc00><VALUE2></c> elinvoimapistettä."
TID_SPEC_ABI_STEAL_SOULS_DESC,Mortis saa takaisin <c00cc00><VALUE1></c> elinvoimapistettä keräämällä elinvoimaa tyrmäämiltään rämäpäiltä.
TID_SPEC_SPOT_FROM_AIR_DESC,Supervoimaansa käyttämällä Crow voi nähdä piiloutuneet vastustajat ilmasta käsin. Joukkuekaveritkin pääsevät näkemään vastustajat!
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Kun Pocon hyökkäys osuu oman joukkueen rämäpäihin, heille palautuu <c00cc00><VALUE1></c> elinvoimapistettä."
TID_SPEC_ABI_SPOT_DESC,Haukankatseellaan Bo erottaa puskissa piileksivät vastustajat tuplasti tavallista kauempaa.
TID_SPEC_ABI_AMBUSH_DESC,"Piperin hyökkäys tekee <c00cc00><VALUE1></c> pistettä enemmän tuhoa maksimikantomatkalla, kun hän on piilossa pensaassa."
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,"Taran supervoima synnyttää mustan aukon, ja Taran hämärä kaksoisolento ilmestyy avustamaan hyökkäyksessä."
TID_SPEC_ABI_TODO_DESC,Määrittämätön erikoistaito
TID_SPEC_ABI_SPEED_DESC,Uudet sukkelat saappaat lisäävät Coltin liikkumisnopeutta.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,Dynamike voi ratsastaa räjähteidensä paineaallolla esteiden yli.
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Kun Pam osuu vastustajiin romumyrskyllään, hän parantaa itseään ja lähellään olevia oman joukkueen rämäpäitä <c00cc00><VALUE1></c> elinvoimapisteen verran."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,Ricon hyökkäyksen ja superin luodit saavat lisäpuhtia ensimmäisestä pompustaan. Kimmonneet luodit tekevät <c00cc00><VALUE1></c> pisteen verran enemmän tuhoa!
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,"Vastustajat, jotka kohtaavat El Primon superin, saavat palovahinkoa <c00cc00><VALUE1></c> verran 4 sekunnin aikana."
TID_SPEC_LAST_STAND_DESC,Poco soittaa joutsenlaulunsa tyrmäyksen hetkellä. Lähellä olevat oman joukkueen rämäpäät paranevat <c00cc00><VALUE1></c> elinvoimapistettä!
TID_SPEC_BURN_DESC,Brockin pamaus sytyttää maan tuleen. Vaikutusalueella olevat vastustajat kärsivät <c00cc00><VALUE1></c> pisteen verran vahinkoa sekunnissa!
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Darrylin supervoima vahvistaa hänen tynnyriään, ja hän kärsii <c00cc00><VALUE2> %</c> vähemmän vahinkoa <c00cc00><VALUE1></c> sekunnin ajan."
TID_SPEC_CRIPPLE_DESC,"Crow'n myrkky heikentää vastustajia, jotka aiheuttavat <c00cc00><VALUE1> %</c> vähemmän tuhoa myrkytettyinä."
TID_SEASON_ENDED_NOTI,Kausi on päättynyt! Kausipalkinnot odottavat sinua!
TID_BATTLE_ROYALE_7,Kaksin kamalampi
TID_GAME_MODE_9,KAKSINPELISELKKAUS
TID_GAME_MODE_9_COMBINED,SELKKAUS
TID_GAME_MODE_9_DESC,"Kukista neljä muuta joukkuetta. Jos sinut tyrmätään, saat uuden mahdollisuuden hetken kuluttua, jos joukkuekaverisi on vielä hengissä."
TID_WAVE_APPROACHING,<number>. aalto
TID_TEAMS_LEFT,Joukkueita jäljellä: <num>
TID_TEAM_MATE_RESPAWNING,Joukkuekaveri takaisin: <num>
TID_BOSS_APPROACHING,<number>. aalto: <ccc0000>iso robotti tulossa!</c>
TID_COOP_2,Teräsristeys
TID_BOSS_2,Myyräkuninkaan sali
TID_BEAR_DAMAGE,Karhun tuhovoima
TID_BEAR_HEALTH,Karhun elinvoima
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,Kahden pelaajan joukkueet
TID_SPEC_ABI_PUSHBACK_SELF,Räjähtävä hyppy
TID_VIEW_PROFILE_BUTTON,Katsele profiilia
TID_REPORT_PLAYER_BUTTON,ILMIANNA
TID_CHAT_REPORT_CONFIRMATION_TITLE,Haluatko ilmiantaa pelaajan <name>?
TID_CHAT_REPORT_CONFIRMATION,\n\nHaluatko varmasti ilmiantaa pelaajan <name> epäasiallisesta käytöksestä?
TID_PLAYER_ALREADY_REPORTED,Tämä pelaaja on jo ilmiannettu!
TID_STARTER_PACK_4,Tason 35 paketti
TID_NEED_HERO,Asua ei voi vielä ostaa. Avaa ensin rämäpää.
TID_EVENT_ENDING,<GAMEMODE> päättyy pian!
TID_TEAM_DISPLAY_TITLE_CLAN,JENGIJOUKKUEET
TID_TEAM_DISPLAY_TITLE_FRIENDS,KAVERIJOUKKUEET
TID_TICKETS_REVEIVED,<AMOUNT> tapahtumalippua vastaanotettu!
TID_TUTORIAL_12,Saimme jalokivet. Mennään ulos täältä!
TID_NO_TARGET_HINT,Pikatulitukselle ei löydy kohdetta!
TID_CAN_NOT_AUTOSHOOT,Tälle supervoimalle ei ole saatavilla pikatulitusta.
TID_VS,vs
TID_VS_SHOWDOWN,Jokainen vastaa vain itsestään!
TID_HAS_LASER_BALL_HINT,"Et voi käyttää pikatulitusta, kun kuljetat palloa."
TID_CLAN_RESPONSE_44,Liittyminen epäonnistui: olet jo jengin jäsen.
TID_SHOTGUN_GIRL_SHORT_DESC,TAISTELIJA
TID_GUNSLINGER_SHORT_DESC,TARKKA-AMPUJA
TID_BULL_DUDE_SHORT_DESC,RASKASSARJALAINEN
TID_ROCKET_GIRL_SHORT_DESC,TARKKA-AMPUJA
TID_TNT_DUDE_SHORT_DESC,HEITTELIJÄ
TID_LUCHADOR_SHORT_DESC,RASKASSARJALAINEN
TID_TRICKSHOT_DUDE_SHORT_DESC,TARKKA-AMPUJA
TID_CACTUS_SHORT_DESC,TARKKA-AMPUJA
TID_BARKEEP_SHORT_DESC,HEITTELIJÄ
TID_MECHANIC_SHORT_DESC,TAISTELIJA
TID_SHAMAN_SHORT_DESC,TAISTELIJA
TID_UNDERTAKER_SHORT_DESC,VIKKELÄ SALAMURHAAJA
TID_CROW_SHORT_DESC,MYRKYLLINEN SALAMURHAAJA
TID_DEAD_MARIACHI_SHORT_DESC,PARANTAJA
TID_BOW_DUDE_SHORT_DESC,TAISTELIJA
TID_SNIPER_SHORT_DESC,TARKKA-AMPUJA
TID_MINIGUN_DUDE_SHORT_DESC,PARANTAJA
TID_BLACK_HOLE_SHORT_DESC,HARHAUTTAJA
TID_BARREL_BOT_SHORT_DESC,RASKASSARJALAINEN
TID_CLAN_INTRO_SUGGESTED_CLANS,SINULLE SOPIVIMMAT JENGIT
TID_CLAN_INTRO_CREATE_TITLE,MITÄPÄ JOS LOISIT OMASI?
TID_CLAN_INTRO_HEADER,JENGIT
TID_CLAN_INFO_TITLE,JENGIN TIEDOT
TID_CLAN_INFO_NO_DESCRIPTION,EI KUVAUSTA
TID_EVENT_POPUP_TITLE,LÄHDETÄÄN OTTELUUN!
TID_GOLDRUSH_8,Safiiritasangot
TID_USE_AUTOFIRE_TUTORIAL,"Napauta <ccc0033>punaista ohjainta</c>, kun haluat ampua lähintä vastustajaa!"
TID_BRAWL_BOX_INFO_2,"Jokaisessa rähinälippaassa on joko uusi rämäpää, tehopisteitä ja kolikoita, tai tähtivoima. Lisäksi voit saada bonuksena poletintuplaajia tai pääsylippuja tapahtumiin.\n\nPalkintotodennäköisyydet ovat:\n\ntehopisteitä ja kolikoita : <NUM1> %\nharvinainen rämäpää : <NUM2> %\nsuperharvinainen rämäpää : <NUM3> %\neeppinen rämäpää : <NUM4> %\nmyyttinen rämäpää : <NUM5> %\nlegendaarinen rämäpää : <NUM6> %\ntähtivoima : <NUM7> %\n\nLisäksi jokainen kerta antaa sinulle 25 % mahdollisuuden saada tapahtumalippuja, 9 % mahdollisuuden saada jalokiviä ja 3 % mahdollisuuden saada poletintuplaaja. Huomaathan, että tähtivoimia voivat saada vain rämäpäät, jotka ovat jo tasolla 9. Kun olet avannut kaikki tietynlaiset palkinnot, kuten harvinaiset rämäpäät, mahdollisuus muihin palkintoihin kasvaa. Jotta rähinälippaiden avaaminen olisi reilumpaa, on olemassa tuurisysteemi, joka vaikuttaa legendaaristen rämäpäiden todennäköisyyteen. Jokainen arvonta, jossa et saa uutta rämäpäätä, kasvattaa tuurikerrointasi. Vastaavasti jokainen kerta, kun saat uuden rämäpään, tuurikertoimesi pienenee riippuen saamasi rämäpään harvinaisuudesta. Kun tuurikerroin on tarpeeksi korkea, sinulla on suurempi mahdollisuus saada legendaarinen rämäpää, ja alhaisella tuurikertoimella legendaarisen rämäpään saaminen on vaikeampaa. Ensimmäisten rähinälippaiden sisältö on määrätty ennalta, jotta kaikki saisivat reilun aloituksen."
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,KERÄÄ
TID_PAGE_FRIENDS_TITLE,KAVERIT
TID_PAGE_FRIENDS_TITLE2,Ottele kavereidesi kanssa!
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Kirjaudu Facebookiin tai etsi pelikavereita pelistä!
TID_PAGE_FRIENDS_NO_FRIENDS,Kirjaudu Facebookiin tai etsi pelikavereita pelistä!
TID_FRIENDS_TITLE,<COUNT> kaveria
TID_FRIENDS_TAB_1,KAVERIT
TID_FRIENDS_TAB_2,EHDOTETUT
TID_FRIENDS_TAB_3,KUTSUT
TID_TOTAL,YHTEENSÄ
TID_BRAWL_BOX_INFO_TITLE_2,RÄHINÄLIPPAAN TIEDOT
TID_BRAWL_BOX_INFO_TITLE_3,MEGALIPPAAN TIEDOT
TID_BRAWL_BOX_INFO_3,"Jokaisen megalippaan palkinnot vastaavat kymmenen rähinälippaan palkintoja. Tehopisteet on kuitenkin jaettu harvempien rämäpäiden kesken.\n\nArvontoja on kymmenen sattumanvaraista, ja palkintotodennäköisyydet ovat seuraavat:\n\ntehopisteitä ja kolikoita : <NUM1> %\nharvinainen rämäpää : <NUM2> %\nsuperharvinainen rämäpää : <NUM3> %\neeppinen rämäpää : <NUM4> %\nmyyttinen rämäpää : <NUM5> %\nlegendaarinen rämäpää : <NUM6> %\ntähtivoima : <NUM7> %\n\nLisäksi jokainen arvonta antaa sinulle 25 % mahdollisuuden saada tapahtumalippuja, 9 % mahdollisuuden saada jalokiviä ja 3 % mahdollisuuden saada poletintuplaaja. Huomaathan, että tähtivoimia voivat saada vain rämäpäät, jotka ovat jo tasolla 9. Kun olet avannut kaikki tietynlaiset palkinnot, kuten harvinaiset rämäpäät, mahdollisuus muihin palkintoihin kasvaa. Jotta rähinälippaiden avaaminen olisi reilumpaa, on olemassa tuurisysteemi, joka vaikuttaa legendaaristen rämäpäiden todennäköisyyteen. Jokainen arvonta, jossa et saa uutta rämäpäätä, kasvattaa tuurikerrointasi. Vastaavasti jokainen kerta, kun saat uuden rämäpään, tuurikertoimesi pienenee riippuen saamasi rämäpään harvinaisuudesta. Kun tuurikerroin on tarpeeksi korkea, sinulla on suurempi mahdollisuus saada legendaarinen rämäpää, ja alhaisella tuurikertoimella legendaarisen rämäpään saaminen on vaikeampaa. Ensimmäisten rähinälippaiden sisältö on määrätty ennalta, jotta kaikki saisivat reilun aloituksen."
TID_HERO_BUNDLE_0,Shellyn saalis
TID_HERO_BUNDLE_1,Coltin kotelo
TID_HERO_BUNDLE_2,Bullin pussi
TID_HERO_BUNDLE_3,Brockin lipas
TID_HERO_BUNDLE_4,Ricochetin holvi
TID_HERO_BUNDLE_5,Spiken aitta
TID_HERO_BUNDLE_6,Barleyn kellari
TID_HERO_BUNDLE_7,Jessien jätekasa
TID_HERO_BUNDLE_8,Nitan pesä
TID_HERO_BUNDLE_9,Dynamiken kassi
TID_HERO_BUNDLE_10,El Primon pukukoppi
TID_HERO_BUNDLE_11,Alekirstu
TID_HERO_BUNDLE_12,Crow'n kokoelma
TID_HERO_BUNDLE_13,Pocon pussukka
TID_HERO_BUNDLE_14,Bon paketti
TID_HERO_BUNDLE_15,Piperin veska
TID_HERO_BUNDLE_16,Pamin laukku
TID_HERO_BUNDLE_17,Taran arkku
TID_HERO_BUNDLE_18,Darrylin tynnyri
TID_OFFER_ALSO_INCLUDES,TARJOUKSEEN SISÄLTYY MYÖS
TID_OFFER_VALUE_TITLE,ARVO
TID_OFFER_VALUE,+<VALUE> %
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,Tähtää vetämällä <cff9900>keltaista ohjainta</c>!
TID_HERO_STATS_TITLE,RÄMÄPÄÄN TIEDOT
TID_GATCHA_SCREEN_ITEMS_REMAINING,SISÄLTÖÄ JÄLJELLÄ:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,BONUKSIA JÄLJELLÄ:
TID_GATCHA_SCREEN_YOU_GOT,SAIT:
TID_GATCHA_SCREEN_BONUSES,BONUKSET:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,AVATTU!
TID_HERO_LIST_ITEM_UPGRADE,PÄIVITÄ
TID_SHOP_CLAMIMED,Lunastettu
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Tämä on jo lunastettu.
TID_ONLINE,PAIKALLA
TID_LEADERBOARD,PISTETAULUKKO
TID_NOT_ENOUGH_TICKETS_INFO,\n\nSinulla ei ole enää lippuja. Voit ostaa niitä lisää kaupasta!
TID_HERO_LIST_NEW,UUSI
TID_CLUSTER_BOMB_DUDE,LEIJULAUTA
TID_HAMMER_DUDE,FRANK
TID_HOLD_PHONE_LIKE_THIS,PITELE LAITETTASI NÄIN.
TID_HINT_FINGER_TAP_TAP,"NAPU, NAPU!"
TID_HINT_FINGER_DRAG,TÄHTÄÄ VETÄMÄLLÄ
TID_MOVE_HERE,Liiku tänne.
TID_HINT_HEADER,VINKKI:
TID_HINT_0,Pikatulita lähintä vastustajaasi napauttamalla <ccc0033>punaista ohjainta.</c>
TID_HINT_1,Pikatulita supervoimallasi lähintä vastustajaasi napauttamalla <cff9900>keltaista ohjainta.</c>
TID_HINT_2,Voit vetää <ccc0033>punaista ohjainta</c> tähdätäksesi laukauksesi.
TID_HINT_3,Voit vetää <cff9900>keltaista ohjainta</c> tähdätäksesi supervoimasi.
TID_HINT_4,Voit jättää tähdätyn laukauksen ampumatta vetämällä ohjaimen takaisin keskelle.
TID_HINT_5,"Ottelunmuodostus perustuu sen rämäpään pokaaleihin, jolla pelaat, joten juuri avaamillasi rämäpäillä on helpompi ansaita pokaaleja."
TID_HINT_6,Uusien rämäpäiden saaminen tekee pokaalimäärän kasvattamisen ja palkintojen hankkimisen helpommaksi.
TID_HINT_7,Piperin laukaukset tekevät sitä enemmän tuhoa mitä pidemmälle ne lentävät.
TID_HINT_8,"Barleyn supervoima on erityisen tehokas lyhyellä kantamalla, sillä pullot osuvat maahan pienellä alueella."
TID_HINT_9,Ricon luodit lentävät pidemmälle jokaisella ponnahduksella.
TID_HINT_10,"Voit aktivoida <ccc0033>punaisen ohjaimen</c> missä tahansa kohtaa näytön oikeaa reunaa, kun haluat ampua."
TID_HINT_11,Perushyökkäykselläsi ja superillasi on kaksi ampumistapaa: pikatulitus napauttamalla ja tähtäys vetämällä.
TID_HINT_12,Laukaustesi tähtääminen on hyvä liikkuvaan kohteeseen osumiseksi.
TID_HINT_13,"Pikatulitusta on kätevä käyttää tilanteissa, joissa sinulla ei ole aikaa tähdätä."
TID_HINT_14,Pikatulitus tehoaa hyvin lähellä oleviin vastustajiin.
TID_HINT_15,"Kun olet piilossa pensaassa, vastustaja voi huomata sinut, jos tulee tarpeeksi lähelle."
TID_HINT_16,"Pikatulitus ampuu suoraan kohti lähintä vastustajaa, mutta ei ota huomioon vastustajan liikkeitä."
TID_HINT_17,"Laukausten tähtääminen pensaaseen on hyvä tapa tarkistaa, onko siellä vastustajia."
TID_HINT_18,Pikatulitus tehoaa hyvin paikallaan pysyviin vastustajiin.
TID_HINT_19,"Pikatulitus tehoaa hyvin vastustajiin, jotka kulkevat suoraan sinua kohti tai sinusta pois päin."
TID_HINT_20,"Kun olet pensaassa, vastustaja voi nähdä sinut, jos hyökkäät tai vahingoitut."
TID_HINT_21,Voit käyttää pensaita vastustajalta piiloutumiseen.
TID_HINT_22,"Kun käytät pikatulitusta, aseesi ampuu, vaikka sen kantamalla ei olisi vastustajia."
TID_VS_TUTORIAL,Kerää kaikki <ce662f9>jalokivet</c>.
TID_USE_MANUAL_FIRE_TUTORIAL,Tähtää vetämällä <ccc0033>punaista ohjainta</c>!
TID_TUTORIAL_GOOD_JOB_2,"Hyvin tehty! <cff6633>Oranssi palkki</c> näyttää ammuksesi. Lataan niin nopeasti, kuin pystyn!"
TID_TUTORIAL_GOOD_JOB_3,Loistavaa! Hyökkääminen lataa <cff9900>supervoimasi</c>!
TID_TUTORIAL_GOOD_JOB_4,Hienosti toimittu!
TID_SPECTATE_PLAYER_BUTTON,Katsele
TID_SPECTATE_FAILED,Katselu epäonnistui.
TID_ACCOUNT_DISABLED_TEXT,Tili poistettu käytöstä
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,"Tämä tili on poistettu käytöstä poistopyynnön vuoksi, eikä sitä voida enää palauttaa."
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,"Tämä tili on poistettu käytöstä epäaktiivisuuden vuoksi, eikä sitä voida enää palauttaa."
TID_ACCOUNT_DELETION_WARNING_TITLE,Tilin poistovaroitus
TID_ACCOUNT_DELETION_WARNING_TEXT,"Vastaanotimme pyyntösi ja tilisi poistetaan pian. Jos olet muuttanut mieltäsi ja haluatkin peruuttaa pyynnön, ota meihin yhteyttä niin pian kuin mahdollista Ohje ja tuki -valikon kautta."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"Vastaanotimme pyyntösi ja tilisi poistetaan pian. Jos olet muuttanut mieltäsi ja haluatkin peruuttaa pyynnön, ota meihin yhteyttä niin pian kuin mahdollista Ohje ja tuki -valikon kautta."
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Olet jo tämän jengin jäsen!
TID_CONFIRM_CHANGE_CLAN_TITLE,Haluatko vaihtaa jengiä?
TID_CONFIRM_CHANGE_CLAN,Olet jo jengissä. Haluatko varmasti vaihtaa jengiä?
TID_CONFIRM_CLAN_FULL_TITLE,Jengi on täynnä!
TID_CONFIRM_CLAN_FULL,Liittyminen jengiin <clan> epäonnistui. Jengi on täynnä!
TID_BUTTON_CHANGE,Muuta
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,"Suorita opastus loppuun, niin voit liittyä jengiin."
TID_CLAN_INTRO_INVITE,JAA KUTSU
TID_INVITE_CLAN_TOKEN_ERROR,Kutsun luomisessa tapahtui virhe.
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Vain jengin puheenjohtajat voivat kutsua uusia jäseniä.
TID_FRIENDS_FACEBOOK_CONNECT,Yhdistä
TID_FRIENDS_PAGE_INVITE,JAA KUTSU
TID_SHARE_GAME_ROOM_POST_MESSAGE,Liity Brawl Stars -joukkueeseen pelaajan <name> kanssa napauttamalla tätä linkkiä!
TID_SHARE_GAME_ROOM_POST_TITLE,Kutsu joukkueeseen
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,Joukkuetunnus kopioitu leikepöydälle.
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,OK
TID_TEAM_INVITE_BUTTON_LABEL,JAA KOODI
TID_TEAM_INVITE_EXPIRED,Kutsu pelaajalta <NAME> on vanhentunut.
TID_TEAM_INVITATION_POPUP_TITLE,JOUKKUEKUTSU
TID_TEAM_INVITATION_POPUP_ACCEPT,HYVÄKSY
TID_TEAM_INVITATION_POPUP_REJECT,HYLKÄÄ
TID_TEAM_INVITATION_POPUP_MUTE,MYKISTÄ <NAME>\nSEURAAVAN 10 MINUUTIN AJAKSI
TID_BATTLE_ROYALE_5,Tuhat järveä
TID_DAILY_COINS_COLLECTED_END_SCREEN,Ottelupoletteja\nei ole jäljellä.
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,Ostaminen oikealla valuutalla ei ole mahdollista tässä peliversiossa.
TID_SHOP_CHINA_WARNING,Varoitus: nauti kohtuudella.
TID_GATCHA_AD_STATUS_VIEW,TUPLAA PALKINTO\nKATSOMALLA MAINOS!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,HANKI LISÄÄ PALKINTOJA!
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Päivittäisiä katselukertoja käytetty
TID_GATCHA_AD_STATUS_NO_VIDEO,Ei videota saatavilla
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,JATKA
TID_AD_DOUBLER_TITLE,VALITSE TUPLATTAVA PALKINTO
TID_AD_DOUBLER_CONTINUE,JATKA
TID_GATCHA_CONTINUE,JATKA
TID_HINT_23,Jotkin rämäpäät ovat toisia parempia tietyissä kartoissa ja tapahtumissa.
TID_HINT_24,Pitkän kantaman rämäpäät ovat yleensä parempia avoimissa kartoissa.
TID_HINT_25,"Lyhyen kantaman rämäpäät ovat yleensä parempia kartoissa, joissa on enemmän suoja- ja piilopaikkoja."
TID_SPEC_ABI_SELF_DESTRUCT,Viimeinen pamaus
TID_SPEC_ABI_SELF_DESTRUCT_DESC,"Kun Pennyn tykki on tuhottu, se ampuu vielä viimeisen sarjan pommeja, joista jokainen tekee <c00cc00><VALUE1></c> tuhoa."
TID_EVENT_LIST_BRAWL,PELAA
TID_INVITE_COPIED_TO_CLIPBOARD,Kutsulinkki kopioitu leikepöydälle!
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,OK
TID_FRIEND_INVITE_POST_MESSAGE,Napauta tätä linkkiä lisätäksesi pelaajan <friend> kaveriksesi Brawl Starsissa!
TID_FRIEND_INVITE_POST_TITLE,Kutsu kaveri!
TID_ALLIANCE_JOIN_POST_MESSAGE,Liity Brawl Stars -jengiini napauttamalla tätä linkkiä!
TID_ALLIANCE_JOIN_POST_TITLE,Kutsu kaveri jengiisi!
TID_KEY_BAR_FULL,<VALUE> polettia saatavilla. Aika lähteä otteluun!
TID_HOMESCREEN_MODE_LOCKED,"Kerää <COUNT> pokaalia, niin voit otella täällä!"
TID_GAMEROOMS_PLAYERS_ONLINE,<count> KAVERIA PAIKALLA
TID_ARTILLERY_DUDE_SHORT_DESC,TARKKA-AMPUJA
TID_HAMMER_DUDE_SHORT_DESC,RASKASSARJALAINEN
TID_HAMMER_DUDE_DESC,"Frank mojauttaa vastustajaansa moukarilla aiheuttaen paineaallon. Hänen superiskunsa on erityisen jykevä moukarinhumaus, joka lamaannuttaa vastustajia."
TID_HAMMER_DUDE_WEAPON,MOUKARIN MOJAUS
TID_HAMMER_DUDE_WEAPON_DESC,"Frankin vasaraniskun lataaminen vie tovin, mutta vaikutus on niin raju, että se aiheuttaa paineaallon."
TID_HAMMER_DUDE_ULTI,TYRMÄÄVÄ TÖMÄYS
TID_HAMMER_DUDE_ULTI_DESC,"Frankin mahtavin lyönti aiheuttaa paineaallon, joka tuhoaa ympäristöä ja tuuperruttaa vastustajat hetkeksi."
TID_SPEC_ABI_STEAL_SOULS2,Voimakaappaus
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Frank varastaa tyrmäämältään rämäpäältä voimaa, ja näin hänen tuhovoimansa kasvaa <c00cc00><VALUE1> %</c> <VALUE2> sekunnin ajaksi."
TID_ONLINE_FRIENDS_TITLE,PAIKALLAOLEVAT PELAAJAT
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Olkaa viimeinen hengissä oleva joukkue!
TID_VS_TEAM_SHOWDOWN,Kaikki joukkueet toisiaan vastaan!
TID_FIRST_WIN,TÄHTIPOLETTI
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Joukkueesi on ykkönen!
TID_HOMESCREEN_MODE_LOCKED_INFO,Avautuu <count> pokaalin kohdalla.
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,POKAALIPOLKU
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,KERÄÄ
TID_LEAGUE_NAME_0,PUU
TID_LEAGUE_NAME_1,PRONSSI
TID_LEAGUE_NAME_2,HOPEA
TID_LEAGUE_NAME_3,KULTA
TID_LEAGUE_NAME_4,TIMANTTI
TID_LEAGUE_NAME_5,TAITURI
TID_LEAGUE_NAME_6,ELIITTI
TID_LEAGUE_NAME_7,TÄHTIPELAAJAT
TID_SPECIAL_EVENTS,PÄIVITTÄINEN TAPAHTUMA
TID_SPECIAL_EVENT,Erikoistapahtuma:
TID_SPECIAL_EVENT_DESC,Palaa joka päivä pelaamaan päivittäistä tapahtumaa!
TID_SPECIAL_EVENTS_MOD,ERIKOISTAPAHTUMA
TID_SPECIAL_EVENT_MOD_DESC,Kurkkaa säännöllisesti päivän erikoistapahtumat!
TID_PLAYING_AGAIN,Pelaa uudelleen <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Pelaa uudelleen
TID_BRAWL_BOX_INFO_TITLE_1,ISON LIPPAAN TIEDOT
TID_BRAWL_BOX_INFO_1,"Jokaisen ison lippaan palkinnot vastaavat kolmen rähinälippaan palkintoja. Tehopisteet on kuitenkin jaettu harvempien rämäpäiden kesken.\n\nArvontoja on kolme sattumanvaraista, ja palkintotodennäköisyydet ovat seuraavat:\n\ntehopisteitä ja kolikoita : <NUM1> %\nharvinainen rämäpää : <NUM2> %\nsuperharvinainen rämäpää : <NUM3> %\neeppinen rämäpää : <NUM4> %\nmyyttinen rämäpää : <NUM5> %\nlegendaarinen rämäpää : <NUM6> %\ntähtivoima : <NUM7> %\n\nLisäksi jokainen kerta antaa sinulle 25 % mahdollisuuden saada tapahtumalippuja, 9 % mahdollisuuden saada jalokiviä ja 3 % mahdollisuuden saada poletintuplaaja. Huomaathan, että tähtivoimia voivat saada vain rämäpäät, jotka ovat jo tasolla 9. Kun olet avannut kaikki tietynlaiset palkinnot, kuten harvinaiset rämäpäät, mahdollisuus muihin palkintoihin kasvaa. Jotta rähinälippaiden avaaminen olisi reilumpaa, on olemassa tuurisysteemi, joka vaikuttaa legendaaristen rämäpäiden todennäköisyyteen. Jokainen arvonta, jossa et saa uutta rämäpäätä, kasvattaa tuurikerrointasi. Vastaavasti jokainen kerta, kun saat uuden rämäpään, tuurikertoimesi pienenee riippuen saamasi rämäpään harvinaisuudesta. Kun tuurikerroin on tarpeeksi korkea, sinulla on suurempi mahdollisuus saada legendaarinen rämäpää, ja alhaisella tuurikertoimella legendaarisen rämäpään saaminen on vaikeampaa. Ensimmäisten rähinälippaiden sisältö on määrätty ennalta, jotta kaikki saisivat reilun aloituksen."
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,Kerää 10 tähtipolettia ja saat ison lippaan!
TID_HERO_BUNDLE_19,Pennyn kätkö
TID_HERO_BUNDLE_20,Frankin ominaisuus
TID_KEY_BAR_INFO,"<c33a5d7>Polettien</c> määrä, jonka voit ansaita otteluista.\n\nPoleteilla voi avata rähinälippaita."
