TID,TR
TID_SETTINGS_FACEBOOK,ARKADAŞLAR
TID_CHANGE_NAME_BUTTON,Adını Değiştir
TID_CREDITS_BUTTON,Hazırlayanlar
TID_PRIVACY_POLICY_BUTTON,Gizlilik Politikası
TID_PARENTS_GUIDE_BUTTON,Ebeveyn Kılavuzu
TID_MULTIDEVICE_INFO,İlerlemeni kaybetmemek ve birden çok iOS cihazı ile oynamak için Game Center hesabını kullanarak giriş yap.
TID_SETTINGS_GOOGLE,Google Play ile Giriş
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED,Bağlandı
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED,Bağlan
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP,BAĞLANDI
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP,BAĞLAN
TID_FAQ_BUTTON,Yardım ve Destek
TID_ABOUT,Hazırlayanlar\n\n<names>\n\nBrawl Stars™ <version>\nTelif Hakkı 2016-2019 Supercell Ltd. Tüm hakları saklıdır.\nBu yazılımın kullanımı www.supercell.com adresindeki Hizmet Koşulları ve Gizlilik Politikasına tabidir.
TID_IAP_TRANSACTION_PENDING,Lütfen bekle. İşlem beklemede.
TID_RATE_APP_TITLE,Brawl Stars'a puan ver
TID_RATE_APP_MESSAGE,Görüşlerini bizimle paylaşmak için lütfen App Store'da Brawl Stars'a puan ver ya da yorum yap!
TID_BUTTON_RATE_APP_LATER,Daha sonra
TID_BUTTON_RATE_APP_REVIEW,Yorum yap
TID_BUTTON_RATE_APP_NEVER,Asla
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE,Hesap kilidi açma mevcut değil
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE,Hesap kilidi açma şu an mevcut değil. Lütfen daha sonra tekrar dene!
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON,Tekrar dene
TID_ACCOUNT_LOCKED_INVALID_CODE,Geçersiz kilit açma kodu!
TID_ACCOUNT_LOCKED_TITLE,Hesap Kilitli
TID_ACCONT_LOCKED_TEXT,Güvenlik sebeplerinden ötürü hesabın kilitlendi. Hesabını geri almak için kilit açma kodunu gir.
TID_ACCOUNT_LOCKED_TEXT2,Kilit açma kodunu buraya gir:
TID_HERO_LIST_CONFIRM_GEM_GATCHA,Onaylamak için dokun
TID_NOT_ENOUGH_GEMS_TITLE,Elmas yetersiz
TID_NOT_ENOUGH_GEMS_INFO,\n\nElmasın yok. Elmas almak için dükkanı ziyaret edebilirsin!
TID_NOT_ENOUGH_GEMS_GO_TO_SHOP,Dükkana git
TID_COIN_DOUBLER_TITLE,Jeton Katlayıcı Al
TID_COIN_DOUBLER_TITLE_WITH_COINS,Jeton Katlayıcıya Jeton Ekle
TID_COIN_DOUBLER_INFO,Savaşlardan alacağın sonraki <c2edd1b><AMOUNT></c> jetonu ikiye katlar.
TID_COIN_DOUBLER_INFO_WITH_COINS,"Jeton katlayıcına <c2edd1b><AMOUNT></c> jeton ekler.\n\nJeton katlayıcı, savaşlardan aldığın jeton sayısını ikiye katlar."
TID_GEM_PRICE_OK,<COST>
TID_GEM_PRICE_WARN,<COST>
TID_STAT_PER_DYNAMITE,Dinamit başına hasar
TID_STARS_1,Dikkat: Bir <ce662f9>elmasın</c> var!
TID_STARS_2,Dikkat: Birkaç <ce662f9>elmasın</c> var!
TID_STARS_3,Dikkat: Çokça <ce662f9>elmasın</c> var!
TID_STARS_4,Dikkat: Bir sürü <ce662f9>elmasın</c> var!
TID_GATCHA_BUTTON_TITLE,SAVAŞ KUTUSU
TID_1ST_WIN_CHEST_BUTTON_TITLE,BÜYÜK KUTU
TID_EVENT_LOCKED,Kilitli
TID_SPECIAL_EVENT_TITLE_TOP,ÖZEL ETKİNLİK:
TID_SPECIAL_EVENT_STATUS_ACTIVE,etkin olma süresi:
TID_SPECIAL_EVENT_STATUS_FUTURE,başlamasına:
TID_EVENT_COMING_UP_INFO,Bu etkinliğin açılmasına <TIME> var.
TID_ROCKET_BEACH_SKIN,BROCK SAHİLDE
TID_CACTUS_PINK_SKIN_OLD,PEMBE SPIKE
TID_SHAMAN_PANDA_SKIN,PANDA NITA
TID_CROW_WHITE_SKIN,BEYAZ CROW
TID_BULL_HAIR_SKIN,VİKİNG BULL
TID_TRICKSHOT_GOLD_SKIN_OLD,MADALYALI RICOCHET
TID_BARKEEP_GOLD_SKIN,ALTIN BARLEY
TID_GUNSLINGER_ROCKSTAR_SKIN,ROCK YILDIZI COLT
TID_STAT_HEAL,İyileştirme
TID_LUCHADOR_RUDO_SKIN,EL RUDO PRIMO
TID_HERO_INFO_PURCHASE_SKIN_LABEL,Satın al
TID_EVENTS_NEW_EVENT,Yeni etkinlik!
TID_SETTINGS_BRAWLHINTS,Savaş İpuçları
TID_COLLECTED_COINS_INFO,<PLANET> savaşından <CURRENT>/<MAX> jeton topladın.
TID_COLLECTED_COINS_INFO_CAPPED,<PLANET> savaşından alabileceğin tüm jetonları topladın.
TID_FIRST_WIN_INFO,Diğer oyunculara karşı elde ettiğin ilk zaferde bir <cff8E1b>yıldız jetonu</c> kazanırsın.
TID_TICKET_COUNTER_INFO,Etkinlik biletleri savaş kutularından çıkar.\n\nBurada savaşmak için bilet gerekir!
TID_NOT_ENOUGH_TICKETS,Yeterli bilet yok
TID_EVENT_LIST_GAME_ROOMS,YENİ TAKIM
TID_EVENT_LIST_WELCOME,Brawl Stars'a hoş geldin!
TID_COOP,Co-op Savaş
TID_COOP_NOT_SUPPORTED,Bu etkinlikte Co-op Savaş yapılamaz
TID_PRACTISE_NOT_SUPPORTED,Bu etkinlikte alıştırma yapılamaz.
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE,Yeni Facebook girişi
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT,Şu anki oyununu bu Facebook hesabı ile ilişkilendirmek istiyor musun?
TID_BUTTON_OKAY,Tamam
TID_SELECT_PLAYER_THUMBNAIL_FAIL_4,Bu simge için <HERO> gerekir.
TID_HERO_PORTRAIT_CRAFT_COST,<cffffff><COST></c>
TID_HERO_PORTRAIT_CRAFT_COST_NEG,<c999999><COST></c>
TID_EVENT_POPUP_CREATE_TEAM_INFO,Arkadaşlarını davet et ve\nbirlikte oyna
TID_EVENT_POPUP_HIGHSTAKES_INFO,Bir oyundan daha iyi ödüller almak için daha fazla bilet harcayabilirsin.
TID_EVENT_POPUP_GMV_LABEL_TEAM,3'e 3
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE,Son Kalan
TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT,5'e 1
TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL,Üç oyuncuya karşı robotlar
TID_HIGHSTAKES_REWARDS,Ödüller x<COUNT>
TID_HIGHSTAKES_COST,Biletler: <COUNT>
TID_POPUP_ANDROID_EXIT_TITLE,Brawl Stars'tan Çıkış
TID_POPUP_ANDROID_EXIT,Brawl Stars'tan çıkmak istediğine emin misin?
TID_ROOM_NOT_SUPPORTED,Bu etkinlikte takımlar desteklenmiyor.
TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE,Satın alma başarısız
TID_ERROR_POP_UP_PURCHASE_FAILED,Fatura sunucusu yanıt vermiyor. Lütfen daha sonra tekrar dene.
TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON,Tamam
TID_IAP_NOT_AVAILABLE,Lütfen cihazındaki kısıtlama ayarlarından Uygulama İçi Satın Alımları aç.
TID_NEWS_TITLE,HABERLER
TID_STAT_DAMAGE_PER_ARROW,Ok başına hasar
TID_STAT_DAMAGE_PER_MINE,Tuzak başına hasar
TID_STAT_DAMAGE_PER_SPIKE,Diken başına hasar
TID_STAT_DAMAGE_PER_DAGGER,Bıçak başına hasar
TID_FRIENDS_FACEBOOK_CONNECTED,Facebook'a bağlandı
TID_FRIENDS_FACEBOOK_NOT_CONNECTED,Facebook arkadaşlarını burada görmek için Facebook'a bağlan!
TID_FRIENDS_NO_FRIENDS,Arkadaşın yok
TID_FRIENDS_SUGGESTIONS_SEND_REQUEST,ARKADAŞLIK İSTEĞİ GÖNDER
TID_FRIENDS_TITLE_1_NO_COUNT,ARKADAŞLAR
TID_FRIENDS_TITLE_1,ARKADAŞLAR (<COUNT>)
TID_FRIENDS_TITLE_2,ÖNERİLEN ARKADAŞLAR
TID_FRIENDS_TITLE_3,ARKADAŞ DAVETLERİ
TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT,YAKINLARDA BİRLİKTE <COUNT> OYUN OYNADINIZ
TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE,YAKINLARDA BİRLİKTE BİR OYUN OYNADINIZ
TID_FRIENDS_NO_ENTRIES_TAB_2,ARKADAŞ ÖNERİSİ YOK
TID_FRIENDS_NO_ENTRIES_TAB_3,ARKADAŞ DAVETİ YOK
TID_FRIENDS_CANNOT_REMOVE_FRIEND,Sosyal ağlarındaki arkadaşlarını çıkaramazsın.
TID_FRIEND_REQUEST_ACCEPT,KABUL ET
TID_FRIEND_REQUEST_REJECT,REDDET
TID_FRIEND_REQUEST_REASON_1,KULÜPTEN
TID_FRIEND_REQUEST_REASON_2,TAKIMDAN
TID_FRIEND_REQUEST_REASON_3,YAKINLARDA BİRLİKTE <AMOUNT> OYUN OYNADINIZ
TID_FRIEND_REQUEST_REASON_4,YAKINLARDA BİRLİKTE <AMOUNT> OYUN OYNADINIZ
TID_FRIEND_POPOVER_PROFILE,PROFİL
TID_FRIEND_POPOVER_REMOVE,KALDIRILSIN MI?
TID_FRIEND_POPOVER_SPECTATE,İZLE
TID_FRIEND_POPOVER_YOU,Bu sensin
TID_REMOVE_FRIEND_POPUP_REMOVE,KALDIRILSIN MI?
TID_REMOVE_FRIEND_POPUP_CANCEL,İPTAL
TID_REMOVE_FRIEND_POPUP_TITLE,ARKADAŞI SİLMEYİ ONAYLA
TID_REMOVE_FRIEND_POPUP_BODY,<NAME> adlı kişiyi arkadaş listenden çıkarmak istediğine emin misin?
TID_UNLOCK_SKIN_CONTENT,\n\n<NAME> GÖRÜNÜMÜNÜ SATIN AL
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,Bağlantı kesildi
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,Bu oyuna başka bir cihaz bağlanıyor.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,Yeniden yükle
TID_BAD_CONNECTION,Ağ bağlantısı kötü
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE,Facebook Uyarısı
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT,Bu Facebook hesabı başka bir Brawl Stars oyununa zaten bağlı. Mevcut oyununa bağlayalım mı?
TID_TEAM_FREE_EVENT_REWARD_CLAIMED,Ücretsiz etkinlik ödülü alındı
TID_GEM_BUY_CONFIRMATION,<AMOUNT> taş alındı!
TID_BLOCKED_TEAM_READY,Hazır durumdayken bu gösterilemez.
TID_TEAM_CANNOT_INVITE_WHILE_READY,Hazır durumdayken davet edilemez.
TID_SHOTGUN_BANDITA_SKIN,BANDİTA SHELLY
TID_SHUTDOWN_STARTED,Oyun 5 dakika içinde kısa bir bakım arasına girecek.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG,Sunucular bakımda. Lütfen birkaç saat sonra tekrar dene.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS,Sunucular bakımda. Lütfen bir iki saat sonra tekrar dene.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF,Sunucular bakımda. Lütfen yaklaşık bir buçuk saat sonra tekrar dene.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR,Sunucular bakımda. Lütfen yaklaşık bir saat sonra tekrar dene.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,Sunucular bakımda. Lütfen yaklaşık <value> dakika sonra tekrar dene.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,Sunucular bakımda. Lütfen birkaç dakika sonra tekrar dene.
TID_SHUTDOWN_BATTLE_DISABLED,Oyun birkaç dakika içinde bakım için kapanacak. Bakım arası bitene kadar yeni oyun başlatılamaz.
TID_TEAM_SEARCH_NO_TEAM_CODE,Takım kodunu yaz.
TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ,Katılma isteklerini kabul etmek veya reddetmek için gereken yetkiye sahip değilsin.
TID_CLAN_RESPONSE_71,Kıdemli üyeler her atma işleminden sonra bir süre beklemelidir.
TID_STAT_MAX_DAMAGE,Maksimum menzilde hasar
TID_STAT_DAMAGE_PER_BOMB,Bomba başına hasar
TID_ELDER_KICK_FAIL_COOLDOWN,Yakın zamanda bir kulüp üyesini attın. <time> sonra tekrar dene.
TID_LUCHADOR_KING_SKIN,EL REY PRIMO
TID_PLAYER_DEFEATED_BR,Savaşçı yenilgiye uğratıldı
TID_BALL_1,Arka Bahçe
TID_HINT_GET_BALL,<cdaa520>Topu</c> al!
TID_LASER_BALL_INTRO_TEXT,Kazanmak için iki gol at!
TID_AFK_WARNING,Bekleme uyarısı! Devam et!
TID_AFK_DISCONNECTED_MSG,Bekleme veya kötü ağ bağlantısı nedeniyle bağlantın kesildi.
TID_AFK_BANNED_MSG,Bekleme veya kötü ağ bağlantısı nedeniyle bağlantın kesildi. Savaş bittikten sonra oyuna devam edebilirsin.
TID_AFK_DISCONNECTED_TITLE,Bekleme Nedeniyle Bağlantı Kesintisi
TID_AFK_BANNED_TITLE,Savaştan Atıldın
TID_AFK_RELOAD,Yeniden yükle
TID_GAME_MODE_7,BÜYÜK OYUN
TID_GAME_MODE_7_DESC,"Beş oyuncu, bir oyuncunun büyük savaşçısını yenmeye çalışır.\n\nBüyük savaşçı olarak, devasa bir güç avantajına ve yavaş azalan bolca sağlığa sahip olacaksın. Seni yok etmeye çalışanlara karşı mücadele et ve olabildiğince uzun süre oyunda kalmaya çalış!\n\nBeş avcıdan biri olarak, takımınla beraber çalışmalı ve büyük savaşçıyı olabildiğince kısa sürede yok etmelisin!"
TID_BOSS_INTRO_TEXT_ATTACK,BÜYÜK SAVAŞÇIYI yok et!
TID_BOSS_INTRO_TEXT_DEFEND,BÜYÜK SAVAŞÇI sensin!
TID_BOSS_1,Sakin Kanyon
TID_SEASON_END_POPUP_TITLE,SEZON SONA ERDİ
TID_SEASON_END_POPUP_REWARD,SEZON SONU ÖDÜLÜ
TID_SEASON_END_POPUP_GOLD_VALUE,<VALUE>
TID_COIN_META_MIGRATION_TITLE,Önemli Değişiklikler!
TID_COIN_META_MIGRATION_OK,EĞİTİMİ OYNA
TID_COIN_META_MIGRATION_TXT_1,Brawl Stars'ın yeni bir yükseltme sistemi var. Artık savaşçılar yeterince güç puanı topladığında seviye atlayabiliyor. Oyundaki ilerleme durumun savaşçı seviyelerine dönüştürüldü.
TID_COIN_META_MIGRATION_TXT_2,İlerlemeni kaybetmemen için kullanmadığın yükseltme jetonları savaş kutuları ve başka öğelerle değiştirildi.
TID_COIN_META_MIGRATION_TXT_3,Oyun artık yatay olarak ve iki joystick ile oynanıyor.
TID_COIN_META_MIGRATION_TXT_4,ALTIN ARTIRICI artık yok ve elmasa dönüştürüldü.
TID_BOLTS_MIGRATION_TITLE,Önemli Değişiklikler!
TID_BOLTS_MIGRATION_OK,Tamam
TID_BOLTS_MIGRATION_INFO,Yeni savaşçı yükseltme sisteminde iksir kullanılmıyor. İksirlerin ve önceki savaşçı yükseltmelerin <BOLTS> yükseltme jetonuyla değiştirildi. Yükseltme jetonlarını savaşçılarını yükseltmek için kullanabilirsin.\n\nArtık aynı savaşçı birden fazla kez çıkmıyor ve çipler de oyundan kaldırıldı. Çiplerin <GEMS> elmasla değiştirildi. Güle güle harca!
TID_BOLTS_MIGRATION_ELIXER_TOKEN,İKSİRLERİN YÜKSELTME JETONLARIYLA DEĞİŞTİRİLDİ
TID_BOLTS_MIGRATION_CHIP_GEM,ÇİPLERİN ELMASLARLA DEĞİŞTİRİLDİ
TID_STAT_HEALING_PER_SEC,Saniye başına iyileştirme
TID_STAT_DAMAGE_PER_CARD,Kart başına hasar
TID_OVERTIME,Fazla Mesai
TID_STARTER_PACK_XP_REQ,<XPLEVEL>. seviyeye özel teklif
TID_VALUE,değer
TID_SHOP_ONE_TIME_PURCHASE,Bu TEK seferlik bir tekliftir!
TID_HINT_MAKE_GOAL_1,Topu hedeflemek için <ccc0033>kırmızı düğmeyi</c> sürükle!
TID_BALL_2,Top Sürme
TID_BALL_3,Oyun Alanı
TID_STARTER_PACK_1,5. Seviye Paketi
TID_STARTER_PACK_2,15. Seviye Paketi
TID_STARTER_PACK_3,25. Seviye Paketi
TID_IAP_XMAS2018_PACK,Yılbaşı Paketi
TID_IAP_XMAS2018_PACK_DESC,"Ho, ho, ho!"
TID_STARTER_PACK_0,Hoş Geldin Paketi
TID_STARTER_PACK_0_DESC,Brawl Stars yolculuğuna başlamanı kutluyoruz
TID_IAP_LNY2019_PACK,Brawl Stars Yeni Ay Yılı Teklifi
TID_IAP_LNY2019_PACK_DESC,Yeni Ay Yılın Kutlu Olsun!
TID_IAP_MARCH2019_PACK,Mart Teklifi
TID_IAP_MARCH2019_PACK_DESC,Bu tek seferlik bir tekliftir!
TID_IAP_REFRESHER_PACK_DESC,Bu tek seferlik bir tekliftir!
TID_BLACKHOLE_DEFAULT_SKIN,Varsayılan
TID_GOLD_CAP_HIT,Jeton limitine erişildi.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Kutu alanı dolu
TID_COOP_1,Pachinko Parkı
TID_GAME_MODE_8,ROBOT İŞGALİ
TID_GAME_MODE_8_DESC,Kasayı açgözlü robotlardan koru! Ne kadar uzun süre korursan ödülün de o kadar iyi olur!\n\nRobotlar kasaya dört bir yandan gelecek ve sayıları sürekli artacak. Olabildiğince uzun süre savunmak için elinden geleni yap!
TID_COOP_INTRO_TEXT,Kasayı koru!
TID_SELECT_EVENT_POPUP_TITLE,Etkinliği seç
TID_BARREL_BOT,DARRYL
TID_BARREL_BOT_DESC,Darryl'in iki av tüfeğiyle güçlü bir saldırısı var. Süper saldırısı ise duvarlardan seken fıçısıyla yuvarlanmak!
TID_BARREL_BOT_WEAPON,ÇİFT ATIŞ
TID_BARREL_BOT_WEAPON_DESC,Darryl çift namlulu av tüfeklerinden kısa menzilde büyük hasar veren ikişer atış yapar.
TID_BARREL_BOT_ULTI,FIÇIYLA YUVARLANMA
TID_BARREL_BOT_ULTI_DESC,"Darryl fıçısının içinde ileriye doğru yuvarlanır, düşmanları geri püskürtür ve duvarlardan seker. Süper saldırısı zamanla tekrar dolar!"
TID_ARTILLERY_DUDE,PENNY
TID_ARTILLERY_DUDE_DESC,"Penny bir altın kesesi ateşler, hedefine ve hedefinin arkasındaki herkese zarar verir. Süper özelliğiyle de havan tarzında bir top yerleştirir!"
TID_ARTILLERY_DUDE_WEAPON,ALTIN MERMİ
TID_ARTILLERY_DUDE_WEAPON_DESC,Bir altın kesesi ateşler. Kese bir düşmana çarparsa patlar ve içindeki altınlar arkadaki düşmanlara saçılır.
TID_ARTILLERY_DUDE_ULTI,YAŞLI TOPÇU
TID_ARTILLERY_DUDE_ULTI_DESC,"Penny topunu yerleştirir! Bu top uzun menzilde düşmanları vurabilir, siper almış olsalar bile."
TID_ITEM_NAME_SPECIAL,YILDIZ GÜCÜ
TID_HERO_INFO_ITEM_LOCKED,Bunu <LEVEL>. seviyeye ulaştıktan sonra bulabilirsin.
TID_HERO_INFO_LOCKED_INFO,Savaşçıyı savaş kutularından bulabilirsin.
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,<SCORE> kupaya ulaştığında açılır.
TID_SPEC_ABI_FREEZE,Fişek Şoku
TID_SPEC_ABI_BERSERKER,Vahşi Savaşçı
TID_SPEC_SELF_DESTRUCT,İntikam
TID_SPEC_ABI_CACTUS_HEAL,Gübrele
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,Tıbbi Amaçlar
TID_SPEC_ABI_REPAIR_TURRET,Tamir
TID_SPEC_ABI_PET_LIFESTEAL,Ayı Desteği
TID_SPEC_ABI_STEAL_SOULS,Ruh Toplayıcı
TID_SPEC_ABI_SPOT,Kartal Gözü
TID_SPEC_ABI_AMBUSH,Pusu
TID_SPEC_ABI_BLACK_HOLE_MONSTER,Kara Portal
TID_SPEC_ABI_SPEED,Yaylı Çizmeler
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,Anne Kucağı
TID_SPEC_BOUNCED_BULLETS_STRONGER,Süper Zıpır
TID_SPEC_ABI_FIRE_DOT_ULTI,Alevli Atlayış
TID_SPEC_LAST_STAND,Kuğu Şarkısı
TID_SPEC_BURN,Yakıcı
TID_SPEC_CRIPPLE,Ekstra Zehirli
TID_SPEC_ABI_BARREL_DEFENSE,Çelik Çemberler
TID_SPEC_HEAL_MAIN_ATTACK,Da Capo!
TID_SPEC_ABI_FREEZE_DESC,Shelly'nin Süper fişekleri düşmanları <c00cc00><VALUE1></c> saniyeliğine yavaşlatır!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,%<VALUE1> ve altı sağlığa sahip savaşçılara karşı normal ve süper saldırılarda +<c00cc00><VALUE2></c> hasar
TID_SPEC_ABI_BERSERKER_DESC,Bull <c00cc00>%<VALUE1></c> sağlığa düştüğünde silahını doldurma hızı iki katına çıkar!
TID_SPEC_SELF_DESTRUCT_DESC,Dynamike yok edildiğinde her biri <c00cc00><VALUE1></c> hasar veren altı dinamit fırlatır.
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Süper özelliğini kullanınca Spike, özelliğin etki alanında kalarak saniyede <c00cc00><VALUE1></c> sağlık puanını yeniler."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,"Barley, her normal saldırısından <c00cc00><VALUE1></c> sağlık puanı kazanır."
TID_SPEC_ABI_REPAIR_TURRET_DESC,"Jessie, elektrikli atışıyla taretini vurarak taretin <c00cc00><VALUE1></c> sağlık puanını yeniler."
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Nita, ayısı bir düşmana vurduğunda <c00cc00><VALUE1></c> sağlık puanı kazanır. Nita düşmanlara hasar verdiğinde de ayısı <c00cc00><VALUE2></c> sağlık puanı kazanır."
TID_SPEC_ABI_STEAL_SOULS_DESC,Mortis yendiği savaşçıların ruhunu toplar ve sağlığını <c00cc00><VALUE1></c> artırır.
TID_SPEC_SPOT_FROM_AIR_DESC,"Crow, süper gücünü kullandığında havadayken tüm gizlenmiş düşmanları görür. Böylece takım arkadaşları da!"
TID_SPEC_HEAL_MAIN_ATTACK_DESC,Poco´nun saldırısı takım arkadaşlarına isabet ettiğinde <c00cc00><VALUE1></c> sağlık puanı kazandırır.
TID_SPEC_ABI_SPOT_DESC,Bo çalılarda saklanan düşmanları iki kat uzaktan görür.
TID_SPEC_ABI_AMBUSH_DESC,"Piper, bir çalıya saklandığında saldırısı <c00cc00>+<VALUE1></c> ekstra hasar verir (maksimum menzilde)."
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,Tara'nın Süper özelliği bir boyut kapısı açar! Tara'nın gölge kopyası belirir ve düşmanlara saldırır.
TID_SPEC_ABI_TODO_DESC,Özel yetenek belirtilmemiş
TID_SPEC_ABI_SPEED_DESC,Yeni fiyakalı ayakkabıları Colt'un hareket hızını artırır.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,"Dynamike, dinamitlerinin patlama etkisini engellerin üzerinden atlamak için kullanır!"
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Pam, düşmanları hurda atışıyla vurduğunda kendisine ve yakınlardaki takım arkadaşlarına <c00cc00><VALUE1></c> sağlık puanı kazandırır."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,"Rico'nun mermileri, hem normal hem de süper saldırılarda sektikten sonra +<c00cc00><VALUE1></c> hasar verir!"
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,El Primo'nun süper saldırısına yakalanan düşmanlar 4 saniye boyunca yanar ve toplam <c00cc00><VALUE1></c> hasar alır.
TID_SPEC_LAST_STAND_DESC,"Poco, yok edildiği anda kuğu şarkısını çalar. Etrafındaki dost savaşçılar <c00cc00><VALUE1></c> sağlık puanı kazanır!"
TID_SPEC_BURN_DESC,Brock'un saldırısı etrafı yakar. Yanan alanda kalan düşmanlar her saniye <c00cc00><VALUE1></c> hasar görür!
TID_SPEC_ABI_BARREL_DEFENSE_DESC,Darryl süper saldırısını kullandığında fıçısı güçlenir ve <c00cc00><VALUE1></c> saniye boyunca aldığı tüm hasar <c00cc00>%<VALUE2></c> azalır.
TID_SPEC_CRIPPLE_DESC,Crow'un zehri düşmanların gücünü azaltır ve <c00cc00>%<VALUE1></c> daha az hasar vermelerini sağlar.
TID_SEASON_ENDED_NOTI,Sezon bitti! Sezon ödülleri seni bekliyor.
TID_BATTLE_ROYALE_7,Çifte Bela
TID_GAME_MODE_9,ÇİFT HESAPLAŞMA
TID_GAME_MODE_9_COMBINED,HESAPLAŞMA
TID_GAME_MODE_9_DESC,"Diğer dört takımı yok edin. Yok edildiğinde, takım arkadaşın hayattaysa belirli bir süre sonra tekrar canlanırsın."
TID_WAVE_APPROACHING,<number>. dalga
TID_TEAMS_LEFT,Kalan takım sayısı: <num>
TID_TEAM_MATE_RESPAWNING,Takım arkadaşının gelmesine: <num>
TID_BOSS_APPROACHING,<number>. Dalga: <ccc0000>Büyük Robot Geliyor!</c>
TID_COOP_2,Çelik Kavşak
TID_BOSS_2,Köstebek Kralın Sarayı
TID_BEAR_DAMAGE,Ayı Hasarı
TID_BEAR_HEALTH,Ayı Sağlığı
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,İkili takımlar
TID_SPEC_ABI_PUSHBACK_SELF,Dinamit Atlayışı
TID_VIEW_PROFILE_BUTTON,Profili Görüntüle
TID_REPORT_PLAYER_BUTTON,BİLDİR
TID_CHAT_REPORT_CONFIRMATION_TITLE,<name> bildirilsin mi?
TID_CHAT_REPORT_CONFIRMATION,\n\n<name> adlı kişiyi uygunsuz davranış nedeniyle bildirmek istediğinden emin misin?
TID_PLAYER_ALREADY_REPORTED,Bu oyuncu zaten bildirildi.
TID_STARTER_PACK_4,35. Seviye Paketi
TID_NEED_HERO,Görünüm satın alınamıyor. Önce savaşçıyı açmalısın.
TID_EVENT_ENDING,<GAMEMODE> yakında bitiyor!
TID_TEAM_DISPLAY_TITLE_CLAN,KULÜP TAKIMLARI
TID_TEAM_DISPLAY_TITLE_FRIENDS,ARKADAŞ TAKIMLARI
TID_TICKETS_REVEIVED,<AMOUNT> etkinlik bileti alındı!
TID_TUTORIAL_12,"Elmasları aldık, çıkışa gidelim!"
TID_NO_TARGET_HINT,Hızlı saldırı için hedef yok!
TID_CAN_NOT_AUTOSHOOT,Bu süper özellik ile hızlı saldırı yapılamaz.
TID_VS,X
TID_VS_SHOWDOWN,Her savaşçı kendi başına!
TID_HAS_LASER_BALL_HINT,Top sendeyken hızlı saldırı yapamazsın.
TID_CLAN_RESPONSE_44,Katılamadın: Zaten bir kulüptesin
TID_SHOTGUN_GIRL_SHORT_DESC,SAVAŞÇI
TID_GUNSLINGER_SHORT_DESC,KESKİN NİŞANCI
TID_BULL_DUDE_SHORT_DESC,AĞIR SIKLET
TID_ROCKET_GIRL_SHORT_DESC,KESKİN NİŞANCI
TID_TNT_DUDE_SHORT_DESC,ATICI
TID_LUCHADOR_SHORT_DESC,AĞIR SIKLET
TID_TRICKSHOT_DUDE_SHORT_DESC,KESKİN NİŞANCI
