TID,DE
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE,Neue Facebook-Anmeldung
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT,Möchtest du dein aktuelles Spiel mit deinem Facebook-Konto verknüpfen?
TID_BUTTON_OKAY,Okay
TID_SELECT_PLAYER_THUMBNAIL_FAIL_4,Für diesen Avatar benötigst du <HERO>.
TID_HERO_PORTRAIT_CRAFT_COST,<cffffff><COST></c>
TID_HERO_PORTRAIT_CRAFT_COST_NEG,<c999999><COST></c>
TID_EVENT_POPUP_CREATE_TEAM_INFO,Lade Freunde ein und\nspiele zusammen mit ihnen.
TID_EVENT_POPUP_HIGHSTAKES_INFO,"Du kannst mehrere Tickets pro Spiel ausgeben, um bessere Belohnungen zu erhalten."
TID_EVENT_POPUP_GMV_LABEL_TEAM,3 vs. 3
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE,Letzter Überlebender
TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT,5 vs. 1
TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL,Drei Spieler vs. Robobanditen
TID_HIGHSTAKES_REWARDS,Belohnungen x<COUNT>
TID_HIGHSTAKES_COST,Tickets: <COUNT>
TID_POPUP_ANDROID_EXIT_TITLE,Brawl Stars verlassen?
TID_POPUP_ANDROID_EXIT,Möchtest du Brawl Stars wirklich verlassen?
TID_ROOM_NOT_SUPPORTED,Teams sind in diesem Ereignis nicht verfügbar.
TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE,Kauf fehlgeschlagen
TID_ERROR_POP_UP_PURCHASE_FAILED,Abrechnungsserver antwortet nicht. Bitte versuche es später erneut.
TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON,Okay
TID_IAP_NOT_AVAILABLE,Bitte aktiviere In-App-Käufe in den Einstellungen für Einschränkungen auf deinem Gerät.
TID_NEWS_TITLE,NEWS
TID_STAT_DAMAGE_PER_ARROW,Schaden pro Pfeil
TID_STAT_DAMAGE_PER_MINE,Schaden pro Falle
TID_STAT_DAMAGE_PER_SPIKE,Schaden pro Nadel
TID_STAT_DAMAGE_PER_DAGGER,Schaden pro Dolch
TID_FRIENDS_FACEBOOK_CONNECTED,Mit Facebook verknüpft
TID_FRIENDS_FACEBOOK_NOT_CONNECTED,"Verknüpfe dein Spiel mit Facebook, um hier deine Facebook-Freunde zu sehen!"
TID_FRIENDS_NO_FRIENDS,Keine Freunde
TID_FRIENDS_SUGGESTIONS_SEND_REQUEST,FREUNDSCHAFTSANFRAGE
TID_FRIENDS_TITLE_1_NO_COUNT,FREUNDE
TID_FRIENDS_TITLE_1,Freunde (<COUNT>)
TID_FRIENDS_TITLE_2,VORGESCHLAGENE FREUNDE
TID_FRIENDS_TITLE_3,FREUNDSCHAFTSEINLADUNGEN
TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT,<COUNT> KÜRZLICH GEMEINSAM GESPIELTE SPIELE
TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE,EIN KÜRZLICH GEMEINSAM GESPIELTES SPIEL
TID_FRIENDS_NO_ENTRIES_TAB_2,KEINE FREUNDSCHAFTSVORSCHLÄGE
TID_FRIENDS_NO_ENTRIES_TAB_3,KEINE FREUNDSCHAFTSEINLADUNGEN
TID_FRIENDS_CANNOT_REMOVE_FRIEND,Freunde aus sozialen Netzwerken können nicht gelöscht werden.
TID_FRIEND_REQUEST_ACCEPT,ANNEHMEN
TID_FRIEND_REQUEST_REJECT,ABLEHNEN
TID_FRIEND_REQUEST_REASON_1,AUS EINEM CLUB
TID_FRIEND_REQUEST_REASON_2,AUS EINEM TEAM
TID_FRIEND_REQUEST_REASON_3,VOR KURZEM GEMEINSAM GESPIELTE SPIELE: <AMOUNT>
TID_FRIEND_REQUEST_REASON_4,VOR KURZEM GEMEINSAM GESPIELTE SPIELE: <AMOUNT>
TID_FRIEND_POPOVER_PROFILE,PROFIL
TID_FRIEND_POPOVER_REMOVE,ENTFERNEN
TID_FRIEND_POPOVER_SPECTATE,ZUSEHEN
TID_FRIEND_POPOVER_YOU,Das bist du.
TID_REMOVE_FRIEND_POPUP_REMOVE,ENTFERNEN
TID_REMOVE_FRIEND_POPUP_CANCEL,ABBRECHEN
TID_REMOVE_FRIEND_POPUP_TITLE,ENTFERNEN BESTÄTIGEN
TID_REMOVE_FRIEND_POPUP_BODY,Möchtest du <NAME> wirklich aus deiner Freundesliste entfernen?
TID_UNLOCK_SKIN_CONTENT,\n\n<NAME> KAUFEN
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,Verbindung getrennt
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,Ein anderes Gerät verbindet sich gerade mit diesem Spiel.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,Neu laden
TID_BAD_CONNECTION,Schlechte Netzwerkverbindung
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE,Facebook-Meldung
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT,Dieses Facebook-Konto ist bereits mit einem anderen Brawl Stars-Konto verbunden. Stattdessen mit deinem aktuellen Spiel verbinden?
TID_TEAM_FREE_EVENT_REWARD_CLAIMED,Kostenlose Ereignisbelohnung eingefordert.
TID_GEM_BUY_CONFIRMATION,<AMOUNT> Juwelen erhalten!
TID_BLOCKED_TEAM_READY,"Dies kann nicht angezeigt werden, während du auf \qBereit\q gestellt bist!"
TID_TEAM_CANNOT_INVITE_WHILE_READY,"Du kannst keine Einladungen verschicken, während du auf \qBereit\q gestellt bist!"
TID_SHOTGUN_BANDITA_SKIN,BANDITA SHELLY
TID_SHUTDOWN_STARTED,Das Spiel schließt in 5 Minuten für eine kurze Wartungspause.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG,Die Server werden derzeit gewartet. Bitte versuche es in ein paar Stunden erneut.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS,Die Server werden derzeit gewartet. Bitte versuche es in einigen Stunden erneut.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF,"Die Server werden derzeit gewartet. Bitte versuche es in etwa 1,5 Stunden erneut."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR,Die Server werden derzeit gewartet. Bitte versuche es in etwa einer Stunde erneut.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,Die Server werden derzeit gewartet. Bitte versuche es in etwa <value> Minuten erneut.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,Die Server werden derzeit gewartet. Bitte versuche es in ein paar Minuten erneut.
TID_SHUTDOWN_BATTLE_DISABLED,"Das Spiel schließt in ein paar Minuten für eine Wartungspause. Bis die Wartungspause vorüber ist, können keine neuen Spiele gestartet werden."
TID_TEAM_SEARCH_NO_TEAM_CODE,Teamcode eingeben
TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ,"Du besitzt nicht genügend Rechte, um Beitrittsanfragen anzunehmen oder abzulehnen."
TID_CLAN_RESPONSE_71,"Älteste müssen nach einem Kick warten, bevor sie erneut einen Spieler kicken können."
TID_STAT_MAX_DAMAGE,Schaden bei max. Reichweite
TID_STAT_DAMAGE_PER_BOMB,Schaden pro Granate
TID_ELDER_KICK_FAIL_COOLDOWN,Du hast erst kürzlich ein Clubmitglied gekickt. Versuche es in <time> erneut.
TID_LUCHADOR_KING_SKIN,EL REY PRIMO
TID_PLAYER_DEFEATED_BR,Brawler besiegt
TID_BALL_1,Hinterhofstadion
TID_HINT_GET_BALL,Hol dir den <cdaa520>Ball</c>!
TID_LASER_BALL_INTRO_TEXT,Mit zwei Toren gewinnt ihr!
TID_AFK_WARNING,Inaktivitätswarnung! Bitte bewege deinen Brawler!
TID_AFK_DISCONNECTED_MSG,Du wurdest wegen Inaktivität oder einer schlechten Verbindung vom Spiel getrennt.
TID_AFK_BANNED_MSG,"Du wurdest wegen Inaktivität oder einer schlechten Verbindung aus deinem aktuellen Kampf gebannt. Du erhältst erneut Zugriff zum Spiel, nachdem der Kampf vorbei ist."
TID_AFK_DISCONNECTED_TITLE,Verbindungstrennung durch Inaktivität
TID_AFK_BANNED_TITLE,Vom Kampf gebannt
TID_AFK_RELOAD,Neu laden
TID_GAME_MODE_7,ALLE GEGEN EINEN
TID_GAME_MODE_7_DESC,"Fünf Spieler nehmen es mit dem RIESENBRAWLER eines weiteren Spielers auf.\n\nDer RIESENBRAWLER ist weitaus stärker und hat extrem viele Trefferpunkte, die er nach und nach verliert. Sein Ziel ist es, sich gegen die Jäger zu verteidigen und so lange wie möglich im Spiel zu bleiben!\n\nDie fünf Jäger müssen als Team zusammenarbeiten, um den RIESENBRAWLER so schnell wie möglich zu besiegen!"
TID_BOSS_INTRO_TEXT_ATTACK,Besiegt den RIESENBRAWLER!
TID_BOSS_INTRO_TEXT_DEFEND,Du bist der RIESENBRAWLER!
TID_BOSS_1,Chaos-Canyon
TID_SEASON_END_POPUP_TITLE,SAISON IST ZU ENDE
TID_SEASON_END_POPUP_REWARD,SAISONBELOHNUNG
TID_SEASON_END_POPUP_GOLD_VALUE,<VALUE>
TID_COIN_META_MIGRATION_TITLE,Wichtige Änderungen!
TID_COIN_META_MIGRATION_OK,TUTORIAL SPIELEN
TID_COIN_META_MIGRATION_TXT_1,"Brawl Stars verfügt über ein neues Upgrade-System, in dem Brawler im Level aufsteigen, wenn sie genug Powerpunkte haben. Dein vorheriger Fortschritt wurde in Brawlerlevel umgewandelt."
TID_COIN_META_MIGRATION_TXT_2,"Du bekommst Brawlboxen für deine ungenutzten Verbesserungsmarken, sowie weitere Marken, um sicherzustellen, dass dir kein Fortschritt verloren geht."
TID_COIN_META_MIGRATION_TXT_3,Das Spiel wird nun im Querformat gespielt und mit zwei Joysticks gesteuert.
TID_COIN_META_MIGRATION_TXT_4,"MÜNZENBOOSTER gibt es nun nicht mehr. Hast du zuvor einen besessen, wurde er in Diamanten umgewandelt."
TID_BOLTS_MIGRATION_TITLE,Wichtige Änderungen!
TID_BOLTS_MIGRATION_OK,Okay
TID_BOLTS_MIGRATION_INFO,Das neue Upgrade-System für Brawler verwendet kein Elixier mehr. Deine vorherigen Brawler-Upgrades sowie dein Elixier wurden in <BOLTS> Verbesserungsmarken umgewandelt. Mit diesen kannst du deine Brawler verbessern!\n\nDoppelte Brawler und Chips wurden aus dem Spiel entfernt. Für deine Chips hast du <GEMS> Juwelen erhalten. Viel Spaß damit!
TID_BOLTS_MIGRATION_ELIXER_TOKEN,DEIN ELIXIER WURDE IN VERBESSERUNGSMARKEN UMGEWANDELT.
TID_BOLTS_MIGRATION_CHIP_GEM,DEINE CHIPS WURDEN IN JUWELEN UMGEWANDELT.
TID_STAT_HEALING_PER_SEC,Heilung pro Sekunde
TID_STAT_DAMAGE_PER_CARD,Schaden pro Karte
TID_OVERTIME,Verlängerung!
TID_STARTER_PACK_XP_REQ,Sonderangebot für das Erreichen von EP-Level <XPLEVEL>
TID_VALUE,Wert
TID_SHOP_ONE_TIME_PURCHASE,Dieses Angebot kann nur EINMAL gekauft werden!
TID_HINT_MAKE_GOAL_1,"Bewege den <ccc0033>ROTEN JOYSTICK</c>, um zu zielen!"
TID_BALL_2,Tripeldribbel
TID_BALL_3,Volltrefferpark
TID_STARTER_PACK_1,Level-5-Paket
TID_STARTER_PACK_2,Level-15-Paket
TID_STARTER_PACK_3,Level-25-Paket
TID_IAP_XMAS2018_PACK,Weihnachtspaket!
TID_IAP_XMAS2018_PACK_DESC,Ho ho ho!
TID_STARTER_PACK_0,Willkommenspaket
TID_STARTER_PACK_0_DESC,Feiere den Beginn deiner Brawl-Stars-Reise!
TID_IAP_LNY2019_PACK,Mondbrawl-Angebot
TID_IAP_LNY2019_PACK_DESC,Frohes neues Mondjahr!
TID_IAP_MARCH2019_PACK,Märzangebot
TID_IAP_MARCH2019_PACK_DESC,Dies ist ein einmaliges Angebot!
TID_IAP_REFRESHER_PACK_DESC,Dies ist ein einmaliges Angebot!
TID_BLACKHOLE_DEFAULT_SKIN,Standard
TID_GOLD_CAP_HIT,Markenlimit erreicht.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Boxenlager voll
TID_COOP_1,Pachinko-Park
TID_GAME_MODE_8,ROBORUMBLE
TID_GAME_MODE_8_DESC,"Verteidigt den Tresor gegen die gierigen Robobanditen! Je länger ihr ihn verteidigt, desto größer wird eure Belohnung!\n\nDie Roboter greifen den Tresor von allen Seiten an und werden immer zahlreicher. Gebt alles und verteidigt ihn so lange ihr könnt!"
TID_COOP_INTRO_TEXT,Verteidigt den Tresor!
TID_SELECT_EVENT_POPUP_TITLE,Ereignis auswählen
TID_BARREL_BOT,DARRYL
TID_BARREL_BOT_DESC,Darryl hat eine mächtige Doppel-Shotgun-Attacke. Mit seinem Superskill überrollt er in seinem herumspringenden Fass rücksichtslos Gegner!
TID_BARREL_BOT_WEAPON,DOPPELPACK
TID_BARREL_BOT_WEAPON_DESC,"Darryls doppelläufige Schrotflinten feuern zwei zeitversetzte Schrotsalven, die auf nahe Entfernung riesigen Schaden anrichten."
TID_BARREL_BOT_ULTI,FASS-INS-ROLLEN-BRINGEN
TID_BARREL_BOT_ULTI_DESC,Darryl rollt in seinem Fass auf Feinde zu und stößt sie zurück. Von Wänden prallt er ab. Sein Superskill lädt sich mit der Zeit wieder auf!
TID_ARTILLERY_DUDE,PENNY
TID_ARTILLERY_DUDE_DESC,"Penny verschießt Beutel mit Katzengold, die dem Ziel sowie dahinter stehenden Gegnern Schaden zufügen. Ihr Superskill ist eine mörserartige Kanone!"
TID_ARTILLERY_DUDE_WEAPON,PRIMADONNABÜCHSE
TID_ARTILLERY_DUDE_WEAPON_DESC,"Verschießt einen Beutel Katzengold. Trifft dieser einen Feind, platzt er und der Inhalt fügt Zielen hinter dem getroffenen Gegner Schaden zu."
TID_ARTILLERY_DUDE_ULTI,KARL DIE KANONE
TID_ARTILLERY_DUDE_ULTI_DESC,"Penny stellt ihre Kanone auf! Sie schießt aus großer Entfernung auf Gegner - selbst, wenn diese sich in Deckung befinden."
TID_ITEM_NAME_SPECIAL,STARPOWER
TID_HERO_INFO_ITEM_LOCKED,Kann ab Level <LEVEL> gefunden werden.
TID_HERO_INFO_LOCKED_INFO,Du kannst Brawler in Brawlboxen finden und so freischalten.
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,Zum Freischalten <SCORE> Trophäen erreichen
TID_SPEC_ABI_FREEZE,Schrotbremse
TID_SPEC_ABI_BERSERKER,Berserker
TID_SPEC_SELF_DESTRUCT,Rache
TID_SPEC_ABI_CACTUS_HEAL,Regeneration
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,Für medizinische Zwecke
TID_SPEC_ABI_REPAIR_TURRET,Energetisieren
TID_SPEC_ABI_PET_LIFESTEAL,Symbäriose
TID_SPEC_ABI_STEAL_SOULS,Seelendieb
TID_SPEC_ABI_SPOT,Adlerauge
TID_SPEC_ABI_AMBUSH,Heckenschützin
TID_SPEC_ABI_BLACK_HOLE_MONSTER,Dunkles Portal
TID_SPEC_ABI_SPEED,Schicke Stiefel
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,Mamas Umarmung
TID_SPEC_BOUNCED_BULLETS_STRONGER,Pralle Abpraller
TID_SPEC_ABI_FIRE_DOT_ULTI,El Fuego
TID_SPEC_LAST_STAND,Großes Finale
TID_SPEC_BURN,Feuer frei
TID_SPEC_CRIPPLE,Extratoxisch
TID_SPEC_ABI_BARREL_DEFENSE,Rundumschutz
TID_SPEC_HEAL_MAIN_ATTACK,Da capo!
TID_SPEC_ABI_FREEZE_DESC,Shellys Superschrot verlangsamt Gegner <c00cc00><VALUE1></c> Sekunden lang!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,<c00cc00><VALUE2></c> zusätzlicher Waffen- und Superskill-Schaden gegen Brawler mit <VALUE1> % oder weniger Trefferpunkten.
TID_SPEC_ABI_BERSERKER_DESC,"Wenn Bulls Trefferpunkte auf unter <c00cc00><VALUE1> %</c> sinken, lädt er doppelt so schnell nach!"
TID_SPEC_SELF_DESTRUCT_DESC,"Wenn Dynamike besiegt wird, hinterlässt er sechs Dynamitstangen, die jeweils <c00cc00><VALUE1></c> Schaden anrichten."
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Nachdem er seinen Superskill einsetzt, regeneriert Spike <c00cc00><VALUE1></c> Trefferpunkte pro Sekunde, wenn er in dessen Wirkungsbereich bleibt."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,Barley wird durch jeden Hauptangriff um <c00cc00><VALUE1></c> Trefferpunkte geheilt.
TID_SPEC_ABI_REPAIR_TURRET_DESC,"Jessie repariert ihren Geschützturm, wenn sie ihn mit ihrem Angriff trifft, wodurch dieser <c00cc00><VALUE1></c> seiner verlorenen Trefferpunkte zurückbekommt."
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Nita regeneriert <c00cc00><VALUE1></c> Trefferpunkte, wenn ihr Bär einen Feind trifft. Wenn Nita Schaden verursacht, wird ihr Bär um <c00cc00><VALUE2></c> Trefferpunkte geheilt."
TID_SPEC_ABI_STEAL_SOULS_DESC,"Mortis entzieht Brawlern, die er besiegt, Lebensessenz, wodurch er <c00cc00><VALUE1></c> seiner Trefferpunkte wiederherstellt."
TID_SPEC_SPOT_FROM_AIR_DESC,"Wenn er seinen Superskill einsetzt, erspäht Crow aus der Luft sämtliche versteckte Gegner, wodurch sie auch vom Rest seines Teams entdeckt werden!"
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Wenn Pocos Angriff einen verbündeten Brawler trifft, wird dieser um <c00cc00><VALUE1></c> Trefferpunkte geheilt."
TID_SPEC_ABI_SPOT_DESC,Bo erspäht in Büschen versteckte Gegner aus einer doppelt so großen Entfernung.
TID_SPEC_ABI_AMBUSH_DESC,"Pipers Angriff verursacht <c00cc00><VALUE1></c> zusätzlichen Schaden (bei maximal zurückgelegter Reichweite), wenn sie in einem Busch versteckt ist."
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,"Taras Superskill öffnet ein Dimensionenportal, wodurch eine Schattenversion von ihr erscheint und Feinde angreift."
TID_SPEC_ABI_TODO_DESC,Spezialfähigkeit nicht definiert
TID_SPEC_ABI_SPEED_DESC,Colts Bewegungstempo wird durch ein paar schicke neue Stiefel erhöht.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,Dynamike reitet auf der Schockwelle seiner Dynamitstangen und kann so über Hindernisse hüpfen!
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Wenn Pam Feinde mit ihrem Schrottnado trifft, heilt sie sich selbst und Verbündete in der Nähe um <c00cc00><VALUE1></c> Trefferpunkte."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,Ricos Kugeln (sowohl von seiner normalen Attacke als auch von seinem Superskill) werden beim ersten Abprallen aufgeladen und verursachen <c00cc00><VALUE1></c> zusätzlichen Schaden!
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,"Gegner, die von El Primos Superskill getroffen werden, brennen noch 4 Sekunden danach und erleiden so <c00cc00><VALUE1></c> Schaden."
TID_SPEC_LAST_STAND_DESC,"Kurz bevor er besiegt wird, spielt Poco sein großes Finale. Die emotionale Melodie heilt Verbündete in der Nähe um <c00cc00><VALUE1></c> Trefferpunkte!"
TID_SPEC_BURN_DESC,Brocks Attacken setzen den Boden in Brand. Feinde im Wirkungsbereich erleiden <c00cc00><VALUE1></c> Schaden pro Sekunde!
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Darryls Superskill verstärkt sein Fass, wodurch jeglicher Schaden, den er erleidet, <c00cc00><VALUE1></c> Sekunden lang um <c00cc00><VALUE2> %</c> verringert wird."
TID_SPEC_CRIPPLE_DESC,"Crows Gift schwächt Gegner, wodurch sie <c00cc00><VALUE1> %</c> weniger Schaden verursachen, während sie vergiftet sind."
TID_SEASON_ENDED_NOTI,Die Saison ist zu Ende. Es warten Saisonbelohnungen auf dich!
TID_BATTLE_ROYALE_7,Doppelter Ärger
TID_GAME_MODE_9,DUO-SHOWDOWN
TID_GAME_MODE_9_COMBINED,SHOWDOWN
TID_GAME_MODE_9_DESC,"Schaltet die anderen vier Teams aus. Wenn einer von euch besiegt wird, respawnt er nach einiger Zeit, falls der andere noch lebt!"
TID_WAVE_APPROACHING,Welle <number>
TID_TEAMS_LEFT,Übrige Teams: <num>
TID_TEAM_MATE_RESPAWNING,Teamkamerad zurück in: <num>
TID_BOSS_APPROACHING,Welle <number>: <ccc0000>Riesenroboter im Anmarsch!</c>
TID_COOP_2,Stahlkreuzung
TID_BOSS_2,Halle des Maulwurfkönigs
TID_BEAR_DAMAGE,Schaden des Bären
TID_BEAR_HEALTH,Trefferpunkte des Bären
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,Zweierteams
TID_SPEC_ABI_PUSHBACK_SELF,Springstoff
TID_VIEW_PROFILE_BUTTON,Profil anzeigen
TID_REPORT_PLAYER_BUTTON,MELDEN
TID_CHAT_REPORT_CONFIRMATION_TITLE,<name> melden?
TID_CHAT_REPORT_CONFIRMATION,\n\nMöchtest du <name> wirklich wegen unangemessenem Verhalten melden?
TID_PLAYER_ALREADY_REPORTED,Dieser Spieler wurde bereits gemeldet!
TID_STARTER_PACK_4,Level-35-Paket
TID_NEED_HERO,"Um diesen Skin kaufen zu können, musst du zuerst den Brawler freischalten!"
TID_EVENT_ENDING,<GAMEMODE> ist bald zu Ende!
TID_TEAM_DISPLAY_TITLE_CLAN,TEAMS DEINES CLUBS
TID_TEAM_DISPLAY_TITLE_FRIENDS,TEAMS DEINER FREUNDE
TID_TICKETS_REVEIVED,<AMOUNT> Ereignistickets erhalten!
TID_TUTORIAL_12,Nehmen wir die JUWELEN und machen wir uns auf den Weg zum Ausgang!
TID_NO_TARGET_HINT,Kein Ziel für AUTOMATISCHES SCHIESSEN verfügbar!
TID_CAN_NOT_AUTOSHOOT,Kein AUTOMATISCHES SCHIESSEN für diesen Superskill verfügbar!
TID_VS,VS.
TID_VS_SHOWDOWN,Jeder gegen jeden!
TID_HAS_LASER_BALL_HINT,"Du kannst nicht AUTOMATISCH SCHIESSEN, wenn du den Ball trägst."
TID_CLAN_RESPONSE_44,Beitritt fehlgeschlagen: Du bist bereits in einem Club.
TID_SHOTGUN_GIRL_SHORT_DESC,KÄMPFERIN
TID_GUNSLINGER_SHORT_DESC,SCHARFSCHÜTZE
TID_BULL_DUDE_SHORT_DESC,SCHWERGEWICHT
TID_ROCKET_GIRL_SHORT_DESC,SCHARFSCHÜTZE
TID_TNT_DUDE_SHORT_DESC,WERFER
TID_LUCHADOR_SHORT_DESC,SCHWERGEWICHT
TID_TRICKSHOT_DUDE_SHORT_DESC,SCHARFSCHÜTZE
TID_CACTUS_SHORT_DESC,SCHARFSCHÜTZE
TID_BARKEEP_SHORT_DESC,WERFER
TID_MECHANIC_SHORT_DESC,KÄMPFERIN
TID_SHAMAN_SHORT_DESC,KÄMPFERIN
TID_UNDERTAKER_SHORT_DESC,RAS-SASSINE
TID_CROW_SHORT_DESC,TOXISCHER ASSASSINE
TID_DEAD_MARIACHI_SHORT_DESC,HEILER
TID_BOW_DUDE_SHORT_DESC,KÄMPFER
TID_SNIPER_SHORT_DESC,SCHARFSCHÜTZIN
TID_MINIGUN_DUDE_SHORT_DESC,HEILERIN
TID_BLACK_HOLE_SHORT_DESC,ALLROUNDERIN
TID_BARREL_BOT_SHORT_DESC,SCHWERGEWICHT
TID_CLAN_INTRO_SUGGESTED_CLANS,EMPFOHLENE CLUBS
TID_CLAN_INTRO_CREATE_TITLE,WARUM GRÜNDEST DU NICHT SELBST EINEN?
TID_CLAN_INTRO_HEADER,CLUBS
TID_CLAN_INFO_TITLE,CLUBINFO
TID_CLAN_INFO_NO_DESCRIPTION,KEINE CLUBBESCHREIBUNG
TID_EVENT_POPUP_TITLE,BEREIT ZUM BRAWLEN?
TID_GOLDRUSH_8,Saphir-Ebenen
TID_USE_AUTOFIRE_TUTORIAL,"TIPPE auf den <ccc0033>roten Joystick</c>, um automatisch auf den Gegner zu schießen, der dir am nächsten ist."
TID_BRAWL_BOX_INFO_2,"Jede Brawlbox enthält eines der folgenden Dinge: einen neuen Brawler, Powerpunkte + Münzen, oder eine Starpower. Außerdem kannst du als Bonus Markenverdoppler oder Ereignistickets bekommen.\n\nDie Chancen, bestimmte Belohnungen zu bekommen, sind wie folgt:\n\nPowerpunkte + Münzen:<NUM1> %\nSeltener Brawler: <NUM2> %\nSuperseltener Brawler: <NUM3> %\nEpischer Brawler: <NUM4> %\nMythischer Brawler: <NUM5> %\nLegendärer Brawler: <NUM6> %\nStarpower: <NUM7> %\n\nAußerdem hast du bei jeder Box eine Chance von 25 %, Ereignistickets zu bekommen, eine Chance von 9 %, Juwelen zu bekommen sowie eine Chance von 3 %, einen Markenverdoppler zu bekommen. Bitte beachte, dass Starpowers nur für Brawler ab Level 9 verfügbar sind. Hast du alle Belohnungen eines bestimmten Typs freigeschaltet, wie zum Beispiel alle seltenen Brawler, steigt die Wahrscheinlichkeit, alle andere Belohnungen zu bekommen. Glück: Damit das Öffnen von Brawlboxen fair ist, regelt ein Glückssystem die Wahrscheinlichkeit, einen legendären Brawler zu bekommen. Mit jedem Mal Öffnen, bei dem du keinen neuen Brawler bekommst, erhöht sich dein Glückswert. Jedes Mal, wenn du einen neuen Brawler bekommst, wird der Glückswert je nach Seltenheit des Brawlers um einen bestimmten Wert gesenkt. Ist dein Glückswert hoch genug, hast du größere Chancen auf einen legendären Brawler. Ist dein Glückswert niedrig, ist es schwieriger, einen neuen legendären Brawler zu bekommen. Zu Beginn des Spiels sind die Inhalte von Brawlboxen vorbestimmt, um allen Spielern einen fairen Start zu bieten."
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,EINFORDERN
TID_PAGE_FRIENDS_TITLE,FREUNDE
TID_PAGE_FRIENDS_TITLE2,Brawle zusammen mit Freunden!
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,"Log dich mit Facebook ein oder füge im Spiel Freunde hinzu, um mit ihnen zu spielen!"
TID_PAGE_FRIENDS_NO_FRIENDS,"Log dich mit Facebook ein oder füge im Spiel Freunde hinzu, um mit ihnen zu spielen!"
TID_FRIENDS_TITLE,<COUNT> Freunde
TID_FRIENDS_TAB_1,FREUNDE
TID_FRIENDS_TAB_2,VORGESCHLAGEN
TID_FRIENDS_TAB_3,EINLADUNGEN
TID_TOTAL,INSGESAMT
TID_BRAWL_BOX_INFO_TITLE_2,BRAWLBOX-INFO
TID_BRAWL_BOX_INFO_TITLE_3,MEGABOX-INFO
